"Hijos","Edad.Jefe","Edad.Conyuge","Ingresos.totales","Sexo.Jefe","Sexo.Conyuge","Tipo.Union","Region","Trabajo.Jefe","Trabajo.conyuge","Edu.Jefe","Edu.Conyuge","Estrato.vivienda","Uso.tecnologia.Jefe","Uso.tecnologia.conyuge"
"N",25,25,2000000,"2","1","2","2","4","1","1","3","1","2","2"
"T",29,29,1083333,"1","2","2","2","1","4","1","1","1","0","0"
"T",26,15,1417666,"1","2","1","2","1","4","3","1","1","2","2"
"N",63,54,1216666,"1","2","2","2","1","1","1","1","1","0","0"
"T",36,35,4462499,"1","2","6","2","1","1","3","3","1","2","2"
"T",52,21,1503333,"1","2","2","2","1","4","1","1","1","2","2"
"T",22,28,3226666,"1","2","1","2","1","1","1","3","0","2","2"
"T",21,25,1240666,"1","2","2","2","1","4","1","1","1","0","0"
"T",27,25,2393333,"1","2","2","2","1","1","1","1","1","2","2"
"T",40,42,0,"1","2","2","2","6","4","1","1","1","0","2"
"T",28,29,2064666,"2","1","1","2","1","1","3","1","1","2","2"
"T",30,30,1402333,"1","2","1","2","1","4","3","1","1","2","2"
"T",32,44,1516666,"2","1","2","2","4","1","0","0","8","0","0"
"T",37,39,3016666,"2","1","2","2","1","1","3","1","8","2","0"
"T",36,26,1300000,"1","2","2","2","1","4","1","1","1","0","2"
"T",43,26,360000,"1","2","2","2","1","4","1","1","1","0","0"
"T",52,58,70000,"2","1","2","2","1","4","1","1","2","2","0"
"T",64,72,0,"2","1","6","2","4","6","0","1","2","0","0"
"N",63,55,737500,"1","2","2","2","4","1","1","1","2","0","2"
"N",35,47,700000,"1","2","6","2","1","4","1","1","2","0","0"
"T",68,43,2150000,"1","2","2","2","2","1","2","1","2","2","0"
"T",88,84,2675000,"1","2","6","2","6","6","1","1","3","0","0"
"T",33,36,2103333,"1","2","1","2","1","1","1","1","2","2","2"
"T",35,38,2539733,"2","1","2","2","1","1","1","1","1","2","0"
"T",25,29,600000,"2","1","2","2","4","1","1","1","2","0","0"
"T",42,39,1300000,"2","1","2","2","1","1","3","1","1","2","0"
"N",38,30,1095000,"1","2","2","2","1","4","0","1","1","0","2"
"N",66,72,850000,"2","1","6","2","4","6","1","1","2","0","0"
"T",37,39,2882500,"1","2","2","2","1","4","1","1","1","2","2"
"T",37,38,1750166,"1","2","2","2","1","1","1","1","1","0","2"
"T",44,44,2291833,"1","2","6","2","1","1","1","1","2","0","0"
"T",41,35,2434833,"1","2","6","2","1","1","1","1","1","0","0"
"T",33,27,1083333,"1","2","2","2","1","4","1","1","2","2","2"
"N",62,62,2577166,"2","1","2","2","4","1","1","1","2","0","0"
"T",36,34,1278883,"2","1","6","2","4","1","2","1","2","2","0"
"N",51,49,941666,"1","2","2","2","1","4","1","1","3","0","0"
"T",35,23,787500,"1","2","2","2","1","4","1","1","1","0","0"
"N",67,81,80000,"1","2","2","2","4","4","0","1","1","0","0"
"N",40,43,3444999,"1","2","2","2","1","1","1","1","2","2","2"
"T",21,36,4216666,"2","1","2","2","4","4","1","1","2","2","1"
"T",43,31,1000000,"1","2","6","2","1","1","1","1","3","0","0"
"T",41,33,828116,"1","2","2","2","1","4","1","1","2","0","0"
"T",60,65,991666,"2","1","2","2","4","1","1","1","2","0","0"
"T",27,25,928116,"2","1","2","2","4","1","1","1","2","0","0"
"T",26,25,1000000,"1","2","2","2","1","4","1","1","3","1","2"
"T",61,62,828116,"1","2","2","2","1","4","1","1","2","0","0"
"N",42,59,857000,"2","1","6","2","4","1","1","1","2","0","0"
"T",56,51,828116,"1","2","2","2","1","4","1","1","2","0","0"
"T",43,40,828116,"2","1","2","2","4","1","1","1","3","2","2"
"T",42,32,1183333,"1","2","2","2","1","4","1","1","5","1","2"
"N",70,68,541666,"1","2","6","2","1","4","1","1","1","0","0"
"N",42,44,500008,"1","2","6","2","1","4","1","1","2","0","2"
"N",59,62,1036666,"1","2","6","2","1","4","1","1","2","0","2"
"T",20,20,825000,"1","2","2","2","1","4","1","1","2","2","0"
"T",32,28,825116,"1","2","2","2","1","4","1","1","1","2","2"
"T",40,31,893333,"1","2","6","2","1","4","1","1","3","2","2"
"N",57,56,1200000,"1","2","6","2","1","4","1","1","3","0","0"
"T",47,50,107,"2","1","2","2","4","5","1","1","1","0","0"
"T",31,55,2333333,"2","1","6","2","4","1","1","1","1","2","2"
"N",44,41,1650000,"1","2","6","2","1","4","1","1","2","0","0"
"T",69,54,825000,"1","2","2","2","6","4","1","1","1","0","0"
"T",47,42,950000,"1","2","6","2","1","4","1","1","2","0","0"
"T",36,25,1005833,"1","2","2","2","1","4","1","1","2","0","0"
"T",27,26,1085833,"2","1","1","2","1","1","1","1","1","2","2"
"T",28,22,483333,"1","2","2","2","1","4","1","1","1","0","0"
"N",85,56,0,"1","2","2","2","1","4","1","0","1","0","0"
"T",44,58,1035000,"2","1","6","2","1","5","1","1","2","0","2"
"T",33,29,106,"1","2","6","2","1","4","1","1","1","2","2"
"T",73,78,233333,"1","2","6","2","1","4","1","1","1","0","0"
"T",55,64,550000,"1","2","2","2","1","4","1","1","1","0","0"
"T",50,40,616666,"1","2","2","2","1","4","1","1","1","0","2"
"T",54,52,633333,"1","2","6","2","1","1","1","1","1","0","0"
"T",29,28,866666,"1","2","2","2","1","4","1","1","1","2","2"
"N",51,50,650000,"1","2","6","2","1","4","3","1","2","2","2"
"T",44,38,2166666,"1","2","6","2","1","4","1","1","1","2","2"
"T",62,58,800000,"1","2","6","2","1","4","1","1","2","2","2"
"T",58,42,800000,"1","2","6","2","1","4","1","1","2","0","0"
"T",64,40,1000000,"1","2","2","2","1","4","1","1","2","2","2"
"N",74,64,2000000,"1","2","6","2","1","1","1","1","2","0","0"
"T",53,56,1500000,"1","2","2","2","1","4","1","1","2","0","0"
"N",56,50,4033333,"1","2","6","2","1","1","1","3","2","2","2"
"T",37,35,2200000,"1","2","2","2","1","1","1","3","2","2","2"
"T",33,35,1800000,"1","2","2","2","1","1","1","2","2","2","2"
"N",65,61,366666,"1","2","6","2","1","4","1","1","1","0","0"
"T",40,42,0,"2","1","6","2","4","5","1","1","1","0","0"
"T",43,21,1533333,"1","2","6","2","1","1","3","1","1","1","2"
"T",41,51,240000,"1","2","2","2","1","4","0","1","1","0","0"
"T",42,32,1041666,"1","2","6","2","1","4","1","3","1","2","2"
"N",39,47,600000,"1","2","6","2","1","4","1","1","1","0","0"
"T",34,28,850000,"1","2","2","2","1","4","1","1","1","0","0"
"T",28,31,766666,"1","2","2","2","1","4","1","1","1","0","0"
"T",29,32,400000,"1","2","2","2","1","4","1","1","1","2","0"
"T",33,31,433333,"1","2","6","2","1","4","1","1","1","0","0"
"T",29,34,933333,"2","1","2","2","1","1","1","1","1","0","0"
"T",30,36,700000,"2","1","2","2","4","1","1","1","1","2","0"
"N",71,70,538333,"1","2","6","2","1","4","1","0","1","0","0"
"T",24,24,1190000,"1","2","2","2","6","4","3","1","2","2","2"
"N",44,48,1300000,"1","2","6","2","1","1","1","3","1","0","2"
"T",24,26,1566666,"2","1","2","2","1","1","1","1","1","2","2"
"T",26,25,966666,"1","2","2","2","1","4","1","3","1","2","2"
"T",28,25,1028626,"1","2","2","2","2","1","1","1","1","2","2"
"T",28,45,6450000,"2","1","6","2","1","1","2","2","3","2","2"
"T",90,81,1041666,"1","2","6","2","5","5","1","1","5","0","0"
"T",31,34,2900000,"1","2","2","2","1","1","1","3","3","2","2"
"T",85,96,1083333,"2","1","6","2","4","6","1","1","3","0","0"
"T",61,53,1900000,"1","2","2","2","1","4","1","1","3","2","2"
"T",53,51,300000,"1","2","6","2","2","1","1","1","2","2","2"
"T",29,30,1350000,"2","1","6","2","1","1","1","3","2","2","2"
"N",67,70,975098,"1","2","6","2","1","6","1","1","2","0","2"
"N",72,67,350000,"1","2","6","2","1","4","1","1","2","0","0"
"T",50,45,800000,"1","2","2","2","1","4","1","1","2","2","2"
"T",70,69,3250000,"2","1","6","2","4","6","1","3","5","2","2"
"T",69,66,12000000,"1","2","6","2","1","4","1","1","5","2","2"
"T",43,33,150000,"1","2","2","2","1","4","0","1","1","0","0"
"T",42,44,2221630,"1","2","6","2","1","1","1","1","2","0","2"
"T",44,42,83333,"1","2","2","2","5","4","1","1","2","0","2"
"T",46,22,1000000,"1","2","2","2","1","4","1","1","1","0","2"
"T",27,39,1200000,"1","2","2","2","1","1","3","1","2","0","2"
"T",44,40,4500000,"1","2","2","2","1","1","3","3","2","2","2"
"T",36,34,1000000,"1","2","2","2","1","4","1","1","2","2","2"
"T",22,15,391666,"1","2","1","2","1","4","1","1","2","0","2"
"T",30,39,983333,"1","2","2","2","1","1","0","1","2","2","2"
"T",40,29,1116666,"1","2","2","2","4","1","1","1","2","2","2"
"T",27,33,1600000,"1","2","2","2","1","1","1","1","1","2","2"
"T",32,33,1268000,"1","2","2","2","1","1","1","1","1","2","2"
"T",37,37,150000,"1","2","2","2","2","4","1","1","1","0","2"
"T",35,31,900000,"1","2","2","2","2","4","1","1","1","0","2"
"T",62,73,829166,"2","1","2","2","4","1","0","0","2","0","0"
"T",85,91,0,"1","2","1","7","4","5","1","1","4","0","0"
"T",42,41,2160166,"1","2","2","7","1","1","1","1","1","2","2"
"T",27,25,2175000,"1","2","2","7","1","1","1","1","1","2","2"
"T",48,48,904166,"1","2","6","7","1","4","1","1","2","2","2"
"N",72,71,5416666,"1","2","6","7","6","4","1","1","5","2","0"
"T",77,77,1841666,"1","2","6","7","4","4","3","3","4","2","2"
"N",71,66,890000,"1","2","6","7","4","4","1","1","1","0","0"
"N",46,49,900000,"1","2","6","7","1","4","1","1","1","0","1"
"N",31,31,2517500,"1","2","2","7","1","1","3","1","8","2","2"
"T",27,27,658333,"1","2","2","7","1","4","0","0","8","0","0"
"N",78,67,83333,"1","2","6","7","5","4","1","1","1","0","0"
"N",59,68,281600,"1","2","6","4","1","4","0","1","2","0","0"
"T",45,43,1000000,"1","2","6","4","1","4","1","1","1","2","0"
"T",50,50,1000000,"1","2","6","4","1","1","1","1","1","0","0"
"T",38,29,2280000,"1","2","2","4","1","1","1","1","2","2","2"
"T",46,48,325000,"1","2","6","4","1","4","1","1","1","0","0"
"T",34,26,220000,"1","2","2","4","6","4","1","1","1","0","2"
"N",61,64,850000,"2","1","2","4","1","1","1","1","1","0","0"
"N",68,64,1050000,"1","2","6","4","4","4","1","1","2","0","0"
"N",80,70,1950000,"1","2","6","4","4","4","1","1","1","0","0"
"N",26,23,1500098,"1","2","1","4","1","4","1","1","2","2","2"
"T",32,38,1000000,"1","2","6","4","1","1","1","1","1","2","2"
"N",71,86,300000,"2","1","2","4","4","6","1","0","1","0","0"
"T",35,35,300000,"1","2","6","4","1","4","1","1","1","0","0"
"T",56,44,1800000,"1","2","2","4","1","1","1","1","1","2","2"
"N",57,64,600000,"2","1","6","4","1","4","1","1","1","0","0"
"T",52,49,1700000,"1","2","6","4","1","4","3","3","1","2","2"
"T",49,49,1000000,"1","2","6","4","1","4","1","1","1","0","2"
"T",51,40,2326666,"1","2","6","4","1","4","3","1","1","2","2"
"T",53,51,480000,"1","2","6","4","1","4","1","1","1","0","0"
"N",51,53,870000,"1","2","6","4","1","4","1","1","1","0","2"
"T",33,32,480000,"1","2","2","4","1","4","1","1","1","0","1"
"N",77,75,300000,"1","2","6","4","1","4","1","1","1","0","0"
"T",39,40,870000,"1","2","2","4","1","4","1","1","1","0","0"
"N",75,74,370000,"1","2","6","4","1","4","0","1","1","0","0"
"T",46,37,950000,"1","2","2","4","1","4","1","1","1","2","2"
"N",53,48,1100000,"1","2","6","4","1","1","1","1","1","0","0"
"N",68,50,361666,"1","2","6","4","1","4","3","2","1","0","0"
"N",78,73,41666,"1","2","6","4","4","4","1","1","1","0","0"
"T",32,33,861000,"2","1","6","4","1","2","3","3","1","2","2"
"T",49,42,1481666,"1","2","6","4","1","4","1","1","1","2","2"
"T",80,72,219999,"1","2","6","4","4","4","1","1","1","0","0"
"T",43,38,580000,"1","2","6","4","1","4","1","1","1","0","0"
"T",54,55,216666,"1","2","6","4","1","4","1","1","1","0","0"
"T",47,44,760000,"1","2","2","4","1","1","1","1","1","0","0"
"T",42,41,600000,"2","1","6","4","4","1","1","1","1","0","0"
"T",32,31,551666,"1","2","6","4","1","4","1","1","1","0","0"
"T",40,44,1374333,"1","2","6","4","1","1","1","1","1","0","2"
"T",54,45,375333,"1","2","6","4","1","4","1","1","1","0","0"
"T",44,43,1408333,"1","2","2","4","1","1","1","1","1","0","0"
"N",82,79,458333,"1","2","6","4","1","4","1","1","1","0","0"
"N",65,68,200000,"1","2","2","4","4","4","1","1","1","0","0"
"T",36,37,350000,"1","2","6","4","1","4","1","1","1","0","2"
"T",56,49,1500000,"1","2","6","4","1","4","1","1","1","0","0"
"N",35,35,3000000,"2","1","2","4","1","1","3","1","1","2","2"
"T",51,41,450000,"1","2","2","4","1","4","1","1","1","0","0"
"N",63,57,400000,"1","2","6","4","1","4","0","1","1","0","0"
"T",21,16,160000,"1","2","2","4","1","4","3","1","1","0","0"
"N",68,61,1190000,"1","2","6","4","1","1","1","1","2","0","2"
"T",28,35,1400333,"2","1","2","4","4","1","1","1","1","2","2"
"T",49,43,958333,"1","2","6","4","1","4","1","1","1","2","0"
"T",37,40,1038333,"1","2","6","4","1","4","1","1","1","0","0"
"N",67,64,204166,"1","2","6","4","1","4","0","1","0","0","0"
"N",56,50,450000,"1","2","6","4","1","4","1","1","1","0","0"
"T",57,54,1166666,"1","2","6","4","1","4","1","1","1","0","0"
"N",52,48,209666,"1","2","6","4","1","4","1","1","1","0","0"
"T",49,40,539166,"1","2","6","4","1","4","1","1","1","0","0"
"T",76,67,400000,"1","2","6","4","1","4","1","1","1","0","0"
"T",36,30,2208333,"1","2","6","4","1","4","3","3","4","2","2"
"T",56,54,1650000,"1","2","6","4","4","4","1","1","5","2","2"
"N",57,46,3509166,"1","2","2","4","1","1","3","3","4","2","2"
"N",29,36,2180000,"2","1","6","4","1","1","3","3","4","2","2"
"T",57,46,3900000,"1","2","6","4","1","1","3","3","6","2","2"
"N",59,58,500000,"1","2","6","3","1","4","1","1","1","0","0"
"T",61,53,922500,"1","2","6","3","1","4","1","1","2","0","0"
"T",44,39,1990000,"1","2","2","3","1","4","1","1","1","0","0"
"T",53,44,1241666,"1","2","6","3","1","1","1","1","2","0","0"
"T",59,61,58333,"1","2","6","3","2","4","1","1","2","0","0"
"N",58,53,1190000,"1","2","2","3","1","4","1","0","2","0","0"
"T",61,63,421999,"1","2","6","3","1","4","0","1","2","0","0"
"T",25,30,1728116,"1","2","2","3","1","1","1","1","2","0","0"
"N",75,86,2100000,"2","1","6","3","1","1","0","1","2","0","0"
"T",27,24,2195833,"1","2","2","3","1","4","1","1","2","2","2"
"N",55,64,3325000,"1","2","6","3","1","4","3","1","2","2","2"
"T",26,23,3461666,"1","2","6","3","1","4","1","1","2","2","2"
"N",76,58,25000,"1","2","6","3","4","4","1","1","2","0","0"
"N",56,50,914866,"1","2","2","3","1","4","1","1","2","2","0"
"T",37,31,1800000,"1","2","2","3","1","4","1","1","2","0","0"
"N",80,74,1691666,"1","2","6","3","5","4","1","1","2","0","0"
"T",64,55,897200,"1","2","6","3","1","4","1","1","2","0","0"
"T",21,33,828200,"2","1","6","3","4","1","1","1","2","2","2"
"T",23,25,828200,"2","1","6","3","4","1","3","3","2","0","0"
"T",50,53,828200,"2","1","6","3","4","1","1","1","2","0","0"
"N",60,51,853200,"2","1","6","3","1","5","1","1","2","0","0"
"N",38,41,1941833,"1","2","2","6","1","1","3","1","2","2","2"
"T",40,36,13765508,"1","2","2","6","1","4","3","3","5","2","2"
"T",49,42,1900000,"1","2","2","6","1","1","3","3","5","2","2"
"T",34,37,11000000,"2","1","6","6","1","1","3","3","5","2","2"
"N",40,34,4520000,"1","2","6","6","6","1","1","3","4","2","2"
"T",65,66,728000,"1","2","2","6","6","4","1","1","3","0","0"
"T",43,40,1625000,"2","1","2","6","1","1","1","1","4","2","2"
"T",30,29,107,"1","2","1","6","1","4","1","1","1","0","0"
"T",30,30,2593333,"1","2","2","6","1","1","3","3","3","2","2"
"T",23,31,1800000,"2","1","2","6","3","1","3","3","3","2","2"
"T",31,39,900099,"1","2","2","6","1","1","1","1","2","2","2"
"T",46,46,1200000,"1","2","6","6","1","4","1","1","3","2","2"
"T",30,40,198,"1","2","2","6","1","1","1","3","4","2","2"
"T",44,35,522,"2","1","2","6","1","1","3","3","4","2","2"
"T",36,31,2700000,"1","2","2","6","1","1","1","3","4","2","2"
"T",25,22,800000,"1","2","2","6","1","2","3","3","1","2","2"
"T",36,36,950000,"2","1","6","6","1","1","1","1","1","2","2"
"N",23,21,900000,"1","2","1","6","1","4","3","1","1","2","2"
"T",38,32,1697098,"2","1","2","6","1","1","2","1","1","2","2"
"T",34,35,198,"2","1","2","6","1","1","1","1","1","0","0"
"T",24,28,1497000,"1","2","1","6","1","4","1","1","1","2","2"
"T",33,29,820319,"1","2","6","6","1","1","1","1","2","2","2"
"T",42,41,1800000,"1","2","6","6","1","1","1","1","1","2","2"
"T",25,27,955008,"1","2","2","6","1","4","1","1","1","0","0"
"T",25,43,600098,"2","1","1","6","1","1","1","3","1","0","0"
"N",45,44,2561666,"2","1","6","6","1","1","3","3","2","2","2"
"N",57,55,270833,"1","2","2","6","1","4","1","1","2","2","2"
"T",42,40,1200000,"1","2","6","6","1","4","1","1","2","2","2"
"T",59,64,645833,"2","1","6","6","4","1","1","1","2","0","0"
"T",60,45,1969500,"1","2","2","6","1","1","1","1","2","0","2"
"N",65,45,1047000,"1","2","2","6","1","4","1","1","2","0","2"
"N",69,66,133333,"1","2","6","6","2","4","1","1","2","0","2"
"T",69,53,99,"1","2","2","6","1","4","1","1","2","0","0"
"T",89,85,764999,"1","2","6","6","4","4","1","1","2","0","0"
"T",56,61,1628116,"2","1","2","6","1","1","1","1","2","0","0"
"N",23,30,262500,"2","1","1","6","4","2","1","1","2","0","0"
"N",81,86,20833,"1","2","6","6","5","4","1","1","2","0","0"
"T",74,58,37500,"1","2","6","6","4","4","1","1","2","0","0"
"T",31,28,1656044,"1","2","2","6","1","1","1","1","2","2","2"
"N",25,40,1200000,"1","2","2","6","1","1","1","1","5","0","2"
"N",52,50,1562890,"1","2","6","6","1","1","1","1","2","2","2"
"T",48,44,1462500,"1","2","6","6","1","1","1","1","4","0","0"
"N",73,78,905458,"1","2","2","6","6","5","0","0","2","0","0"
"T",67,70,3432,"1","2","2","6","1","4","1","0","2","0","0"
"T",62,59,835000,"1","2","2","6","1","4","0","1","2","0","0"
"N",55,52,1200000,"1","2","6","6","1","1","1","1","5","0","0"
"N",39,37,1462500,"1","2","2","6","1","1","1","1","6","2","2"
"T",35,39,99,"1","2","2","6","1","4","1","1","4","2","2"
"N",69,67,3250000,"1","2","6","6","6","4","3","1","6","2","2"
"N",53,51,1415000,"1","2","2","6","1","1","1","1","5","0","0"
"T",51,30,950000,"2","1","1","6","4","1","1","1","2","2","2"
"T",64,56,828116,"1","2","2","6","1","4","1","1","2","0","2"
"T",39,39,900000,"1","2","6","6","1","4","1","1","2","2","2"
"T",28,31,1001666,"1","2","2","6","1","4","1","1","2","2","2"
"T",44,34,1233333,"1","2","6","6","1","4","1","1","2","2","2"
"N",28,51,1200000,"1","2","2","6","1","4","1","1","2","0","0"
"T",67,48,345000,"1","2","2","6","5","4","1","0","2","0","2"
"T",28,24,1040000,"1","2","2","6","1","4","1","1","2","2","2"
"T",82,77,0,"1","2","6","6","5","4","1","1","1","0","0"
"N",53,50,941666,"1","2","6","6","1","4","1","1","2","0","2"
"T",58,64,120000,"1","2","2","6","1","4","1","1","2","0","2"
"T",39,29,300098,"1","2","2","6","1","4","1","1","1","2","2"
"N",81,70,4896666,"1","2","2","6","6","4","1","1","2","2","2"
"N",82,67,635000,"1","2","6","6","1","4","0","1","1","0","0"
"T",43,41,135000,"1","2","2","6","1","4","1","1","2","0","0"
"T",52,50,725000,"1","2","6","6","1","4","1","1","2","0","0"
"N",79,68,49999,"1","2","6","6","4","4","1","1","2","0","0"
"N",74,67,41666,"1","2","1","6","5","4","1","1","2","0","1"
"T",47,39,1974333,"1","2","6","6","1","1","1","1","2","2","2"
"T",54,49,3137500,"1","2","1","6","1","1","1","1","2","1","2"
"T",45,42,1204166,"1","2","6","6","1","4","1","1","2","2","2"
"T",40,34,3020666,"1","2","6","6","1","1","1","1","2","2","2"
"T",47,37,958000,"2","1","6","6","4","1","1","1","3","0","0"
"T",59,60,1417500,"1","2","1","6","1","4","1","1","2","0","2"
"T",41,37,3063333,"1","2","1","6","1","1","1","1","2","2","2"
"N",60,61,362500,"1","2","6","6","4","4","1","0","3","0","0"
"T",53,51,540000,"1","2","2","6","1","4","1","1","2","0","2"
"T",55,44,1022500,"1","2","6","6","1","4","1","1","3","0","2"
"T",25,26,2172666,"1","2","2","6","1","1","1","1","2","2","2"
"N",49,52,1020833,"1","2","6","6","1","4","1","1","2","0","0"
"T",60,59,1074166,"1","2","1","6","1","4","1","0","3","0","0"
"N",74,69,975000,"1","2","1","6","6","4","1","0","2","0","1"
"N",70,68,828000,"1","2","6","6","4","4","0","1","3","0","0"
"T",36,29,4412499,"1","2","2","6","1","1","3","3","1","2","2"
"T",38,36,828000,"1","2","6","6","1","4","1","1","2","2","2"
"T",59,57,132500,"1","2","1","6","1","4","1","1","2","0","2"
"T",41,40,1600000,"1","2","1","6","1","4","1","3","2","2","2"
"T",26,20,200000,"1","2","2","6","1","5","1","1","2","2","2"
"T",21,23,500000,"1","2","2","6","1","4","1","1","2","0","0"
"T",39,44,800000,"1","2","6","6","1","4","1","1","2","2","2"
"T",51,45,1025833,"1","2","6","6","1","4","1","1","2","2","2"
"T",56,53,950000,"1","2","1","6","5","1","1","1","2","0","2"
"T",42,49,1260000,"1","2","1","6","1","4","1","1","3","2","2"
"N",36,26,959166,"1","2","2","6","1","2","3","3","2","2","2"
"T",54,56,0,"1","2","6","6","2","4","1","1","2","1","0"
"T",22,34,2916666,"2","1","1","6","1","1","1","3","2","2","2"
"N",61,65,700000,"2","1","6","6","4","6","1","1","2","0","0"
"T",40,25,1666666,"1","2","6","6","1","4","1","1","1","2","2"
"N",75,75,314999,"1","2","6","6","1","4","1","1","1","0","0"
"N",45,47,976666,"1","2","6","1","1","4","1","1","1","0","0"
"T",68,59,800000,"1","2","2","1","1","4","1","1","0","0","0"
"T",40,36,658333,"1","2","2","1","1","4","1","1","1","1","2"
"T",47,39,900000,"1","2","6","1","1","4","0","1","1","0","0"
"N",59,53,866666,"1","2","2","1","1","4","1","1","1","0","0"
"T",32,29,1183333,"1","2","6","1","1","4","3","1","1","2","2"
"T",29,32,426666,"1","2","2","1","1","4","1","1","1","0","0"
"T",41,26,658333,"1","2","2","1","1","4","1","1","0","0","1"
"N",36,23,1070832,"1","2","6","1","1","4","1","2","0","1","1"
"T",40,38,533350,"1","2","2","1","1","4","1","1","1","0","0"
"N",52,60,106,"2","1","6","1","4","1","1","1","0","0","0"
"T",48,24,924999,"1","2","2","1","1","4","1","1","0","0","1"
"N",46,44,1325000,"1","2","6","1","1","4","1","1","1","0","0"
