"Hijos","Edad.Jefe","Ingresos.totales","Sexo.Jefe","Region","Trabajo.Jefe","Edu.Jefe","Uso.tecnologia.Jefe","Estrato.vivienda","Tipo.Union"
"N",71,1000000,"1","2","1","1","0","6","6"
"N",41,910000,"1","2","1","1","2","4","5"
"T",36,950000,"2","2","1","1","2","6","4"
"N",49,20098,"1","2","1","3","2","6","6"
"N",86,845000,"2","2","5","1","0","0","5"
"N",55,800000,"1","2","1","1","0","6","5"
"N",42,99,"2","2","1","3","2","5","5"
"T",26,450000,"2","3","4","0","2","1","2"
"N",22,0,"1","3","3","3","2","1","5"
"N",49,866648,"1","3","1","1","0","1","5"
"N",83,1075000,"2","3","4","1","0","2","3"
"N",67,40000,"2","3","4","1","0","1","3"
"T",54,4614583,"2","3","1","3","2","1","4"
"T",42,500000,"2","3","1","1","2","1","4"
"T",40,1049000,"2","3","1","1","0","1","4"
"N",59,300000,"2","3","1","1","0","1","4"
"T",22,800000,"2","3","1","1","2","1","5"
"N",31,1866666,"2","3","1","3","2","1","5"
"N",25,1005500,"1","3","1","3","2","1","5"
"N",21,1750000,"1","3","1","3","2","1","5"
"N",48,600000,"1","3","1","1","2","1","5"
"T",25,600000,"2","3","4","1","0","1","2"
"T",32,50000,"2","3","4","1","0","1","4"
"N",38,516666,"2","3","1","1","1","1","4"
"N",69,500000,"1","3","4","1","2","1","4"
"N",75,700000,"1","3","1","1","0","1","4"
"N",42,600000,"1","3","1","1","2","1","4"
"N",49,2570000,"2","3","4","1","2","1","2"
"T",64,120000,"2","3","4","0","0","1","4"
"T",43,520000,"2","3","4","1","2","3","4"
"T",23,400000,"2","3","1","1","2","1","6"
"N",57,400000,"1","3","1","1","0","1","4"
"T",25,300000,"2","3","6","3","1","1","4"
"N",26,1200000,"2","3","1","3","2","1","5"
"N",49,300000,"2","3","1","1","2","1","4"
"N",23,800000,"1","3","1","3","2","1","5"
"N",23,900000,"1","3","1","1","2","1","5"
"N",77,400000,"1","3","1","1","0","1","4"
"N",39,828000,"2","3","1","1","0","1","4"
"N",30,1037500,"1","3","1","1","2","1","5"
"N",42,850000,"1","3","1","1","2","2","4"
"T",43,5025000,"2","2","1","3","2","5","4"
"N",69,2700000,"2","2","6","3","2","5","5"
"N",79,8416666,"2","2","4","1","0","5","3"
"T",77,4733333,"2","2","1","3","2","5","3"
"N",58,50000,"1","2","4","1","0","1","3"
"N",59,0,"2","2","4","1","0","1","4"
"T",60,1200000,"2","2","4","3","0","3","5"
"N",57,800000,"1","2","1","1","0","2","6"
"N",59,923148,"2","2","1","1","2","3","4"
"T",26,1000000,"2","2","1","3","2","2","5"
"T",53,500000,"2","2","1","1","2","2","5"
"T",57,4200000,"1","2","1","3","2","2","6"
"N",20,1300000,"1","2","6","3","2","3","5"
"N",55,1033000,"2","2","1","1","2","3","4"
"T",71,300000,"2","2","4","1","2","3","3"
"T",78,100000,"2","2","5","1","0","3","3"
"T",68,641666,"2","2","1","1","0","3","3"
"N",56,600000,"1","2","1","3","1","3","4"
"T",43,800000,"2","2","1","1","2","3","4"
"N",76,8333,"2","2","4","1","0","2","3"
"T",46,900000,"2","2","1","1","2","2","5"
"N",49,4555000,"1","2","1","1","2","3","4"
"N",20,1441666,"2","2","1","3","2","3","5"
"N",71,100000,"2","2","4","1","2","5","3"
"T",39,1400000,"2","7","1","3","2","4","4"
"N",60,21116666,"2","7","1","3","2","5","4"
"N",35,9950000,"2","7","1","3","2","5","5"
"T",89,108333,"2","4","5","0","0","2","3"
"N",54,216666,"1","4","4","1","0","2","5"
"N",70,2908333,"2","4","4","3","2","2","5"
"N",78,162500,"1","4","1","0","0","2","5"
"N",56,260000,"1","4","1","1","0","2","5"
"N",43,850000,"1","4","1","1","2","2","5"
"N",66,1091666,"2","4","4","3","2","3","5"
"N",46,966666,"2","4","6","3","2","3","5"
"T",48,394000,"2","4","1","1","2","1","4"
"N",21,1628333,"1","4","1","3","2","1","5"
"T",23,250000,"2","4","4","1","2","1","5"
"T",22,150000,"2","4","1","1","0","1","5"
"N",69,160000,"1","4","1","0","0","1","4"
"N",40,0,"2","4","4","1","0","1","5"
"N",24,300000,"1","4","1","1","0","1","5"
"T",35,826211,"2","4","1","1","2","1","4"
"N",21,950148,"1","4","1","2","1","3","5"
"N",35,1980000,"1","4","1","3","2","2","5"
"N",30,300000,"1","4","2","3","2","2","5"
"N",18,1100000,"1","4","1","1","2","2","5"
"T",63,0,"2","4","4","3","2","3","4"
"T",40,520000,"1","4","1","1","2","2","6"
"N",32,300000,"1","4","1","1","0","2","5"
"N",50,80000,"2","4","2","1","1","1","4"
"N",31,300000,"1","4","1","1","2","3","5"
"N",27,400000,"2","4","1","1","2","2","5"
"T",47,500000,"2","4","1","1","2","2","3"
"T",80,50000,"2","4","4","1","0","2","3"
"N",51,320000,"2","4","4","1","0","2","2"
"N",61,100000,"2","3","1","1","0","3","4"
"N",65,0,"2","3","4","1","1","2","5"
"T",46,106,"2","3","4","1","2","2","3"
"N",79,70000,"1","3","5","1","0","2","4"
"N",48,525000,"2","3","1","1","0","2","5"
"N",48,525000,"1","3","1","1","0","2","3"
"T",27,891916,"2","3","1","1","2","2","5"
"T",28,600008,"2","3","1","1","0","2","5"
"T",80,390000,"1","3","6","0","0","0","6"
"N",49,900000,"1","3","1","1","0","0","5"
"N",55,600000,"1","3","1","0","0","0","5"
"T",58,166666,"1","3","1","1","0","0","2"
"N",60,2000000,"1","3","1","3","2","1","5"
"N",59,416666,"2","3","4","1","0","1","4"
"N",54,1200000,"1","3","1","1","2","1","5"
"N",54,1200000,"1","3","1","1","0","0","5"
"N",68,1500000,"1","3","4","1","2","2","6"
"N",73,400000,"1","3","1","1","0","2","4"
"T",76,897125,"1","3","4","1","0","2","6"
"T",27,730000,"2","3","1","1","1","2","4"
"T",28,200000,"2","3","4","3","1","1","2"
"N",58,8531,"2","4","1","1","0","1","4"
"T",36,100099,"2","4","1","3","2","1","6"
"T",43,366666,"2","4","4","3","2","1","5"
"N",59,100000,"2","4","4","1","0","1","3"
"T",51,800000,"1","4","1","1","2","2","5"
"T",43,99,"2","4","1","3","2","1","4"
"N",25,205,"2","4","1","3","2","1","5"
"T",37,300000,"2","4","1","3","2","1","4"
"T",51,840000,"2","4","6","3","2","1","4"
"T",43,99,"2","4","1","3","2","1","4"
"N",49,1200000,"2","9","1","3","0","2","5"
"N",68,0,"2","9","6","1","0","3","3"
"T",58,500000,"2","9","1","1","0","2","4"
"T",51,1000000,"2","9","1","1","2","2","4"
"N",20,0,"1","9","2","1","0","1","5"
"T",53,500000,"2","9","4","1","2","2","4"
"N",61,0,"2","9","4","1","0","2","5"
"N",70,12500,"1","9","5","1","0","2","4"
"T",44,1875000,"2","9","1","3","2","2","5"
"N",68,2300000,"1","9","4","1","0","2","6"
"T",30,3700000,"2","9","1","3","2","2","5"
"T",53,1866666,"2","9","1","1","0","2","4"
"N",29,3420000,"2","9","1","3","2","2","5"
"N",33,2750000,"1","9","1","3","2","2","5"
"N",74,99,"1","9","1","1","0","2","3"
"N",33,100000,"1","9","2","3","2","2","5"
"T",36,0,"2","9","3","1","1","1","5"
"T",40,1433000,"2","9","1","1","2","1","4"
"N",26,400000,"2","9","1","3","2","2","4"
"T",26,4966666,"2","9","1","3","2","2","5"
"T",46,3500000,"1","9","1","3","2","2","4"
"N",71,0,"1","9","4","1","0","2","4"
"N",61,70000,"2","9","4","0","0","1","3"
"N",75,80098,"1","9","1","1","0","2","5"
"N",64,100000,"2","9","4","1","0","2","4"
"T",65,4266666,"2","9","1","3","2","1","4"
"N",55,4400000,"1","9","1","3","2","2","2"
"T",21,200000,"2","9","3","3","2","1","5"
"T",67,0,"2","9","4","1","0","1","4"
"T",41,3000000,"2","9","1","3","2","1","5"
"T",50,99,"2","9","1","3","2","1","5"
"T",53,0,"2","9","4","1","1","1","4"
"T",33,828116,"2","9","1","1","2","1","5"
"N",77,890000,"2","9","4","1","0","1","3"
"N",30,850000,"2","9","1","1","2","1","5"
"N",29,1200000,"1","9","1","1","2","1","5"
"T",25,800000,"2","9","1","3","2","2","6"
"T",42,180000,"2","9","1","1","0","1","5"
"N",29,1000000,"2","9","1","3","2","2","5"
"N",86,16666,"2","9","4","0","0","2","3"
"N",40,1500000,"2","9","1","3","0","1","5"
"N",65,50000,"2","9","1","1","0","1","6"
"N",26,1100000,"1","9","1","1","2","1","5"
"T",61,98,"2","9","1","0","0","1","3"
"N",51,98,"2","9","1","3","2","1","6"
"N",26,0,"1","9","2","1","0","1","5"
"N",23,0,"2","9","2","1","0","1","5"
"N",38,0,"2","9","2","3","0","1","5"
"N",49,300000,"2","9","1","1","0","1","5"
"N",68,106,"1","9","1","1","0","1","4"
"N",63,106,"2","9","1","1","0","1","3"
"N",26,106,"1","9","1","1","0","1","2"
"T",48,100000,"2","9","4","1","0","1","4"
"T",46,107,"1","9","1","1","0","1","4"
"T",42,106,"2","9","1","1","0","1","4"
"N",41,98,"1","9","1","1","2","1","5"
"T",45,100000,"2","9","4","1","0","1","4"
"N",64,0,"2","9","5","1","0","1","5"
"N",45,600000,"2","9","1","1","0","1","5"
"T",36,2850000,"2","9","4","3","2","1","5"
"N",24,800000,"1","9","1","3","2","1","5"
"T",38,0,"2","9","4","1","0","2","5"
"N",52,200000,"2","9","1","1","0","1","3"
"N",84,1666,"2","9","4","0","0","1","3"
"N",68,2500,"2","9","4","0","0","1","3"
"T",46,0,"2","9","4","1","0","1","5"
"T",50,106,"2","9","1","1","0","1","3"
"N",85,0,"1","9","6","0","0","1","3"
"N",57,270000,"2","9","1","1","0","1","5"
"N",63,200000,"1","9","1","0","0","2","3"
"N",23,0,"2","9","4","1","0","1","4"
"T",40,200000,"2","9","1","1","0","1","5"
"T",27,0,"2","9","2","1","2","1","4"
"N",65,0,"2","9","4","1","0","1","4"
"T",29,100000,"2","9","1","1","0","1","4"
"T",65,8333,"2","9","6","0","0","1","3"
"T",33,40000,"2","9","2","1","0","1","4"
"T",62,99,"2","9","1","1","0","1","3"
"T",37,400000,"2","9","4","1","0","1","4"
"T",37,99,"2","9","2","3","1","1","5"
"T",25,0,"2","9","4","1","0","1","5"
"T",22,180000,"2","9","1","3","0","1","5"
"N",27,932292,"1","9","1","3","2","1","5"
"T",33,400000,"2","9","1","1","0","1","6"
"T",39,600000,"2","9","1","3","2","1","4"
"T",40,2500000,"2","9","1","3","2","1","4"
"T",56,500000,"2","9","1","1","0","1","6"
"N",67,200000,"1","9","1","1","0","1","4"
"N",57,0,"2","9","4","1","0","1","3"
"T",55,300000,"2","9","1","1","0","1","4"
"T",65,0,"2","9","4","1","0","1","3"
"T",43,850000,"1","9","1","1","2","1","4"
"N",30,500000,"1","9","1","1","2","1","1"
"T",43,99,"2","9","1","1","2","1","5"
"T",31,450000,"2","9","2","3","2","1","4"
"N",49,25000,"2","9","4","1","0","1","4"
"N",61,0,"2","9","4","1","0","1","3"
"N",51,98,"1","9","1","1","0","1","2"
"N",76,98,"1","9","1","0","0","1","5"
"T",62,337500,"2","9","1","1","0","1","3"
"T",34,800000,"2","9","4","1","0","1","2"
"N",69,1200000,"1","9","1","0","0","1","3"
"N",24,2000000,"2","9","1","2","2","2","5"
"T",84,833333,"2","9","4","1","0","2","3"
"N",74,200000,"1","9","1","1","0","2","4"
"T",40,0,"2","9","4","1","2","2","4"
"T",57,1300000,"1","9","1","0","0","2","5"
"N",64,100000,"2","9","4","0","0","1","5"
"N",40,400000,"1","9","1","1","0","2","5"
"N",46,0,"2","9","6","1","2","1","4"
"N",51,250000,"2","9","4","1","2","1","5"
"T",38,1200000,"2","9","1","3","2","2","5"
"T",57,600000,"2","9","1","1","2","2","4"
"T",28,470000,"2","9","1","3","0","0","5"
"N",59,0,"1","9","2","1","0","1","5"
"N",19,500000,"2","9","1","1","2","1","5"
"T",39,580000,"2","9","1","1","0","2","5"
"N",23,860000,"1","9","1","1","2","2","5"
"N",32,1200000,"1","9","1","3","2","1","2"
"N",50,700000,"1","9","1","1","0","1","4"
"T",54,0,"2","9","4","1","0","1","5"
"T",73,0,"2","9","4","1","0","1","4"
"T",34,500000,"2","9","1","1","2","2","5"
"T",30,123333,"2","9","4","1","0","1","4"
"T",73,254166,"2","9","5","1","0","1","3"
"N",64,325000,"2","9","1","3","2","1","3"
"T",36,500000,"2","9","1","1","0","2","4"
"T",63,100000,"2","1","4","1","0","1","4"
"N",46,0,"1","1","5","0","0","0","4"
"T",65,0,"1","1","5","1","0","0","3"
"N",70,40000,"1","1","1","0","0","0","4"
"T",38,600000,"2","1","4","1","0","0","5"
"N",31,1700000,"1","1","1","1","2","1","5"
"T",50,420000,"2","1","4","1","0","1","4"
"T",65,0,"2","1","6","1","0","2","4"
"T",57,620000,"2","1","4","1","0","2","3"
"T",60,0,"2","1","4","1","0","1","3"
"T",60,0,"2","1","4","1","0","1","4"
"N",51,1200000,"2","1","1","1","0","1","4"
"T",22,700000,"2","1","1","1","0","1","4"
"T",42,1045000,"2","1","1","3","2","1","3"
"T",61,816666,"2","1","1","1","0","1","3"
"N",51,1400000,"1","1","1","1","0","1","4"
"N",58,800000,"1","1","1","1","0","1","3"
"T",42,150000,"2","1","4","1","0","1","4"
"N",52,500000,"1","1","1","1","0","0","4"
"T",49,885416,"2","1","4","1","0","1","3"
"T",34,368333,"2","1","2","1","0","1","4"
"T",52,1400000,"2","1","6","3","2","1","4"
"T",31,400000,"1","1","1","1","2","2","5"
"T",83,63333,"2","1","4","1","0","1","3"
"N",47,2010000,"2","1","1","3","2","2","4"
"T",48,133333,"1","1","6","1","0","2","4"
"T",83,210000,"1","1","1","1","0","1","3"
"N",62,200000,"2","1","4","1","0","1","5"
"N",78,12500,"2","1","5","0","0","1","3"
"N",74,30000,"2","1","4","0","0","1","3"
"N",78,0,"1","1","4","0","0","1","3"
"T",27,300000,"2","1","1","3","2","1","4"
"T",62,150000,"2","1","4","0","0","1","3"
"T",52,8333,"2","1","4","1","0","1","4"
"T",77,150000,"2","1","5","1","0","1","3"
"N",70,0,"1","1","4","0","0","1","5"
"T",50,180000,"2","1","1","3","0","1","4"
"N",83,0,"2","1","5","0","0","1","3"
"T",36,860000,"2","1","4","3","2","2","4"
"T",45,11000000,"2","5","1","3","2","6","5"
"N",28,3300000,"1","5","1","3","2","4","5"
"N",22,583333,"1","5","3","3","2","5","5"
"N",26,3000000,"2","5","1","3","2","3","5"
"N",20,75000,"2","5","3","3","2","4","5"
"N",22,962500,"1","5","1","3","2","4","5"
"N",35,2083333,"1","5","1","3","2","4","5"
"N",38,7875000,"1","5","1","3","2","5","5"
"N",68,100000,"1","2","4","1","0","2","4"
"T",46,900000,"2","3","1","2","2","3","4"
"T",44,150000,"2","3","4","1","0","2","4"
"T",83,25000,"1","3","5","0","0","3","3"
"T",54,8333,"1","3","4","1","0","3","4"
"N",54,500000,"1","3","1","1","0","2","4"
"T",41,25000,"2","3","4","3","2","2","4"
"N",60,308333,"2","3","1","1","0","1","5"
"N",56,50000,"2","2","5","3","2","2","6"
"N",63,828116,"2","2","4","1","2","2","3"
"N",60,65000,"1","2","2","1","0","3","4"
"T",47,100000,"2","2","1","1","2","1","4"
"N",22,400000,"1","2","1","1","2","1","5"
"N",87,6250,"1","2","5","1","0","1","3"
"T",24,909333,"2","2","6","3","2","2","2"
"T",34,1000000,"2","2","1","3","2","2","4"
"N",63,1634666,"2","2","6","1","1","2","4"
"N",47,1300000,"1","2","1","1","2","2","4"
"N",79,50000,"1","2","4","0","0","1","4"
"N",61,300000,"1","2","1","0","0","1","4"
"N",44,890000,"1","2","1","1","2","1","4"
"N",38,600000,"2","2","1","1","2","2","4"
"T",46,0,"2","2","4","1","0","2","4"
"N",60,46666,"1","2","2","1","0","2","4"
"T",56,800000,"2","2","1","1","0","3","3"
"N",45,280000,"2","2","2","1","2","3","5"
"T",38,1500000,"2","2","1","3","2","3","5"
"T",57,828000,"2","2","4","1","1","1","3"
"T",61,0,"2","2","4","1","0","2","4"
"N",67,480000,"1","2","4","1","0","3","4"
"N",62,1555459,"2","2","1","1","0","3","3"
"N",85,116666,"2","2","1","0","0","3","3"
"N",85,100000,"1","2","4","1","0","3","5"
"N",53,1202166,"2","2","1","1","2","4","4"
"N",86,83333,"1","2","6","1","0","4","4"
"T",42,1050000,"2","2","4","3","2","4","2"
"N",24,1653032,"1","2","1","1","2","3","5"
"N",77,30000,"1","2","5","1","0","1","4"
"N",68,579166,"2","2","1","0","2","1","3"
"T",41,400000,"2","2","1","1","2","2","4"
"N",58,500000,"1","2","1","1","2","1","4"
"T",30,700000,"2","2","1","1","2","1","2"
"T",30,350000,"2","2","4","1","0","1","4"
"T",33,500000,"2","2","1","1","2","1","4"
"N",31,300000,"1","2","1","1","2","1","5"
"T",75,16666,"2","2","5","1","0","1","5"
"T",49,300000,"2","2","1","1","2","2","3"
"N",65,344000,"1","2","1","1","0","1","4"
"T",49,0,"2","2","4","1","2","2","4"
"T",53,0,"2","2","4","1","1","1","4"
"T",74,5833,"2","2","5","1","0","1","3"
"T",32,300000,"2","2","4","1","2","1","4"
"T",46,380000,"2","2","4","1","0","1","5"
"T",51,250000,"2","2","4","1","0","1","4"
"T",59,2283333,"1","2","4","1","2","3","4"
"N",63,200000,"1","2","1","1","0","2","4"
"N",68,116666,"1","2","4","1","0","2","5"
"N",63,145000,"2","2","4","1","0","2","4"
"T",35,300000,"2","2","6","1","2","2","4"
"T",75,0,"2","2","4","1","0","2","4"
"N",39,780000,"1","2","1","1","2","2","4"
"T",69,0,"2","2","4","1","0","2","3"
"T",78,50000,"2","2","4","1","0","2","3"
"N",49,828116,"1","2","1","1","0","2","4"
"T",59,50000,"2","4","4","1","0","1","4"
"T",52,300000,"2","4","1","0","0","1","4"
"N",46,0,"2","4","2","1","2","1","5"
"T",37,250000,"2","4","1","1","2","1","5"
"T",34,816666,"2","4","4","1","2","1","1"
"T",36,0,"2","4","4","1","2","1","5"
"N",44,600000,"1","4","1","1","2","1","5"
"N",34,154000,"2","4","1","1","2","1","5"
"T",80,75000,"2","3","4","0","0","1","3"
"T",48,400000,"2","3","1","1","2","2","5"
"T",68,0,"2","3","4","1","0","1","3"
"T",43,416666,"2","3","1","1","2","1","5"
"N",45,828116,"1","3","1","1","2","1","4"
"T",68,150000,"2","3","5","1","0","1","5"
"N",55,800000,"1","3","6","3","2","2","4"
"N",69,51000,"1","3","6","1","0","2","5"
"N",80,12500,"2","3","4","0","0","2","3"
"N",42,1200000,"1","3","1","3","2","2","4"
"N",70,500000,"1","3","1","3","2","3","5"
"N",68,300000,"2","3","1","1","0","1","3"
"T",20,320000,"2","3","1","1","2","1","5"
"N",24,700000,"2","3","3","3","2","4","5"
"T",41,994731,"2","3","1","1","2","1","4"
"T",36,2000000,"1","3","1","1","2","1","5"
"T",28,750000,"2","3","1","3","1","3","5"
"N",59,0,"2","3","5","3","2","2","3"
"T",29,0,"2","3","4","1","2","2","1"
"N",63,831200,"2","3","1","1","2","4","4"
"N",61,300000,"2","3","1","1","0","3","3"
"T",31,400000,"2","3","4","1","2","2","5"
"N",74,897125,"2","3","6","1","0","2","5"
"T",46,4000000,"1","3","1","3","2","2","5"
"T",78,0,"2","3","4","1","0","2","3"
"N",65,0,"2","3","1","2","0","2","4"
"N",48,1200000,"1","3","1","3","2","2","4"
"N",20,50000,"2","3","1","3","2","3","5"
"N",19,0,"2","3","4","1","2","3","5"
"N",60,897125,"2","3","6","1","0","1","3"
"T",21,60000,"2","3","4","1","1","1","2"
"N",57,346666,"2","3","4","1","0","1","4"
"N",70,160000,"2","3","4","1","0","2","3"
"N",79,400000,"2","3","6","1","0","2","3"
"N",63,600000,"2","3","4","1","0","1","4"
"T",27,400000,"2","3","4","1","2","1","4"
"T",84,0,"2","3","4","0","0","1","3"
"N",87,450000,"2","3","4","1","0","2","5"
"N",62,205000,"2","3","4","1","0","2","3"
"T",79,16666,"2","9","4","1","0","3","3"
"N",57,1000000,"1","9","1","1","2","1","2"
"T",31,98,"2","9","4","1","0","1","5"
"T",24,300000,"2","9","1","1","2","1","4"
"N",71,1300000,"2","9","4","3","2","2","6"
"T",45,200000,"2","9","4","1","0","1","6"
"T",37,208333,"2","9","1","1","2","1","6"
"T",48,600000,"2","9","1","1","0","1","3"
"N",80,4166,"2","9","5","1","0","1","3"
"T",38,200000,"2","9","1","1","1","0","4"
"T",35,0,"2","9","3","1","2","0","4"
"N",74,0,"2","9","4","0","0","2","3"
"T",75,1089000,"2","9","4","0","0","2","3"
"T",40,1507500,"1","9","1","1","1","1","5"
"N",48,333333,"2","9","1","1","2","1","2"
"N",70,20000,"2","9","4","0","0","1","3"
"T",65,100000,"2","9","4","0","0","1","5"
"T",52,250000,"2","1","1","1","0","1","4"
"T",45,848333,"2","1","1","3","2","2","3"
"T",42,1200000,"1","1","1","3","2","2","4"
"T",63,916666,"2","1","4","1","2","1","4"
"T",44,1234532,"2","1","1","3","2","1","4"
"T",73,828116,"2","1","4","0","0","1","3"
"N",72,131666,"2","1","1","1","0","1","4"
"T",53,66666,"2","1","4","1","2","2","4"
"T",28,264166,"2","1","2","1","2","1","5"
"T",45,0,"2","1","2","1","1","1","4"
"T",49,325000,"2","1","4","1","0","1","4"
"N",56,600000,"2","1","1","1","0","2","4"
"T",85,897125,"2","1","4","1","0","2","3"
"T",43,1068032,"2","1","1","1","0","1","3"
"T",82,18333,"2","1","4","1","0","1","3"
"T",34,2124532,"2","1","1","2","2","1","1"
"T",54,982830,"2","1","1","1","2","1","2"
"N",82,41666,"1","1","4","1","0","2","5"
"T",65,41666,"2","1","4","1","0","1","4"
"T",65,1697132,"2","1","4","1","2","3","4"
"N",44,83333,"1","1","2","1","0","1","5"
"N",65,600000,"2","1","4","1","0","2","3"
"T",56,0,"2","1","5","1","2","3","5"
"T",80,600000,"1","1","5","1","0","3","3"
"N",78,300000,"2","1","4","1","0","3","3"
"N",62,828116,"1","1","1","1","0","3","4"
"T",54,3250000,"2","1","1","3","2","3","3"
"T",53,310000,"2","1","4","1","0","2","4"
"T",79,0,"2","1","4","1","0","3","3"
"N",55,2000000,"2","1","1","3","2","3","6"
"N",68,98,"2","1","4","3","0","3","5"
"T",40,208333,"2","1","4","3","1","1","5"
"N",73,2500000,"2","1","1","3","2","4","5"
"T",66,650000,"2","1","1","1","0","1","4"
"T",64,5000000,"2","1","4","3","2","2","4"
"N",86,1733333,"2","1","5","3","0","3","3"
"T",51,0,"2","1","4","3","2","1","4"
"T",62,0,"2","1","1","1","0","1","3"
"N",26,360000,"1","1","1","1","2","1","4"
"T",33,700000,"2","1","4","3","2","2","5"
"N",61,0,"2","1","4","1","0","2","3"
"N",42,300000,"1","1","1","1","2","1","6"
"N",39,900000,"2","1","1","3","0","1","5"
"T",41,662500,"2","1","1","1","0","1","4"
"N",64,120000,"2","1","1","1","0","1","3"
"T",37,300000,"2","1","4","1","0","1","4"
"N",68,195833,"2","1","1","1","0","1","4"
"N",24,12500,"2","1","2","1","2","2","5"
"T",49,240000,"2","1","4","1","2","2","4"
"T",63,0,"2","1","4","1","0","2","3"
"T",28,516666,"2","1","4","3","2","1","4"
"T",61,12500,"1","1","4","2","0","1","4"
"T",50,3033333,"2","1","1","3","2","1","4"
"T",56,6225000,"2","1","1","2","2","1","4"
"T",66,12500,"2","1","4","1","1","3","4"
"T",42,2000000,"1","1","1","3","2","3","4"
"T",56,0,"2","1","6","3","2","3","4"
"T",32,1283333,"2","1","1","3","2","3","4"
"T",67,83333,"2","1","4","3","2","3","4"
"N",26,1447032,"2","1","1","3","2","3","5"
"T",30,700000,"2","1","2","3","2","1","6"
"N",33,1412500,"1","1","1","3","1","2","2"
"T",64,1666666,"1","1","2","3","2","2","3"
"T",53,1600000,"2","1","1","3","2","2","6"
"N",74,4166,"2","1","4","0","0","1","3"
"T",38,0,"2","1","2","1","2","1","5"
"T",51,500000,"2","1","1","3","2","2","4"
"T",59,250000,"1","1","1","1","2","1","4"
"T",72,0,"2","1","4","1","0","1","4"
"N",26,1000000,"2","1","3","3","2","1","5"
"T",65,0,"2","1","4","1","1","1","4"
"N",53,800000,"2","1","1","3","0","1","4"
"T",67,0,"2","1","4","1","0","1","3"
"T",65,0,"2","1","6","1","0","3","3"
"T",79,0,"2","1","4","0","0","1","3"
"T",46,736666,"2","1","4","1","2","1","4"
"T",19,0,"2","1","4","1","0","1","2"
"T",37,1566666,"1","1","1","1","2","2","4"
"T",54,416666,"2","1","4","1","0","2","6"
"T",20,800000,"2","1","1","3","2","1","1"
"T",35,300000,"2","1","4","1","0","1","2"
"T",38,400000,"2","1","1","1","1","1","2"
"T",40,600000,"1","1","1","1","2","1","4"
"N",56,98,"2","1","1","1","0","1","4"
"T",49,99,"1","1","1","1","0","1","4"
"N",65,0,"2","1","5","0","0","1","3"
"N",59,99,"1","1","1","1","1","1","4"
"T",48,0,"2","1","2","1","2","1","4"
"N",35,99,"2","1","1","1","0","1","5"
"T",38,500000,"2","1","1","3","0","1","4"
"N",62,99,"2","1","1","0","0","0","4"
"T",27,300000,"2","1","1","1","2","1","5"
"N",31,300000,"2","1","1","1","0","1","5"
"T",37,600000,"2","1","1","1","0","1","5"
"N",35,600000,"1","1","1","1","0","1","4"
"N",19,33333,"1","1","3","3","2","1","5"
