Codigo;Hijos;Sexo Jefe;Tipo Union;Edad Jefe;Region;Cantidad de personas;Estrato vivienda;Trabajo Jefe;Ingresos totales;Uso tecnologia Jefe;Edu Jefe;Afiliacion salud;N cuartos;N cuartos dormir;Valor Electricidad;N usos Lavadora
7226385-1;0;2;3;76;3;1;1;5;345000;0;0;1;2;1;8000;0
7226405-1;0;1;5;41;3;1;0;1;650000;2;1;1;4;1;4000;0
7226411-1;0;2;3;60;2;1;3;1;1822500;2;3;1;4;2;21000;1
7226417-1;0;2;4;54;2;1;2;1;862500;0;1;1;2;1;12200;0
7226429-1;2;2;5;23;2;3;1;4;200000;2;3;1;4;1;10000;0
7226438-1;0;2;3;52;2;1;1;1;1250000;0;0;1;2;1;50000;0
7226439-1;1;2;3;24;2;2;1;4;371250;2;1;1;3;1;17666;0
7226441-1;1;1;6;70;2;3;2;4;1476666;0;1;1;4;2;11333;0
7226445-1;1;1;4;38;2;2;2;6;64583;0;1;1;3;2;16666;0
7226446-1;0;2;3;78;2;1;2;1;900000;0;1;1;3;1;75000;0
7226448-1;2;2;3;34;2;3;2;1;626250;0;1;1;3;1;10000;0
7226454-1;1;2;5;33;2;2;3;1;1000000;0;1;1;3;2;100000;1
7226460-1;1;2;3;68;2;2;2;4;1050000;0;1;1;3;2;19666;2
7226466-1;2;2;5;45;2;3;2;1;1221000;2;3;1;4;3;60000;0
7226468-1;0;1;3;89;2;1;2;4;1900000;0;1;1;4;1;70000;2
7226469-1;2;2;4;55;2;3;3;2;1083333;1;1;1;4;3;60000;1
7226475-1;1;2;3;74;2;9;2;4;1273333;0;1;1;4;3;53000;3
7226479-1;1;1;3;61;2;3;1;1;916666;0;1;1;3;2;35000;1
7226480-1;0;2;5;24;2;1;1;3;1488333;2;3;1;3;1;15000;0
7226481-1;0;1;5;25;2;1;3;1;1850000;2;3;1;3;1;25000;0
7226493-1;1;2;4;52;2;6;3;4;6044328;2;3;1;4;3;88000;2
7226495-1;1;2;4;67;2;4;3;6;2166666;0;3;1;4;3;118000;2
7226496-1;2;2;4;39;2;3;3;1;3266666;2;2;1;4;3;60000;1
7226497-1;1;2;4;59;2;6;3;1;9533333;2;2;1;4;2;110000;1
7226501-1;3;2;2;34;2;4;5;1;3256666;2;3;1;5;3;100000;2
7226505-1;0;2;4;74;2;1;1;4;850000;0;1;1;3;1;15000;0
7226508-1;0;2;4;50;2;1;1;1;1000000;2;1;1;4;1;180000;1
7226512-1;0;1;4;51;2;3;3;1;10850000;2;3;1;5;2;50000;2
7226513-1;0;1;5;32;2;1;3;1;1290000;2;1;1;3;1;45000;2
7226514-1;0;2;4;54;2;1;3;4;2395833;2;1;1;4;1;75000;2
7226515-1;0;1;4;76;2;1;4;4;3000000;2;2;1;3;1;67000;2
7226516-1;1;2;4;44;2;2;3;1;3500000;2;1;1;4;2;65000;2
7226527-1;0;1;4;40;2;1;5;1;5375000;2;3;1;2;1;100000;1
7226532-1;1;2;4;43;2;2;2;1;5200000;2;3;1;2;2;50000;2
7226533-1;1;2;4;62;2;3;4;1;5250000;2;3;1;4;2;55000;2
7226534-1;0;2;5;61;2;1;3;6;3200000;2;2;1;3;1;80000;1
7226536-1;1;2;2;27;2;2;4;4;1000000;2;3;1;4;2;70000;2
7226545-1;0;1;5;26;2;1;3;1;3000000;2;1;1;3;1;45000;1
7226547-1;0;1;5;33;2;1;5;1;9166666;2;3;1;2;1;85000;1
7226551-1;0;2;5;25;2;1;3;1;1045148;2;1;1;2;1;28000;2
7226552-1;0;2;2;24;2;1;3;1;875000;2;3;1;3;1;20000;2
7226553-1;0;1;5;24;2;1;5;1;2500000;2;3;1;2;1;65000;1
7226573-1;0;2;5;21;2;1;3;1;1000000;2;3;1;2;1;15000;0
7226574-1;0;2;4;31;2;1;3;1;1079398;2;3;1;2;1;23000;1
7226582-1;0;2;4;39;2;1;3;1;829900;2;3;1;4;1;20000;0
7226595-1;2;2;4;33;2;3;1;1;1170000;2;3;1;2;1;35000;0
7226606-1;1;2;5;44;2;2;2;6;1869900;2;1;1;5;2;25000;1
7226612-1;0;2;5;21;2;1;4;3;1666666;2;3;1;4;1;72000;1
7226631-1;0;2;4;36;2;1;4;1;2800000;2;3;1;3;1;67000;2
7226632-1;0;2;2;33;2;1;4;4;666666;2;1;1;4;1;59000;2
7226648-1;1;2;3;49;2;4;2;1;6750000;2;3;1;4;3;300000;2
7226649-1;1;1;1;55;2;5;2;1;3344583;2;3;1;4;2;14000;0
7226650-1;0;2;4;37;2;1;2;1;800000;2;1;1;3;1;20000;0
7226651-1;3;2;6;25;2;4;2;4;129166;2;3;1;2;2;25000;2
7226656-1;0;2;5;24;2;2;1;1;2250000;2;1;1;2;1;23000;0
7226657-1;2;1;4;49;2;4;1;2;874583;0;1;1;4;3;35000;2
7226659-1;0;1;5;34;2;1;1;1;1200000;2;1;1;1;1;6000;0
7226660-1;0;1;5;26;2;3;1;1;1883333;2;1;1;3;2;24230;2
7226665-1;0;2;3;63;2;1;1;1;1400000;2;1;1;3;1;18000;2
7226667-1;2;2;3;44;2;4;1;1;1343500;2;1;1;2;2;25000;2
7226668-1;0;1;4;62;2;1;1;1;800000;2;1;1;3;1;18000;0
7226670-1;0;2;3;65;2;1;1;4;333333;0;1;1;2;1;21700;0
7226676-1;0;1;4;53;2;1;1;1;1300000;2;1;1;4;1;34000;1
7226678-1;0;1;4;50;2;1;1;1;900000;0;1;1;1;1;25000;0
7226684-1;5;2;4;37;2;6;1;4;2315000;0;1;1;3;2;70000;2
7226687-1;0;2;4;63;2;2;2;4;3816666;2;3;1;7;2;27000;2
7226688-1;0;2;3;82;2;2;2;4;1460000;0;0;1;5;2;18000;0
7226706-1;0;1;5;27;2;1;3;1;2025000;2;3;1;3;1;50000;2
7226721-1;1;2;5;50;2;2;4;1;12800000;2;3;1;4;2;120000;2
7226743-1;2;2;4;39;2;3;3;1;3878666;2;2;2;4;3;50000;2
7226744-1;1;2;4;69;2;4;3;4;3097125;2;3;1;4;3;70000;2
7226751-1;0;2;5;41;2;4;3;1;3550000;2;1;1;5;4;50000;2
7226776-1;1;2;3;65;2;4;4;5;9000000;2;1;1;4;3;50000;2
7226777-1;0;2;5;62;2;4;2;1;1650000;0;1;1;4;3;60000;2
7226782-1;0;1;5;29;2;2;4;1;2418666;2;3;1;4;2;70000;1
7226783-1;0;1;5;72;2;1;4;5;11000000;2;3;1;3;1;60000;1
7226785-1;0;1;5;40;2;1;4;1;3500000;2;3;1;3;1;75000;1
7226798-1;0;1;6;67;2;1;5;5;2050000;2;3;1;4;1;90000;1
7226816-1;3;1;3;84;2;4;3;5;2445833;0;1;1;5;3;90000;2
7226821-1;2;2;4;40;2;4;2;1;2744000;2;2;1;4;3;43000;2
7226824-1;0;1;5;61;2;1;2;1;1347125;2;1;1;4;1;16000;0
7226828-1;1;2;3;75;2;4;3;5;4000000;0;1;1;5;4;90000;2
7226837-1;1;2;6;52;2;2;2;1;1350000;2;3;1;3;2;30000;2
7226838-1;0;2;5;57;2;1;2;1;1050000;0;1;1;4;1;15000;1
7226843-1;0;2;5;40;2;1;1;1;1131166;2;1;1;3;1;15000;0
7226846-2;0;2;5;26;2;2;4;1;1600000;2;3;2;2;1;30000;0
7226852-1;0;2;5;21;2;2;1;1;1530000;2;1;2;4;2;90000;0
7226855-1;0;2;5;49;2;1;2;1;821000;1;1;1;2;1;6000;0
7226855-2;0;2;3;58;2;1;2;5;500000;0;1;1;2;1;8000;0
7226856-1;1;2;5;69;2;5;3;5;2093333;0;1;1;6;4;80000;0
7226858-1;1;2;4;42;2;2;4;1;2597000;2;3;2;4;2;35000;2
7226865-1;2;1;6;47;2;4;3;1;4629532;0;1;1;5;3;80000;2
7226867-1;0;2;5;32;2;1;4;1;2407365;2;3;1;2;1;17000;1
7226867-2;0;2;5;25;2;1;4;1;1118532;2;3;1;2;1;0;1
7226880-1;2;2;5;38;2;4;1;1;783333;0;1;1;3;2;17600;0
7226884-1;3;2;3;65;2;7;1;4;3318732;0;0;1;3;2;0;1
7226885-1;0;1;2;42;2;1;1;1;897125;2;1;1;3;2;58000;1
7226889-1;0;2;5;51;2;1;1;1;1400000;0;1;1;3;1;30000;0
7226891-1;1;2;4;71;2;2;1;4;828116;0;1;1;6;2;200000;1
7226892-1;1;2;5;54;2;2;1;4;828116;0;1;1;4;2;80000;0
7226894-1;0;1;4;50;2;3;1;1;1050000;0;1;2;3;2;65000;1
7226900-1;1;2;4;76;2;7;1;4;2170575;0;1;1;4;3;90000;2
7226907-1;0;1;2;40;2;3;1;1;3461266;2;1;1;4;3;0;2
7226912-1;0;1;5;80;2;1;1;1;870000;0;1;1;2;1;45000;0
7226913-1;1;2;5;32;2;2;1;1;540000;2;3;2;2;1;0;0
7226915-1;1;2;4;57;2;3;2;4;1096666;2;1;1;3;2;60000;2
7226920-1;0;1;5;19;2;2;1;1;1322000;2;3;1;1;1;50000;0
7226921-1;0;1;5;25;2;1;1;1;959500;2;1;1;4;1;0;1
7226922-1;0;2;5;48;2;1;2;1;950000;2;1;1;2;1;45000;1
7226923-1;0;2;4;67;2;3;3;4;1175000;2;1;1;5;3;124000;1
7227035-1;0;1;5;22;2;1;2;1;400000;0;1;2;2;1;0;0
7227045-1;0;1;5;26;2;1;1;1;480000;0;1;2;1;1;0;0
7227048-1;0;1;5;40;2;1;1;1;1050000;2;1;1;2;1;40000;0
7227092-1;0;1;4;34;2;1;2;1;1275000;2;1;1;1;1;0;0
7227127-1;1;2;4;71;7;4;4;1;7887089;2;1;1;5;2;220000;1
7227128-1;0;2;5;33;7;1;2;1;2500000;2;3;1;3;1;65000;1
7227132-1;2;2;3;75;7;5;3;4;4578750;0;1;1;5;4;150000;2
7227135-1;1;2;3;71;7;3;1;4;1870833;0;1;1;3;2;45000;0
7227145-1;0;1;3;56;7;2;4;1;8083333;2;3;1;6;2;125000;0
7227147-1;1;2;3;80;7;3;5;4;4136666;0;1;1;5;2;86000;1
7227149-1;0;2;5;84;7;2;5;4;2950000;0;1;1;5;2;75000;1
7227153-1;1;1;4;59;7;2;3;1;1435083;2;1;1;4;2;73000;0
7227154-1;2;2;4;39;7;3;2;1;960000;0;1;1;3;2;65000;1
7227157-1;1;2;6;78;7;2;4;4;2250000;0;0;1;4;2;75400;1
7227158-1;0;1;5;43;7;1;3;1;600000;0;1;1;2;1;50000;0
7227162-1;1;2;4;29;7;2;2;1;1400166;2;3;1;3;1;47000;1
7227163-1;1;2;5;38;7;2;1;1;1616666;2;1;1;2;2;50000;1
7227181-1;1;2;4;34;7;2;2;1;1097911;2;1;1;2;1;0;0
7227183-1;0;2;5;23;7;1;5;3;22925000;2;3;1;3;2;102000;1
7227184-1;0;2;5;79;7;3;6;4;6136666;2;1;1;7;3;200000;1
7227185-1;0;2;3;77;7;1;2;1;500000;0;1;1;3;1;17000;0
7227194-1;0;1;5;58;7;1;3;1;1300000;0;1;1;4;3;65000;0
7227208-1;0;2;3;75;7;1;5;4;1583333;0;1;1;3;2;110000;1
7227216-1;0;2;5;37;7;1;5;1;3008333;2;3;1;3;2;39000;1
7227246-1;1;2;5;49;7;2;2;1;1984870;2;3;1;4;2;60000;0
7227305-1;0;2;4;46;7;1;5;1;3304166;2;3;1;4;1;150000;1
7227306-1;0;2;5;37;7;1;2;1;3766666;0;1;1;2;1;58000;0
7227324-1;0;2;5;76;7;2;6;4;6320833;2;3;1;6;2;96000;2
7227375-1;1;1;4;59;7;2;2;1;1048333;0;1;1;3;2;25000;0
7227376-1;1;2;6;63;7;2;3;4;2430000;2;1;1;3;2;100000;0
7227377-1;0;2;4;61;7;4;2;4;667500;0;0;1;2;2;15000;0
7227379-1;1;1;4;37;7;3;2;1;2218333;2;1;1;4;3;42000;2
7227380-1;2;2;4;24;7;5;1;1;1040000;2;1;1;3;2;52000;0
7227381-1;1;2;3;65;7;2;1;4;1140000;0;1;1;3;2;0;0
7227385-1;0;2;4;68;7;1;2;1;1347125;0;1;1;3;1;48000;0
7227385-2;0;2;3;65;7;1;2;1;150000;0;1;1;2;1;0;0
7227388-1;2;1;3;80;7;6;2;1;965000;0;0;1;4;3;55000;2
7227390-2;1;2;3;60;7;3;1;4;1136666;0;0;1;3;1;0;0
7227391-1;0;2;3;72;7;2;1;4;1932116;2;1;1;2;2;36000;2
7227393-1;1;2;3;74;7;3;2;4;1070180;0;1;1;3;2;15000;0
7227394-1;1;2;2;39;7;2;1;1;545000;2;1;1;4;1;38000;0
7227400-1;0;1;5;56;4;1;2;1;3125000;2;3;1;1;1;0;0
7227403-1;2;2;4;38;4;4;2;1;2172500;0;1;1;2;2;39700;0
7227405-1;2;2;4;52;4;4;4;1;4233333;2;3;1;6;4;86000;2
7227406-1;1;2;3;69;4;2;4;6;10283333;2;3;1;6;2;60000;2
7227408-1;1;2;3;66;4;2;1;4;2721666;2;1;1;3;2;200000;1
7227409-1;2;2;4;51;4;3;1;4;2033333;2;3;1;1;1;0;0
7227410-1;0;1;5;62;4;5;1;1;2761666;2;1;1;6;5;65000;3
7227413-1;1;2;4;56;4;5;2;4;1630000;2;1;1;6;3;80000;0
7227414-1;1;2;3;87;4;2;2;4;1414000;0;1;1;3;1;50000;0
7227415-1;1;1;5;56;4;3;2;1;1231666;2;1;1;5;3;50000;0
7227417-1;2;2;4;40;4;3;1;4;1650000;2;1;2;3;2;35000;0
7227419-1;3;2;3;61;4;4;3;4;5103500;2;1;1;4;3;85000;2
7227421-1;2;2;3;78;4;3;2;4;925000;0;1;1;2;2;55000;0
7227423-1;0;1;5;24;4;1;2;3;108333;2;3;1;1;1;0;0
7227424-1;0;1;5;22;4;1;2;3;66666;2;3;1;1;1;0;0
7227425-1;0;2;4;49;4;1;5;1;700000;2;3;2;3;1;35000;0
7227426-1;0;1;4;46;4;1;2;1;1500000;2;3;1;4;1;19000;1
7227427-1;1;2;5;54;4;2;2;1;1100000;0;1;1;4;1;20000;0
7227428-1;1;2;5;48;4;2;3;1;3233333;2;3;1;3;2;65000;2
7227429-1;0;2;5;52;4;2;3;1;3826666;2;3;1;6;2;80000;2
7227430-1;0;1;5;56;4;1;1;1;1500000;0;1;1;2;1;15000;0
7227431-1;2;2;4;38;4;3;1;1;1636000;2;1;1;3;2;22000;2
7227437-1;1;1;4;41;4;2;1;1;4233333;2;3;1;4;2;28000;2
7227438-1;1;1;4;35;4;3;3;1;2570000;2;3;1;4;3;60000;1
7227439-1;1;2;4;56;4;6;1;4;330833;0;1;1;3;2;46500;0
7227443-1;2;2;2;53;4;3;1;1;620000;0;1;1;3;2;20000;0
7227446-1;1;2;4;44;4;5;1;1;1652000;2;1;1;4;4;28000;2
7227447-1;2;2;3;70;4;5;1;1;1745000;0;0;1;5;5;28000;0
7227449-1;0;2;5;48;4;2;1;1;2992500;2;3;1;3;2;35000;1
7227457-1;0;1;5;22;4;1;1;4;325000;2;1;1;1;1;9000;0
7227460-1;2;2;5;36;4;3;1;4;301333;0;1;1;1;1;4187;0
7227462-1;0;2;6;25;4;1;1;1;3250000;2;3;1;1;1;5000;0
7227467-1;3;2;2;32;4;4;1;4;655000;0;1;1;3;2;7600;0
7227468-1;1;2;2;27;4;2;1;4;315833;2;1;1;2;1;5000;0
7227469-1;0;2;2;47;4;1;1;1;900000;0;1;1;3;1;20000;0
7227472-1;1;2;5;22;4;2;1;1;878000;1;1;1;2;1;25000;0
7227473-1;2;2;3;68;4;5;1;1;917000;0;0;1;2;2;3000;0
7227475-1;2;2;4;27;4;3;1;1;1767000;2;1;1;3;2;14000;2
7227476-1;1;2;5;57;4;2;1;4;98333;0;0;1;2;2;35000;0
7227479-1;1;1;4;41;4;2;1;1;1121666;0;1;1;1;1;7000;0
7227480-1;2;2;2;38;4;3;2;4;680000;2;1;1;1;1;7000;0
7227482-1;2;2;3;61;4;3;2;1;980000;0;1;1;5;4;51000;0
7227485-1;2;2;4;53;4;5;4;1;11375000;2;3;1;5;4;82000;2
7227491-1;1;2;5;40;4;2;2;1;758333;0;1;2;3;2;19800;0
7227494-1;0;1;5;35;4;1;1;1;1300000;2;3;1;2;1;8000;0
7227495-1;1;1;2;52;4;3;0;1;0;0;1;1;3;1;0;0
7227496-1;1;2;3;59;4;2;1;1;4544866;0;1;1;4;2;335400;2
7227503-1;2;2;5;87;4;4;1;4;1280000;0;1;1;4;3;28500;0
7227503-2;0;2;5;66;4;1;1;4;220000;0;0;1;2;1;10000;0
7227504-1;1;2;4;57;4;2;1;4;450000;0;1;1;4;2;20000;0
7227507-1;0;2;5;50;4;1;1;4;288333;0;1;1;3;1;20000;0
7227510-1;0;1;2;50;4;1;1;1;1000000;2;1;1;3;1;18000;1
7227512-1;3;2;4;79;4;8;1;4;1493000;0;1;1;7;6;40000;0
7227513-1;1;2;2;53;4;2;0;4;430000;0;1;1;3;2;0;0
7227515-1;0;1;4;46;4;1;1;1;1535500;2;1;1;3;1;17300;0
7227516-1;1;2;5;39;4;2;1;1;1078111;2;1;1;3;1;60000;0
7227517-1;0;2;4;63;4;2;2;1;2177000;0;1;1;5;2;31100;2
7227522-1;1;2;5;67;4;2;1;1;1650000;0;1;1;4;2;34500;0
7227523-1;0;2;4;76;4;1;1;4;525000;0;1;1;4;1;12400;0
7227524-1;0;2;2;40;4;1;2;2;25000;2;1;1;3;1;11000;0
7227525-1;4;2;4;41;4;6;1;4;656000;2;3;1;5;4;23000;0
7227526-1;2;2;5;32;4;3;1;4;497500;0;1;1;3;2;0;0
7227528-1;0;1;3;81;4;1;1;4;320000;0;0;1;3;1;10800;0
7227530-1;1;2;4;42;4;2;1;4;640000;2;3;1;3;2;15000;0
7227532-1;2;2;5;53;4;3;1;2;1044000;2;3;1;4;3;73200;0
7227533-1;3;1;2;42;4;4;2;1;1591666;2;1;1;3;3;36000;0
7227534-1;0;1;2;59;4;1;1;1;700000;0;1;2;3;1;19000;0
7227535-1;0;1;3;93;4;1;1;4;185000;0;1;1;4;1;9000;0
7227540-1;0;1;3;87;4;1;1;1;256666;0;1;1;3;1;5000;0
7227542-1;1;2;4;46;4;2;1;1;2533333;2;1;1;4;2;10000;0
7227545-1;5;2;5;39;4;6;1;1;1527166;0;1;2;5;4;25000;0
7227548-1;1;2;4;30;4;2;1;4;325500;0;1;1;3;2;10000;0
7227551-1;0;2;3;80;4;2;1;4;877000;0;1;1;2;2;22000;0
7227554-1;2;2;5;29;4;2;1;4;438833;2;1;1;2;1;10000;0
7227554-2;0;1;5;26;4;3;1;1;810000;2;1;1;1;1;10000;0
7227558-1;1;2;4;34;4;2;1;1;1350000;2;3;1;3;2;12500;0
7227561-1;0;1;4;53;4;4;1;1;1776666;0;1;1;4;3;18600;0
7227568-1;3;1;4;53;4;6;1;1;2991000;0;1;1;3;2;35000;0
7227572-1;0;2;4;52;4;1;1;4;400000;0;1;1;3;1;8000;0
7227580-1;2;2;4;57;4;3;1;1;2692916;1;3;1;4;3;23600;2
7227584-1;1;1;3;51;4;2;1;1;1395166;0;1;1;5;2;26550;0
7227586-1;1;2;3;47;4;3;0;2;785500;0;1;1;3;2;6800;0
7227591-1;1;2;4;26;4;2;1;4;313000;1;1;1;3;2;0;0
7227592-1;1;2;4;58;4;2;1;4;1115111;0;1;1;4;2;6000;0
7227597-1;0;1;4;29;4;2;1;2;100000;0;1;1;5;2;0;0
7227598-1;0;2;3;77;4;3;1;4;1430000;0;0;1;4;2;19400;0
7227604-1;2;2;4;35;4;3;1;1;804500;2;1;1;3;2;10000;0
7227611-1;2;2;5;34;4;3;2;4;672000;2;1;1;3;2;50000;0
7227615-1;1;2;4;49;4;3;1;1;1339625;2;3;1;4;2;50000;0
7227616-1;2;2;3;53;4;5;1;4;837166;0;1;2;6;3;30000;1
7227617-1;0;2;5;53;4;1;2;4;450000;0;1;1;3;1;16000;0
7227618-1;0;1;5;32;4;1;1;1;1247166;2;1;1;2;1;18200;0
7227619-1;0;1;2;33;4;1;1;1;1027620;0;1;1;3;1;10500;0
7227629-1;1;2;3;61;4;5;1;4;526750;0;0;1;4;3;14000;0
7227634-1;3;2;4;48;4;4;1;1;1665449;0;1;1;3;3;25000;0
7227635-1;1;2;2;25;4;2;1;1;280000;0;1;1;2;1;7000;0
7227636-1;3;2;2;39;4;4;1;5;454000;0;1;1;3;2;0;0
7227642-1;0;1;5;87;4;2;1;1;307083;0;1;1;2;1;4000;0
7227643-1;0;2;2;44;4;1;1;1;200000;0;1;1;3;1;5000;0
7227647-1;0;1;2;59;4;2;1;1;50000;0;1;1;3;1;4000;0
7227649-1;0;1;2;44;4;1;1;1;50000;0;1;1;2;1;8000;0
7227650-1;0;1;2;57;4;1;2;1;620000;0;1;2;3;1;25000;0
7227653-1;1;2;5;48;4;3;1;1;1215250;2;3;1;3;3;133100;0
7227654-1;0;2;3;62;4;1;1;4;766666;0;1;1;3;1;25000;0
7227656-1;1;2;3;79;4;2;1;4;530833;0;1;1;4;2;12400;0
7227658-1;0;2;3;93;4;1;1;5;1066666;0;1;1;4;1;45000;0
7227659-1;0;1;5;56;4;3;1;1;650000;0;1;1;8;3;25000;0
7227661-1;1;2;3;79;4;2;1;5;3478792;0;1;1;6;2;25500;2
7227662-1;2;1;2;33;4;3;1;1;1021949;2;1;1;3;2;0;0
7227665-1;3;2;4;40;4;4;1;6;245000;0;1;1;2;1;5000;0
7227666-1;1;2;4;53;4;2;1;1;7246449;2;3;1;4;2;25600;0
7227669-1;0;1;6;75;4;1;1;4;157500;0;1;1;4;1;3000;0
7227670-1;1;2;4;70;4;2;1;4;294166;0;0;1;3;2;13500;0
7227671-1;1;2;2;22;4;2;1;4;1135000;2;1;1;4;1;0;0
7227673-1;0;1;5;41;4;1;1;1;300000;0;1;1;3;1;6500;0
7227674-1;1;2;2;17;4;2;1;4;1545000;0;1;1;2;1;0;0
7227678-1;0;2;6;75;4;1;1;4;143750;0;1;1;4;1;6000;0
7227679-1;1;2;3;87;4;2;1;4;260000;0;0;1;2;1;5000;0
7227683-1;0;2;3;64;4;1;1;4;240000;0;1;1;1;1;5000;0
7227684-1;1;2;4;38;4;2;1;4;620000;2;1;1;2;1;4000;0
7227686-1;0;1;5;71;4;1;1;1;300000;0;1;1;1;1;5000;0
7227687-1;1;2;2;27;4;2;1;1;250000;2;1;1;3;1;8500;0
7227688-1;0;1;4;66;4;1;1;1;260000;0;1;1;2;1;13000;0
7227689-1;0;2;5;62;4;1;1;5;200000;0;0;1;2;1;3000;0
7227690-1;0;2;5;59;4;1;1;4;230000;0;1;1;3;1;3000;0
7227691-1;1;2;4;66;4;3;1;4;415000;0;1;1;3;2;3000;0
7227693-1;0;2;3;69;4;1;1;4;153333;0;1;1;2;1;8000;0
7227697-1;0;1;4;49;4;1;1;1;260000;0;1;1;3;2;7000;0
7227699-1;0;1;5;19;4;1;1;1;140000;2;1;1;1;1;0;0
7227700-1;0;2;2;66;4;1;1;4;267083;0;0;1;2;1;5000;0
7227702-1;0;1;5;25;4;1;1;1;400000;2;1;1;2;1;5000;0
7227705-1;0;2;3;91;4;1;1;4;280000;0;1;1;2;1;3000;0
7227709-1;1;2;4;43;4;2;1;1;50000;0;1;1;2;2;6000;0
7227710-1;0;2;3;75;4;1;1;4;210000;0;0;1;2;1;7800;0
7227712-1;0;1;2;64;4;1;1;5;116666;0;1;1;3;1;6000;0
7227714-1;0;1;3;68;4;1;1;1;308333;0;1;1;3;1;6500;0
7227716-1;0;1;4;73;4;1;1;6;1311666;0;1;1;4;1;8000;0
7227717-1;1;2;2;31;4;2;1;4;257750;2;1;1;3;1;8500;0
7227719-1;5;2;4;39;4;6;1;1;241666;0;1;1;3;2;5800;0
7227720-1;0;2;5;49;4;3;1;4;450000;2;1;1;3;3;15000;0
7227721-1;0;1;5;44;4;1;1;1;186666;0;1;1;2;1;4500;0
7227722-1;0;1;4;73;4;1;1;1;430000;0;1;1;2;1;5000;0
7227723-1;1;2;4;37;4;2;1;4;100000;2;1;1;2;2;18000;0
7227726-1;2;2;3;62;4;6;1;4;431166;0;1;1;3;2;22000;0
7227732-1;0;2;4;66;4;1;1;4;146666;0;1;1;4;1;30000;1
7227733-1;0;2;4;70;4;2;1;4;1178116;0;1;1;6;2;48000;1
7227735-1;1;2;5;42;4;2;1;1;915116;2;1;1;3;2;25000;2
7227736-1;0;2;6;58;4;1;1;2;51666;0;1;1;1;1;5200;0
7227739-1;0;2;4;39;4;1;1;1;3383333;2;3;1;1;1;5000;0
7227743-1;0;1;2;59;4;1;1;1;420000;0;1;1;4;1;25000;0
7227744-1;0;1;5;29;4;1;1;2;88333;2;3;1;1;1;0;0
7227747-1;0;2;5;41;4;1;1;1;2200000;2;3;1;3;1;0;0
7227749-1;0;1;2;27;4;1;1;1;180000;2;1;1;1;1;5000;0
7227750-1;0;2;3;60;4;2;1;4;132000;0;1;1;1;1;40000;0
7227751-1;0;1;5;31;4;1;1;1;2216666;2;3;1;1;1;0;0
7227752-1;0;1;5;36;4;1;1;1;500000;0;1;1;3;1;5000;0
7227753-1;0;2;5;18;4;2;1;4;300000;2;3;1;3;2;0;0
7227762-1;0;1;4;53;4;1;1;1;1300000;2;3;1;3;1;6000;0
7227763-1;0;2;4;52;4;1;8;4;46666;0;1;2;2;1;10000;0
7227766-1;2;1;4;48;4;5;8;1;1050000;0;1;1;1;1;10000;0
7227772-1;0;2;3;62;4;3;8;1;355000;0;0;2;2;2;10000;0
7227776-1;2;2;5;39;4;3;1;1;1769000;2;3;1;3;2;8300;2
7227779-1;1;2;3;71;4;2;1;4;900000;0;1;1;3;2;21000;2
7227785-1;2;2;5;38;3;3;3;1;1155981;0;3;1;3;3;0;0
7227787-1;0;2;5;34;3;1;2;1;2125861;2;3;1;1;1;25000;1
7227789-1;0;2;5;28;3;1;3;1;1169009;2;3;1;4;1;47000;0
7227791-1;1;1;5;57;3;2;1;1;1125900;0;1;1;3;2;24000;0
7227792-1;1;1;3;92;3;3;4;6;2162125;0;1;1;4;3;75000;1
7227795-1;0;1;5;65;3;1;4;5;4550000;0;3;1;4;1;165000;1
7227796-1;0;1;5;25;3;1;4;1;1065148;2;3;1;1;1;0;0
7227797-1;0;1;5;28;3;3;3;1;2656232;0;3;1;4;3;58000;1
7227798-1;0;1;4;53;3;1;3;2;1500000;1;3;1;2;1;0;2
7227800-1;0;1;5;32;3;1;3;1;844782;0;1;1;1;1;0;0
7227803-1;0;1;5;20;3;2;3;3;986666;2;3;1;4;2;35000;2
7227804-1;0;2;4;55;3;1;3;1;1500000;2;1;1;2;1;20000;2
7227806-1;1;2;6;57;3;3;4;6;3626666;2;3;1;6;2;105000;2
7227807-1;1;2;3;77;3;2;4;6;250000;2;0;1;4;2;100000;2
7227808-1;0;2;3;80;3;1;3;6;1600000;2;1;1;3;1;50000;2
7227809-1;0;1;5;24;3;2;4;1;4945052;2;3;1;3;2;36000;2
7227810-1;0;2;2;60;3;2;3;1;6583333;2;3;1;3;2;30000;1
7227812-1;0;2;3;74;3;2;6;6;2897125;2;1;1;4;2;147480;2
7227813-1;1;2;3;89;3;3;5;4;6958333;0;1;1;4;3;120000;2
7227814-1;2;2;3;67;3;3;5;6;10950000;2;1;1;4;3;140000;2
7227815-1;0;2;5;34;3;1;3;3;472333;2;3;1;4;1;49000;1
7227827-1;0;1;4;46;3;1;3;1;3000000;2;1;1;4;1;55000;2
7227829-1;0;2;4;69;3;2;1;1;400000;0;1;1;1;1;48000;0
7227832-1;2;2;4;43;3;3;1;1;1247500;2;1;1;3;2;52000;2
7227833-1;1;2;4;43;3;2;3;1;2242174;2;1;1;3;1;60000;1
7227838-1;1;2;3;77;3;2;2;4;369009;0;0;1;3;2;0;2
7227841-1;1;2;5;58;3;3;1;4;683333;2;1;1;4;3;57000;2
7227842-1;2;1;3;54;3;3;1;1;1785500;2;1;1;4;2;22000;2
