Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Edad Jefe;Edad Conyuge
7122380-1;0;1;1;2;2;6;69;55
7122381-1;0;1;2;;;4;72;
7122382-1;1;1;2;;;3;63;
7122383-1;0;1;2;;;6;24;
7122384-1;1;1;1;2;2;6;53;48
7122385-1;0;1;1;;;5;21;
7122386-1;1;1;2;;;5;78;
7122387-1;0;1;2;2;1;6;65;69
7122388-1;1;1;1;2;2;2;40;34
7122389-1;1;1;2;;;6;44;
7122390-1;1;1;2;2;1;6;63;73
7122391-1;2;1;1;2;2;6;72;32
7122392-1;2;1;2;;;5;52;
7122393-1;1;1;1;2;2;6;52;48
7122394-1;2;1;2;2;1;6;49;49
7122395-1;1;1;2;;;4;33;
7122396-1;1;1;2;;;4;75;
7122397-1;0;1;2;;;4;56;
7122398-1;0;1;2;;;3;91;
7122400-1;1;1;1;2;2;1;93;77
7122401-1;2;1;2;2;1;6;71;72
7122402-1;1;1;2;;;3;69;
7122404-1;0;1;1;;;5;38;
7122405-1;2;1;1;2;2;6;68;70
7122406-1;0;1;1;;;5;27;
7122407-1;0;1;2;;;3;78;
7122409-1;0;1;2;;;4;59;
7122412-1;0;1;1;2;2;6;34;33
7122414-1;0;1;2;;;3;78;
7122415-1;2;1;2;;;3;42;
7122416-1;2;1;1;2;2;6;30;26
7122417-1;0;1;2;;;3;79;
7122418-1;1;1;2;2;1;6;64;80
7122420-1;0;1;1;;;5;40;
7122421-1;3;1;2;;;3;63;
7122422-1;3;1;1;2;2;2;64;58
7122423-1;3;1;2;;;6;42;
7122424-1;1;1;1;2;2;6;59;56
7122424-2;2;1;1;2;2;2;45;34
7122425-1;2;1;2;2;1;6;57;57
7122426-1;2;1;2;2;1;6;30;37
7122427-1;2;1;2;;;5;36;
7122428-1;1;1;2;2;1;2;27;42
7122430-1;1;1;1;2;2;1;28;33
7122431-1;0;1;2;;;5;37;
7122432-1;3;1;1;2;2;2;34;23
7122433-1;2;1;1;;;4;44;
7122434-1;0;1;2;;;4;55;
7122435-1;0;1;1;;;5;50;
7122437-1;2;1;2;;;5;55;
7122438-1;3;1;1;2;2;2;45;33
7122439-1;1;1;1;2;2;2;56;60
7122442-1;0;1;1;;;5;63;
7122443-1;0;1;1;;;5;37;
7122444-1;0;1;2;;;5;71;
7122445-1;1;1;1;2;2;2;34;26
7122446-1;2;1;1;2;2;2;46;39
7122447-1;1;1;2;2;1;1;21;20
7122448-1;2;1;1;2;2;2;25;22
7122449-1;1;1;2;;;4;56;
7122450-1;1;1;2;;;5;37;
7122451-1;0;1;1;;;5;67;
7122452-1;0;1;1;2;2;2;56;57
7122454-1;1;1;2;;;4;51;
7122455-1;0;1;2;2;1;6;66;76
7122456-1;3;1;2;2;1;2;61;64
7122457-1;2;1;1;2;2;6;40;41
7122458-1;1;1;2;;;5;46;
7122459-1;0;1;1;2;2;6;61;62
7122460-1;1;1;2;2;1;6;55;64
7122462-1;0;1;2;;;5;31;
7122463-1;1;1;1;;;5;56;
7122464-1;0;1;2;;;5;54;
7122466-1;0;1;1;;;4;42;
7122467-1;2;1;1;2;2;2;50;49
7122468-1;0;1;1;;;5;20;
7122469-1;2;1;2;;;4;49;
7122470-1;1;1;2;;;4;43;
7122470-2;1;1;2;;;4;25;
7122471-1;1;1;1;2;2;2;65;49
7122472-1;0;1;2;;;3;78;
7122473-1;1;1;2;;;4;32;
7122474-1;1;1;2;;;4;27;
7122475-1;2;1;2;2;1;1;22;21
7122476-1;4;1;2;2;1;2;35;34
7122477-1;2;1;1;;;4;68;
7122478-1;1;1;1;2;2;2;29;20
7122479-1;2;1;2;;;5;59;
7122480-1;0;1;2;;;4;54;
7122481-1;2;1;1;2;2;2;33;36
7122482-1;3;1;2;;;4;27;
7122484-1;3;1;2;2;1;2;46;52
7122485-1;2;1;1;2;2;6;38;41
7122486-1;2;1;2;;;4;32;
7122487-1;1;1;2;;;4;52;
7122488-1;0;1;1;2;2;6;62;62
7122489-1;0;1;2;;;3;57;
7122490-1;0;1;1;;;4;78;
7122491-1;2;1;1;2;2;2;33;30
7122492-1;0;1;1;2;2;6;58;54
7122493-1;1;1;2;;;5;29;
7122494-1;1;1;1;2;2;2;62;55
7122496-1;4;1;2;2;1;6;43;37
7122498-1;1;1;1;2;2;1;33;26
7122499-1;1;1;2;;;4;41;
7122500-1;2;1;1;2;2;6;40;29
7122501-1;0;1;1;;;5;66;
7122502-1;0;1;2;;;4;46;
7122503-1;1;1;2;2;1;6;36;40
7122504-1;0;1;1;;;2;72;
7122506-1;2;1;1;2;2;2;42;38
7122507-1;3;1;1;2;2;2;32;30
7122508-1;2;1;2;;;4;28;
7122509-1;0;1;1;2;2;2;20;19
7122510-1;0;1;2;;;3;66;
7122511-1;1;1;2;2;1;2;21;22
7122512-1;3;1;1;2;2;2;33;28
7122515-1;2;1;1;2;2;2;39;25
7122516-1;0;1;1;2;2;6;45;41
7122517-1;0;1;2;;;3;84;
7122519-1;1;1;2;2;1;2;56;57
7122521-1;0;1;2;;;3;82;
7122522-1;1;1;1;2;2;2;49;45
7122523-1;2;1;2;2;1;2;38;67
7122524-1;2;1;1;2;2;2;74;42
7122529-1;2;1;1;2;2;2;47;47
7122530-1;0;1;1;;;3;74;
7122531-1;0;1;1;2;2;2;55;46
7122532-1;3;1;1;2;2;6;40;33
7122534-1;1;1;1;;;4;67;
7122537-1;1;1;2;;;4;58;
7122538-1;2;1;2;2;1;2;34;48
7122540-1;2;1;2;2;1;2;69;45
7122542-1;0;1;1;2;2;1;34;22
7122544-1;1;1;2;;;5;40;
7122545-1;2;1;1;2;2;6;41;36
7122546-1;3;1;1;;;3;53;
7122547-1;1;1;1;2;2;6;69;65
7122549-1;1;1;1;2;2;2;22;19
7122551-1;3;1;1;2;2;6;62;50
7122555-1;1;1;2;;;4;61;
7122557-1;1;1;1;2;2;1;27;22
7122559-1;0;1;1;;;5;58;
7122560-1;1;1;1;2;2;2;55;22
7122562-1;1;1;1;2;2;2;31;24
7122563-1;0;1;1;2;2;2;42;22
7122564-1;1;1;1;2;2;2;46;25
7122565-1;1;1;1;2;2;2;57;56
7122566-1;1;1;1;2;2;6;51;50
7122567-1;1;1;1;2;2;2;61;78
7122569-1;4;1;1;2;2;2;24;33
7122570-1;0;1;1;;;5;40;
7122571-1;1;1;1;2;2;2;45;55
7122572-1;0;1;1;2;2;6;44;33
7122573-1;0;1;2;;;5;45;
7122575-1;2;1;1;2;2;2;36;28
7122577-1;0;1;2;;;4;52;
7122579-1;0;1;1;;;5;57;
7122585-1;2;1;1;2;2;2;32;25
7122587-1;0;1;2;;;3;79;
7122588-1;0;1;1;;;5;59;
7122590-1;1;1;1;2;2;2;34;28
7122591-1;2;1;1;2;2;2;42;36
7122593-1;0;1;1;;;5;20;
7122594-1;2;1;2;;;4;44;
7122597-1;1;1;1;2;2;2;51;54
7122598-1;5;1;1;2;2;2;37;43
7122598-2;2;1;1;2;2;2;28;23
7122599-1;2;1;1;2;2;2;34;40
7122600-1;5;1;2;2;1;2;48;51
7122600-2;1;1;1;2;2;2;26;22
7122601-1;1;1;1;2;2;2;37;27
7122603-1;2;1;2;2;1;2;37;48
7122604-1;1;1;1;;;4;59;
7122606-1;0;1;2;;;5;52;
7122607-1;0;1;2;;;4;61;
7122608-1;1;1;2;;;3;64;
7122609-1;0;1;2;;;2;55;
7122610-1;0;1;2;;;5;33;
7122611-1;0;1;2;;;6;66;
7122612-1;0;1;1;2;2;2;28;30
7122613-1;1;1;1;2;2;2;61;29
7122615-1;3;1;1;2;2;2;71;61
7122616-1;1;1;2;;;5;20;
7122618-1;4;1;1;2;2;2;45;49
7122619-1;2;1;1;2;2;2;64;56
7122620-1;1;1;1;2;2;6;28;37
7122622-1;1;1;2;;;4;38;
7122623-1;1;1;2;;;4;52;
7122624-1;1;1;1;2;2;2;50;43
7122625-1;1;1;2;2;1;2;47;48
7122626-1;1;1;1;2;2;2;54;58
7122628-1;0;1;2;;;4;54;
7122629-1;1;1;1;2;2;2;35;20
7122631-1;0;1;2;2;2;2;35;39
7122632-1;0;1;2;;;5;58;
7122633-1;1;1;2;;;5;28;
7122634-1;0;1;2;;;5;58;
7122635-1;0;1;2;;;4;51;
7122636-1;2;1;2;;;5;46;
7122637-1;0;1;1;;;2;42;
7122639-1;3;1;1;2;2;2;51;40
7122641-1;1;1;1;2;2;6;64;52
7122642-1;2;1;1;2;2;2;69;52
7122643-1;5;1;1;2;2;2;38;39
7122650-1;0;1;2;;;3;63;
7122651-1;0;1;1;2;2;1;48;19
7122652-1;2;1;2;;;4;42;
7122653-1;0;1;2;;;4;35;
7122654-1;3;1;2;;;4;45;
7122655-1;1;1;2;2;1;6;31;31
7122657-1;1;1;2;;;5;75;
7122659-1;1;1;1;2;2;2;61;66
7122661-1;0;1;2;;;3;66;
7122664-1;1;1;2;;;5;54;
7122667-1;1;1;2;;;5;38;
7122668-1;0;1;1;;;5;47;
7122670-1;0;1;1;;;5;32;
7122673-1;2;1;1;2;2;2;33;35
7122674-1;0;1;1;;;5;72;
7122675-1;0;1;1;;;6;56;
7122677-1;1;1;2;;;4;43;
7122679-1;0;1;1;2;2;1;24;27
7122680-1;0;1;2;;;3;68;
7122683-1;0;1;1;2;2;2;50;47
7122686-1;1;1;2;;;6;65;
7122688-1;0;1;1;;;5;44;
7122689-1;2;1;1;2;2;2;29;30
7122691-1;3;1;1;2;2;2;45;40
7122692-1;1;1;1;2;2;6;51;48
7122693-1;1;1;2;2;1;2;49;42
7122694-1;0;1;1;2;2;2;69;65
7122696-1;2;1;1;2;2;2;39;21
7122697-1;1;1;2;;;5;31;
7122698-1;1;1;2;;;4;51;
7122699-1;2;1;2;;;3;46;
7122700-1;0;1;1;;;5;45;
7122701-1;1;1;2;2;1;2;19;29
7122702-1;0;1;2;;;5;22;
7122703-1;1;1;1;;;5;37;
7122704-1;0;1;2;;;5;20;
7122705-1;1;1;1;;;3;69;
7122706-1;2;1;2;;;6;35;
7122707-1;1;1;1;2;2;6;54;51
7122708-1;0;1;2;;;5;76;
7122709-1;0;1;1;;;5;29;
7122710-1;0;1;2;;;3;71;
7122711-1;0;1;1;;;5;23;
7122712-1;0;1;1;2;2;1;26;25
7122713-1;1;1;1;2;2;6;44;47
7122714-1;0;1;1;2;2;2;69;59
7122715-1;2;1;1;2;2;1;23;27
7122716-1;2;1;1;2;2;2;50;50
7122717-1;0;1;1;;;2;38;
7122718-1;2;1;2;;;4;39;
7122720-1;3;1;1;2;2;6;42;33
7122722-1;0;1;2;;;5;28;
7122723-1;0;1;1;;;3;64;
7122724-1;0;1;2;;;5;27;
7122725-1;1;1;2;;;6;65;
7122727-1;0;1;2;;;3;69;
7122728-1;1;1;1;2;2;1;27;26
7122729-1;0;1;2;;;5;30;
7122730-1;0;1;1;;;6;47;
7122731-1;0;1;1;;;5;22;
7122732-1;0;1;1;;;5;23;
7122733-1;0;1;1;;;5;22;
7122734-1;1;1;2;2;1;2;20;30
7122735-1;2;1;2;;;6;36;
7122736-1;0;1;1;;;4;38;
7122737-1;1;1;2;;;3;39;
7122738-1;2;1;2;;;4;50;
7122739-1;0;1;2;;;4;73;
7122740-1;0;1;1;;;4;47;
7122741-1;0;1;2;;;3;66;
7122742-1;1;1;1;2;2;6;67;57
7122743-1;0;1;1;;;5;26;
7122745-1;0;1;1;2;2;2;46;57
7122746-1;0;1;2;;;3;69;
7122747-1;0;1;1;;;4;77;
7122748-1;2;1;1;2;2;6;36;31
7122749-1;2;1;1;2;2;2;39;35
7122750-1;3;1;2;;;6;28;
7122751-1;1;1;1;2;2;2;37;32
7122752-1;1;1;1;2;2;1;39;27
7122754-1;3;1;1;2;2;2;38;30
7122755-1;1;1;2;;;5;22;
7122757-1;0;1;1;;;4;40;
7122758-1;0;1;1;2;2;2;28;24
7122759-1;1;1;2;2;1;6;37;60
7122760-1;2;1;1;2;2;2;48;33
7122761-1;0;1;1;;;4;75;
7122762-1;0;1;2;;;2;24;
7122763-1;0;1;1;;;4;62;
7122764-1;0;1;2;;;5;35;
7122764-2;0;1;1;;;5;39;
7122765-1;1;1;2;;;1;24;
7122766-1;0;1;1;;;5;18;
7122767-1;2;1;1;2;2;2;38;34
7122768-1;0;1;2;;;5;46;
7122769-1;0;1;1;2;2;6;54;57
7122770-1;0;1;1;;;5;21;
7122773-1;2;1;1;;;2;47;
7122774-1;1;1;1;2;2;6;38;33
7122776-1;0;1;1;;;6;60;
7122778-1;2;1;1;2;2;2;36;28
7122779-1;1;1;1;2;2;2;34;31
7122780-1;0;1;2;2;1;2;54;57
7122781-1;0;1;1;2;2;6;70;62
7122782-1;0;1;1;;;2;53;
7122783-1;2;1;1;2;2;6;35;46
7122784-1;0;1;1;2;2;2;50;62
7122785-1;2;1;1;2;2;2;31;30
7122787-1;2;1;2;2;1;6;41;41
7122788-1;0;1;1;2;2;2;65;54
7122789-1;2;1;2;2;1;6;36;48
7122791-1;1;1;1;2;2;6;59;49
7122792-1;0;1;1;;;2;63;
7122793-1;0;1;2;;;5;51;
7122795-1;0;1;1;;;6;69;
7122797-1;0;1;2;;;4;49;
7122799-1;0;1;2;;;6;61;
7122800-1;3;1;1;2;2;6;59;39
7122802-1;0;1;1;;;4;39;
7122803-1;1;1;2;2;1;1;27;28
7122804-1;0;1;2;;;3;76;
7122805-1;0;1;2;;;3;65;
7122806-1;2;1;1;2;2;6;25;24
7122807-1;1;1;1;2;2;6;70;49
7122808-1;1;1;2;2;1;2;58;64
7122809-1;0;1;1;2;2;6;44;50
7122810-1;1;1;1;2;2;2;35;31
7122811-1;0;1;1;;;5;72;
7122812-1;3;1;1;2;2;6;55;37
7122814-1;4;1;1;2;2;6;44;30
7122815-1;1;1;1;2;2;1;25;16
7122816-1;0;1;1;;;5;34;
7122817-1;0;1;1;2;2;2;58;51
7122818-1;0;1;1;;;3;66;
7122819-1;0;1;2;;;5;24;
7122820-1;1;1;1;;;3;85;
7122821-1;5;1;1;2;2;6;39;33
7122822-1;1;1;1;2;2;2;54;44
7122823-1;1;1;1;2;2;2;63;53
7122824-1;0;1;1;;;5;16;
7122826-1;2;1;1;2;2;1;35;32
7122829-1;0;1;1;;;4;55;
7122831-1;0;1;2;;;5;19;
7122832-1;1;1;1;2;2;2;42;34
7122833-1;1;1;1;2;2;2;25;27
7122834-1;0;1;1;2;2;2;39;55
7122835-1;0;1;2;;;4;79;
7122837-1;1;1;1;2;2;2;50;32
7122838-1;1;1;2;;;4;28;
7122839-1;1;1;1;2;2;6;48;51
7122840-1;2;1;2;2;1;2;33;38
7122841-1;0;1;2;2;1;6;27;28
7122843-1;1;1;1;2;2;2;35;36
7122844-1;1;1;1;2;2;6;75;77
7122845-1;0;1;2;;;5;63;
7122847-1;1;1;2;;;3;72;
7122848-1;0;1;2;;;4;59;
7122849-1;1;1;1;2;2;2;31;34
7122850-1;2;1;1;;;4;64;
7122851-1;1;1;1;2;2;2;65;56
7122853-1;0;1;1;2;2;1;24;16
7122855-1;1;1;2;;;4;51;
7122858-1;2;1;1;2;2;2;41;41
7122859-1;2;1;2;2;1;2;20;31
7122859-2;4;1;2;2;1;2;51;36
7122860-1;0;1;1;2;2;2;55;51
7122861-1;0;1;1;;;4;60;
7122862-1;1;1;1;2;2;2;28;25
7122863-1;0;1;2;;;5;49;
7122865-1;0;1;1;;;5;25;
7122866-1;3;1;2;2;1;2;49;31
7122867-1;0;1;2;;;5;65;
7122868-1;1;1;2;2;1;2;52;55
7122869-1;0;1;1;;;4;25;
7122870-1;3;1;2;2;1;2;32;54
7122873-1;1;1;2;;;4;34;
7122874-1;3;1;2;2;1;6;25;39
7122880-1;1;1;1;2;2;2;41;55
7122881-1;3;1;1;2;2;6;38;25
7122888-1;0;1;1;2;2;2;81;72
7122889-1;0;1;2;2;1;2;23;32
7122890-1;2;1;2;;;4;32;
7122891-1;0;1;1;;;5;27;
7122892-1;2;1;1;2;2;6;51;43
7122893-1;4;1;1;2;2;2;44;41
7122895-1;2;1;2;2;1;2;29;29
7122897-1;0;1;2;;;4;71;
7122898-1;3;1;1;2;2;6;48;47
7122899-1;3;1;1;;;4;61;
7122900-1;2;1;2;;;4;47;
7122901-1;3;1;1;2;2;6;37;31
7122902-1;1;1;2;;;4;72;
7122903-1;2;1;1;2;2;6;67;68
7122904-1;1;1;2;;;6;31;
7122905-1;3;1;2;;;2;27;
7122907-1;1;1;2;;;3;73;
7122907-2;1;1;1;2;2;6;47;38
7122909-1;0;1;1;;;3;67;
7122911-1;1;1;1;2;2;6;70;62
7122912-1;1;1;2;;;4;63;
7122913-1;2;1;1;2;2;2;29;27
7122914-1;4;1;2;2;1;6;70;74
7122915-1;1;1;2;;;4;69;
7122916-1;2;1;1;2;2;2;40;30
7122918-1;1;1;2;;;3;84;
7122919-1;2;1;1;2;2;2;71;41
7122920-1;0;1;2;2;1;6;47;52
7122921-1;3;1;2;2;1;2;35;37
7122922-1;0;1;1;2;2;6;51;42
7122923-1;2;1;2;;;3;53;
7122924-1;2;1;1;2;2;2;44;38
7122925-1;0;1;2;;;5;46;
7122926-1;0;1;1;;;2;61;
7122927-1;2;1;1;2;2;6;45;38
7122929-1;2;1;1;2;2;2;53;52
7122931-1;2;1;1;2;2;6;36;31
7122932-1;2;1;1;2;2;2;48;33
7122934-1;2;1;1;2;2;6;44;39
7122935-1;3;1;1;2;2;6;34;37
7122936-1;0;1;2;;;3;70;
7122937-1;5;1;1;2;2;2;35;30
7122939-1;3;1;1;2;2;6;58;53
7122940-1;2;1;2;;;2;41;
7122941-1;0;1;2;;;5;45;
7122942-1;1;1;1;2;2;2;46;34
7122943-1;2;1;1;2;2;6;89;71
7122945-1;0;1;1;;;5;26;
7122946-1;1;1;2;;;4;22;
7122947-1;4;1;1;2;2;2;29;24
7122948-1;3;1;1;2;2;6;48;35
7122949-1;0;1;1;2;2;2;35;23
7122950-1;1;1;1;2;2;2;22;18
7122951-1;2;1;2;;;4;35;
7122952-1;4;1;2;2;1;2;34;37
7122953-1;0;1;1;;;4;36;
7122955-1;1;1;2;;;3;62;
7122956-1;0;1;1;2;2;6;71;65
7122957-1;2;1;1;2;2;2;74;74
7122958-1;2;1;1;2;2;2;77;79
7122959-1;5;1;2;;;4;50;
7122960-1;2;1;2;;;2;25;
7122961-1;1;1;2;2;1;6;74;77
7122963-1;0;1;1;;;2;56;
7122964-1;0;1;1;;;4;58;
7122986-1;0;1;2;;;5;55;
7122987-1;0;1;1;;;5;46;
7122988-1;0;1;2;2;1;6;61;68
7122989-1;2;1;1;2;2;6;28;25
7122990-1;4;1;1;2;2;6;48;46
7122991-1;1;1;1;2;2;2;40;34
7122992-1;1;1;2;;;5;68;
7122993-1;2;1;1;2;2;2;49;41
7122994-1;0;1;1;;;5;41;
7122995-1;1;1;1;2;2;2;71;56
7122996-1;0;1;1;;;5;53;
7122997-1;0;1;2;;;3;75;
7122999-1;0;1;1;2;2;6;61;55
7123000-1;4;1;2;2;1;2;50;52
7123001-1;2;1;1;2;2;2;44;44
7123002-1;0;1;1;;;5;49;
7123003-1;0;1;2;;;4;65;
7123004-1;2;1;2;;;4;50;
7123005-1;4;1;1;2;2;2;38;35
7123006-1;2;1;1;;;4;47;
7123007-1;0;1;1;;;5;23;
7123008-1;1;1;2;;;3;62;
7123009-1;1;1;2;;;4;50;
7123011-1;2;1;1;2;2;6;60;57
7123012-1;1;1;1;2;2;2;56;49
7123015-1;2;1;1;2;2;6;42;39
7123017-1;2;1;1;2;2;1;38;40
7123021-1;0;1;1;2;2;6;27;26
7123022-1;1;1;1;2;2;2;27;32
7123023-1;2;1;2;2;1;6;68;67
7123024-1;3;1;1;2;2;6;51;38
7123027-1;2;1;2;;;6;46;
7123028-1;2;1;1;2;2;6;79;76
7123029-1;2;1;2;;;4;39;
7123030-1;1;1;1;2;2;6;67;60
7123031-1;1;1;2;;;6;52;
7123032-1;2;1;1;2;2;6;42;41
7123033-1;0;1;1;2;2;6;58;57
7123034-1;0;1;1;2;2;6;51;47
7123035-1;2;1;2;2;1;2;34;41
7123036-1;0;1;1;2;2;6;33;35
7123037-1;0;1;1;;;5;19;
7123038-1;1;1;1;2;2;1;20;21
7123039-1;0;1;2;;;5;58;
7123041-1;0;1;2;;;3;67;
7123042-1;3;1;1;2;2;6;45;39
7123043-1;2;1;2;;;4;38;
7123044-1;2;1;1;2;2;6;58;58
7123045-1;1;1;1;2;2;6;49;46
7123046-1;2;1;2;;;5;44;
7123047-1;0;1;1;;;5;49;
7123050-1;1;1;1;2;2;2;29;26
7123051-1;1;1;1;2;2;1;26;25
7123053-1;2;1;2;2;1;2;37;26
7123055-1;0;1;1;;;5;31;
7123056-1;1;1;2;;;4;32;
7123059-1;1;1;2;2;1;6;40;42
7123060-1;1;1;1;2;2;2;79;61
7123061-1;2;1;2;;;3;56;
7123063-1;0;1;2;;;5;27;
7123064-1;2;1;1;2;2;6;37;27
7123067-1;2;1;1;2;2;2;48;45
7123068-1;3;1;2;;;4;26;
7123069-1;1;1;1;2;2;2;60;34
7123070-1;1;1;2;;;2;48;
7123072-1;1;1;2;;;4;42;
7123073-1;2;1;2;;;5;35;
7123074-1;3;1;1;2;2;2;50;32
7123076-1;3;1;2;2;1;2;19;23
7123077-1;0;1;1;2;2;2;56;56
7123078-1;1;1;1;2;2;2;56;44
7123079-1;2;1;1;;;3;74;
7123081-1;0;1;2;;;3;82;
7123082-1;1;1;2;;;3;66;
7123083-1;0;1;2;;;4;56;
7123085-1;1;1;2;;;5;92;
7123086-1;0;1;2;2;1;2;50;40
7123088-1;3;1;2;2;1;2;40;43
7123088-2;1;1;2;2;1;2;21;22
7123089-1;0;1;1;;;5;25;
7123092-1;1;1;1;2;2;1;42;26
7123093-1;2;1;1;2;2;2;33;29
7123094-1;3;1;2;2;1;2;40;19
7123095-1;0;1;2;;;4;23;
7123098-1;0;1;2;;;5;61;
7123099-1;0;1;2;;;5;18;
7123100-1;0;1;2;;;4;54;
7123101-1;0;1;2;;;4;67;
7123102-1;3;1;2;;;3;42;
7123103-1;4;1;2;2;1;2;44;51
7123104-1;3;1;2;;;4;49;
7123105-1;0;1;1;;;3;75;
7123107-1;2;1;2;;;6;54;
7123108-1;0;1;2;;;4;61;
7123109-1;0;1;2;;;4;50;
7123110-1;2;1;1;2;2;6;66;60
7123111-1;0;1;2;;;4;60;
7123112-1;2;1;1;2;2;2;27;31
7123113-1;2;1;1;2;2;2;36;44
7123115-1;2;1;1;2;2;6;49;40
7123118-1;0;1;1;;;5;42;
7123120-1;3;1;1;2;2;6;55;45
7123121-1;2;1;1;2;2;2;55;41
7123122-1;2;1;1;2;2;2;43;38
7123123-1;0;1;1;;;6;55;
7123124-1;0;1;1;2;2;6;65;60
7123125-1;0;1;1;;;6;71;
7123126-1;0;1;1;2;2;2;59;53
7123130-1;0;1;1;2;2;6;52;49
7123131-1;2;1;1;2;2;2;41;19
7123132-1;1;1;1;2;2;2;49;46
7123133-1;2;1;1;2;2;6;32;24
7123134-1;1;1;1;2;2;2;21;17
7123136-1;3;1;1;2;2;2;45;43
7123137-1;2;1;1;2;2;2;36;33
7123138-1;0;1;1;;;5;41;
7123140-1;2;1;2;;;4;36;
7123143-1;0;1;1;;;6;49;
7123144-1;0;1;2;;;5;86;
7123145-1;0;1;2;2;1;6;55;55
7123146-1;0;1;1;;;5;55;
7123147-1;3;1;1;2;2;6;45;40
7123149-1;3;1;1;2;2;2;39;36
7123150-1;0;1;2;;;5;42;
7123158-1;2;1;2;;;2;26;
7123160-1;0;1;1;;;5;22;
7123161-1;2;1;2;2;1;2;32;46
7123162-1;0;1;1;;;5;49;
7123163-1;2;1;1;2;2;2;32;29
7123164-1;0;1;1;2;2;6;45;45
7123165-1;1;1;1;2;2;6;55;46
7123168-1;2;1;1;2;2;6;48;48
7123169-1;0;1;2;;;3;83;
7123170-1;2;1;1;2;2;6;31;33
7123171-1;1;1;1;2;2;2;46;40
7123172-1;0;1;2;;;3;67;
7123173-1;1;1;2;;;4;54;
7123174-1;1;1;2;;;4;42;
7123175-1;1;1;2;;;4;40;
7123176-1;3;1;1;2;2;2;62;49
7123177-1;0;1;2;;;4;59;
7123178-1;1;1;2;;;5;22;
7123179-1;0;1;2;;;5;31;
7123180-1;0;1;1;;;5;25;
7123181-1;0;1;1;;;5;21;
7123182-1;1;1;1;2;2;2;29;35
7123183-1;0;1;1;2;2;2;35;14
7123184-1;1;1;1;2;2;2;19;23
7123185-1;0;1;1;;;5;48;
7123186-1;2;1;2;;;2;25;
7123187-1;2;1;2;;;4;32;
7123188-1;0;1;2;;;4;38;
7123189-1;0;1;1;;;4;69;
7123190-1;0;1;1;;;4;75;
7123191-1;0;1;1;;;4;42;
7123192-1;0;1;1;2;2;2;76;59
7123193-1;0;1;2;;;2;49;
7123194-1;1;1;2;;;4;64;
7123195-1;2;1;2;;;4;43;
7123196-1;1;1;1;2;2;2;65;50
7123197-1;0;1;1;2;2;6;83;74
7123198-1;1;1;2;2;1;2;49;41
7123199-1;1;1;2;;;6;23;
7123200-1;0;1;1;;;4;57;
7123201-1;3;1;2;2;1;2;32;41
7123202-1;0;1;1;2;2;6;59;59
7123203-1;1;1;2;;;4;25;
7123204-1;0;1;2;;;5;26;
7123205-1;0;1;2;;;4;49;
7123206-1;0;1;2;2;1;2;22;30
7123207-1;0;1;1;2;2;2;41;38
7123208-1;1;1;1;2;2;2;30;16
7123209-1;0;1;1;;;5;23;
7123210-1;0;1;1;;;5;23;
7123212-1;0;1;2;2;1;2;41;40
7123213-1;2;1;1;2;2;2;38;37
7123214-1;3;1;1;2;2;6;41;24
7123215-1;0;1;1;2;2;6;48;41
7123216-1;2;1;2;2;1;2;36;38
7123217-1;1;1;1;2;2;2;52;35
7123218-1;0;1;1;2;2;2;48;34
7123219-1;0;1;1;;;4;77;
7123220-1;0;1;1;2;2;2;63;66
7123221-1;2;1;1;2;2;1;20;22
7123222-1;2;1;1;2;2;2;47;24
7123223-1;0;1;2;;;4;39;
7123224-1;0;1;1;;;5;30;
7123225-1;0;1;1;2;2;6;70;67
7123226-1;0;1;1;;;4;42;
7123227-1;0;1;1;2;2;6;58;55
7123230-1;1;1;1;2;2;6;39;40
7123231-1;1;1;2;2;1;6;55;53
7123232-1;2;1;1;2;2;6;57;42
7123233-1;1;1;2;;;4;43;
7123234-1;0;1;2;;;5;69;
7123235-1;0;1;2;;;3;79;
7123236-1;3;1;1;2;2;2;32;37
7123237-1;2;1;1;2;2;6;33;38
7123238-1;1;1;2;;;3;77;
7123239-1;3;1;2;2;1;2;34;38
7123240-1;1;1;1;2;2;2;62;39
7123241-1;0;1;1;;;3;58;
7123242-1;1;1;1;2;2;6;54;54
7123243-1;0;1;2;;;4;59;
7123244-1;0;1;2;2;1;6;53;53
7123245-1;1;1;2;;;5;60;
7123247-1;0;1;2;2;1;2;41;68
7123248-1;3;1;1;2;2;6;44;37
7123249-1;0;1;1;;;6;57;
7123250-1;0;1;2;;;4;59;
7123251-1;2;1;1;2;2;6;46;36
7123252-1;1;1;2;;;5;26;
7123253-1;1;1;2;;;5;53;
7123255-1;1;1;1;;;6;57;
7123256-1;0;1;1;;;5;20;
7123258-1;0;1;2;;;4;55;
7123259-1;2;1;1;2;2;6;52;40
7123260-1;3;1;1;2;2;6;53;55
7123261-1;2;1;1;2;2;2;49;43
7123262-1;2;1;1;2;2;2;34;32
7123263-1;1;1;2;;;3;71;
7123264-1;1;1;1;2;2;6;43;42
7123265-1;1;1;2;;;3;78;
7123266-1;1;1;2;;;3;68;
7123267-1;0;1;1;;;4;56;
7123268-1;2;1;2;;;4;43;
7123269-1;0;1;1;2;2;2;67;28
7123270-1;0;1;2;;;3;76;
7123273-1;1;1;2;;;5;46;
