Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Educacion padre;Educacion madre
7169420-1;0;1;1;2;2;6;;
7169421-1;2;1;2;;;5;;
7169422-1;0;1;1;;;5;;
7169423-1;0;1;2;2;1;2;;
7169424-1;0;1;2;2;1;2;;
7169425-1;1;1;2;;;5;;
7169426-1;1;1;1;2;2;6;;
7169427-1;1;1;2;;;4;;
7169428-1;0;1;2;;;5;;
7169429-1;3;1;2;;;6;;
7169430-1;1;1;1;2;2;2;;
7169431-1;0;1;1;2;2;2;;
7169432-1;1;1;2;;;4;;
7169433-1;0;1;2;2;1;6;;
7169434-1;0;1;1;;;4;;
7169435-1;2;1;1;2;2;6;;
7169435-2;0;1;1;2;2;2;;
7169436-1;2;1;1;2;2;2;;
7169437-1;1;1;2;2;1;2;;
7169438-1;2;1;2;;;4;;
7169439-1;0;1;1;;;4;;
7169440-1;0;1;1;2;2;6;;
7169440-2;2;1;1;2;2;2;;
7169441-1;2;1;1;2;2;2;;
7169442-1;2;1;2;;;4;;
7169443-1;0;1;2;;;3;;
7169444-1;1;1;2;;;4;;
7169445-1;3;1;1;2;2;2;;
7169446-1;0;1;1;;;5;;
7169447-1;0;1;1;2;2;2;;
7169448-1;2;1;1;2;2;2;;
7169449-1;2;1;1;2;2;2;;
7169450-1;1;1;1;2;2;2;;
7169451-1;0;1;1;2;2;6;;
7169452-1;1;1;1;2;2;6;;
7169453-1;2;1;1;2;2;2;;
7169455-1;1;1;1;2;2;6;;
7169458-1;0;1;2;;;5;;
7169459-1;0;1;2;2;1;6;;
7169459-2;0;1;1;2;2;2;;
7169459-3;0;1;2;2;1;2;;
7169460-1;2;1;1;2;2;2;;
7169461-1;0;1;1;;;5;;
7169462-1;4;1;1;2;2;2;;
7169464-1;1;1;1;2;2;2;;
7169465-1;0;1;1;2;2;2;;
7169466-1;2;1;1;2;2;6;;
7169467-1;1;1;2;;;5;;
7169468-1;2;1;2;;;3;;
7169469-1;2;1;2;;;4;;
7169470-1;3;1;1;2;2;6;;
7169472-1;0;1;1;;;4;;
7169473-1;0;1;1;2;2;2;;
7169475-1;2;1;1;2;2;6;;
7169476-1;2;1;1;2;2;6;;
7169480-1;2;1;2;2;1;2;;
7169481-1;1;1;1;2;2;2;;
7169482-1;3;1;1;2;2;2;;
7169483-1;0;1;1;;;4;;
7169484-1;1;1;1;2;2;6;;
7169485-1;1;1;2;;;5;;
7169486-1;0;1;1;2;2;2;;
7169487-1;0;1;1;2;2;2;;
7169488-1;2;1;1;;;4;;
7169490-1;0;1;1;;;4;;
7169491-1;1;1;1;;;5;;
7169509-1;0;1;1;2;2;2;;
7169510-1;2;1;1;2;2;6;;
7169511-1;0;1;1;;;3;;
7169512-1;1;1;2;2;1;2;;
7169513-1;0;1;2;2;1;2;;
7169514-1;0;1;1;;;3;;
7169515-1;0;1;1;2;2;6;;
7169516-1;0;1;2;;;4;;
7169517-1;1;1;2;;;5;;
7169518-1;0;1;2;;;3;;
7169519-1;0;1;2;;;3;;
7169520-1;0;1;1;2;2;2;;
7169595-1;1;1;2;;;3;;
7169596-1;3;1;1;2;2;2;;
7169597-1;1;1;2;;;4;;
7169598-1;1;1;1;2;2;2;;
7169599-1;3;1;2;2;1;2;;
7169600-1;3;1;1;2;2;2;;
7169603-1;4;1;2;2;1;2;;
7169604-1;1;1;1;2;2;2;;
7169605-1;1;1;1;2;2;1;;
7169606-1;0;1;1;;;5;;
7169607-1;0;1;1;;;2;;
7169608-1;1;1;2;;;3;;
7169609-1;1;1;1;2;2;6;;
7169610-1;0;1;1;;;5;;
7169611-1;0;1;1;2;2;6;;
7169612-1;0;1;1;2;2;6;;
7169613-1;0;1;1;2;2;6;;
7169614-1;2;1;2;2;1;2;;
7169615-1;0;1;2;;;3;;
7169616-1;0;1;1;2;2;6;;
7169618-1;1;1;1;2;2;6;;
7169620-1;0;1;1;;;5;;
7169621-1;1;1;1;2;2;2;;
7169622-1;2;1;1;2;2;2;;
7169624-1;0;1;2;;;3;;
7169631-1;3;1;2;2;1;6;;
7169632-1;1;1;1;2;2;6;;
7169633-1;2;1;2;;;5;;
7169634-1;0;1;2;;;2;;
7169635-1;1;1;2;;;3;;
7169636-1;2;1;2;2;1;2;;
7169637-1;1;1;1;2;2;2;;
7169638-1;1;1;2;2;1;2;;
7169639-1;0;1;1;;;5;;
7169640-1;0;1;1;;;4;;
7169641-1;2;1;1;2;2;2;;
7169642-1;0;1;1;;;5;;
7169643-1;1;1;1;2;2;6;;
7169644-1;0;1;2;;;5;;
7169645-1;0;1;2;;;5;;
7169646-1;2;1;2;;;2;;
7169647-1;2;1;2;2;1;6;;
7169648-1;0;1;1;;;4;;
7169650-1;1;1;2;;;5;;
7169651-1;2;1;1;2;2;6;;
7169652-1;2;1;2;2;1;2;;
7169654-1;1;1;2;;;4;;
7169655-1;2;1;1;2;2;2;;
7169656-1;1;1;1;2;2;2;;
7169657-1;0;1;1;;;5;;
7169658-1;1;1;1;2;2;2;;
7169659-1;1;1;2;;;5;;
7169660-1;3;1;2;2;1;6;;
7169661-1;1;1;2;;;5;;
7169662-1;1;1;2;;;3;;
7169663-1;1;1;1;;;3;;
7169664-1;0;1;2;;;3;;
7169665-1;1;1;1;2;2;6;;
7169666-1;2;1;2;;;3;;
7169667-1;1;1;2;;;4;;
7169668-1;0;1;2;;;5;;
7169669-1;1;1;1;2;2;2;;
7169671-1;1;1;2;;;4;;
7169672-1;1;1;2;;;4;;
7169673-1;2;1;1;;;3;;
7169674-1;2;1;2;2;1;6;;
7169675-1;0;1;1;;;6;;
7169676-1;0;1;1;2;2;6;;
7169677-1;0;1;1;;;4;;
7169678-1;0;1;1;;;5;;
7169679-1;1;1;1;2;2;2;;
7169680-1;1;1;2;;;4;;
7169681-1;2;1;2;2;1;2;;
7169682-1;1;1;1;2;2;2;;
7169683-1;2;1;2;2;1;2;;
7169684-1;3;1;1;2;2;2;;
7169685-1;1;1;1;;;4;;
7169686-1;0;1;2;;;5;;
7169687-1;0;1;2;;;3;;
7169688-1;1;1;1;2;2;2;;
7169689-1;2;1;2;;;4;;
7169690-1;0;1;2;;;3;;
7169691-1;3;1;1;2;2;6;;
7169692-1;3;1;1;2;2;2;;
7169693-1;1;1;1;2;2;2;;
7169694-1;5;1;1;2;2;6;;
7169695-1;0;1;2;;;3;;
7169696-1;0;1;2;;;5;;
7169697-1;0;1;1;;;5;;
7169698-1;0;1;1;;;5;;
7169700-1;3;1;1;2;2;2;;
7169701-1;0;1;2;;;5;;
7169702-1;1;1;1;;;4;;
7169703-1;3;1;2;;;5;;
7169704-1;0;1;2;;;5;;
7169706-1;1;1;1;2;2;2;;
7169707-1;1;1;1;2;2;2;;
7169708-1;0;1;2;;;5;;
7169709-1;2;1;2;;;5;;
7169710-1;1;1;2;;;3;;
7169711-1;4;1;1;2;2;2;;
7169712-1;1;1;2;;;3;;
7169713-1;3;1;1;2;2;6;;
7169714-1;0;1;2;;;4;;
7169715-1;1;1;2;;;4;;
7169716-1;0;1;1;2;2;6;;
7169717-1;3;1;1;2;2;2;;
7169718-1;0;1;1;;;5;;
7169719-1;2;1;1;2;2;2;;
7169720-1;0;1;1;;;5;;
7169721-1;3;1;2;2;1;6;;
7169722-1;1;1;1;2;2;2;;
7169723-1;2;1;1;2;2;2;;
7169724-1;1;1;2;2;1;6;;
7169725-1;0;1;1;;;5;;
7169726-1;0;1;2;;;2;;
7169727-1;3;1;2;2;1;2;;
7169728-1;3;1;1;2;2;6;;
7169729-1;0;1;1;;;5;;
7169730-1;2;1;2;;;2;;
7169731-1;1;1;1;2;2;6;;
7169732-1;2;1;2;;;4;;
7169733-1;0;1;1;2;2;2;;
7169734-1;1;1;1;2;2;2;;
7169735-1;0;1;1;;;4;;
7169736-1;3;1;1;2;2;2;;
7169739-1;1;1;1;2;2;6;;
7169740-1;3;1;2;;;4;;
7169742-1;2;1;2;2;1;6;;
7169743-1;3;1;2;;;4;;
7169745-1;1;1;1;2;2;6;;
7169748-1;1;1;1;2;2;6;;
7169749-1;1;1;1;2;2;2;;
7169750-1;0;1;1;2;2;6;;
7169751-1;1;1;1;2;2;2;;
7169753-1;2;1;2;;;4;;
7169758-1;3;1;1;2;2;6;;
7169761-1;1;1;2;;;3;;
7169763-1;1;1;2;;;4;;
7169764-1;0;1;1;2;2;6;;
7169765-1;2;1;2;;;4;;
7169767-1;2;1;2;2;1;2;;
7169768-1;2;1;1;2;2;2;;
7169769-1;2;1;1;2;2;6;;
7169775-1;0;1;1;2;2;6;;
7169777-1;0;1;1;2;2;6;;
7169778-1;3;1;2;2;1;2;;
7169786-1;1;1;2;;;3;;
7169787-1;3;1;1;2;2;6;;
7169788-1;2;1;1;;;4;;
7169796-1;2;1;1;2;2;6;;
7169797-1;1;1;2;;;4;;
7169798-1;4;1;1;2;2;6;;
7169801-1;1;1;2;2;1;6;;
7169802-1;3;1;1;2;2;6;;
7169803-1;1;1;1;2;2;6;;
7169804-1;2;1;1;2;2;6;;
7169805-1;1;1;1;2;2;2;;
7169806-1;3;1;1;2;2;2;;
7169811-1;1;1;1;2;2;6;;
7169812-1;1;1;2;;;4;;
7169812-2;0;1;1;2;2;6;;
7169814-1;3;1;2;;;4;;
7169815-1;0;1;1;;;4;;
7169816-1;2;1;1;2;2;2;;
7169817-1;2;1;2;2;1;2;;
7169818-1;0;1;1;;;3;;
7169819-1;0;1;1;2;2;6;;
7169820-1;2;1;1;2;2;6;;
7169821-1;3;1;1;2;2;6;;
7169822-1;0;1;1;;;4;;
7169823-1;1;1;1;2;2;2;;
7169824-1;0;1;1;;;6;;
7169825-1;2;1;2;;;3;;
7169829-1;1;1;2;;;5;;
7169830-1;0;1;1;2;2;6;;
7169833-1;0;1;1;2;2;6;;
7169834-1;1;1;2;;;5;;
7169835-1;1;1;2;2;1;2;;
7169836-1;1;1;2;2;1;6;;
7169837-1;2;1;2;;;5;;
7169838-1;2;1;2;;;4;;
7169839-1;3;1;2;;;4;;
7169840-1;2;1;2;2;1;2;;
7169842-1;0;1;2;2;1;6;;
7169843-1;0;1;1;;;5;;
7169844-1;2;1;2;2;1;2;;
7169846-1;0;1;1;;;4;;
7169848-1;0;1;2;;;5;;
7169854-1;1;1;1;2;2;6;;
7169855-1;1;1;1;2;2;2;;
7169856-1;3;1;1;2;2;2;;
7169857-1;0;1;2;;;3;;
7169858-1;0;1;1;2;2;6;;
7169859-1;0;1;1;;;3;;
7169860-1;4;1;1;2;2;6;;
7169861-1;0;1;1;;;5;;
7169862-1;1;1;1;;;4;;
7169863-1;1;1;1;;;3;;
7169864-1;0;1;2;2;1;2;;
7169865-1;1;1;2;;;5;;
7169866-1;1;1;1;2;2;2;;
7169867-1;0;1;1;;;6;;
7169868-1;0;1;2;;;4;;
7169869-1;2;1;2;;;5;;
7169870-1;1;1;2;;;3;;
7169871-1;1;1;1;2;2;2;;
7169872-1;1;1;2;2;1;6;;
7169873-1;2;1;2;;;4;;
7169874-1;1;1;2;2;1;2;;
7169875-1;0;1;2;;;5;;
7169876-1;0;1;1;;;5;;
7169877-1;2;1;2;;;5;;
7169878-1;2;1;2;;;2;;
7169879-1;2;1;2;;;6;;
7169880-1;1;1;1;2;2;6;;
7169881-1;2;1;2;;;5;;
7169884-1;0;1;2;;;3;;
7169885-1;0;1;1;2;2;6;;
7169886-1;2;1;1;2;2;2;;
7169887-1;2;1;1;2;2;6;;
7169888-1;2;1;2;;;4;;
7169889-1;0;1;1;;;4;;
7169890-1;0;1;1;2;2;6;;
7169891-1;1;1;1;2;2;2;;
7169892-1;0;1;1;;;5;;
7169893-1;0;1;2;;;5;;
7169894-1;3;1;2;;;3;;
7169895-1;2;1;2;;;5;;
7169896-1;0;1;1;2;2;6;;
7169897-1;0;1;1;;;5;;
7169898-1;0;1;2;;;3;;
7169899-1;2;1;1;2;2;2;;
7169900-1;0;1;1;2;2;6;;
7169901-1;2;1;2;2;1;6;;
7169902-1;0;1;1;;;5;;
7169903-1;2;1;1;2;2;2;;
7169905-1;1;1;1;;;4;;
7169906-1;0;1;1;2;2;2;;
7169908-1;2;1;1;2;2;2;;
7169909-1;0;1;2;;;5;;
7169911-1;3;1;2;2;1;2;;
7169912-1;0;1;1;;;5;;
7169914-1;3;1;2;2;1;2;;
7169915-1;0;1;2;;;5;;
7169917-1;2;1;1;2;2;6;;
7169920-1;3;1;1;2;2;6;;
7169922-1;2;1;1;2;2;6;;
7169923-1;1;1;1;2;2;2;;
7169925-1;2;1;1;2;2;2;;
7169926-1;0;1;1;2;2;2;;
7169927-1;1;1;1;2;2;6;;
7169928-1;0;1;2;2;1;6;;
7169929-1;0;1;1;2;2;6;;
7169930-1;5;1;2;;;4;;
7169932-1;3;1;1;2;2;6;;
7169933-1;2;1;2;2;1;2;;
7169934-1;1;1;2;2;1;2;;
7169935-1;1;1;2;2;1;2;;
7169937-1;2;1;2;;;2;;
7169938-1;2;1;1;2;2;6;;
7169939-1;2;1;2;;;5;;
7169940-1;0;1;1;2;2;6;;
7169941-1;0;1;2;;;4;;
7169942-1;1;1;1;2;2;6;;
7169943-1;0;1;1;;;3;;
7169944-1;0;1;2;2;1;2;;
7169945-1;1;1;1;2;2;6;;
7169946-1;1;1;1;2;2;6;;
7169947-1;1;1;1;2;2;6;;
7169948-1;0;1;1;;;4;;
7169949-1;0;1;1;;;5;;
7169950-1;1;1;2;;;3;;
7169951-1;2;1;2;;;4;;
7169952-1;0;1;1;2;2;6;;
7169953-1;0;1;2;;;4;;
7169954-1;0;1;1;;;4;;
7169955-1;3;1;1;2;2;6;;
7169956-1;1;1;1;2;2;2;;
7169957-1;0;1;1;2;2;6;;
7169958-1;2;1;2;;;4;;
7169959-1;1;1;1;;;4;;
7169959-2;2;1;2;;;4;;
7169960-1;1;1;1;2;2;6;;
7169961-1;2;1;1;2;2;2;;
7169962-1;2;1;2;2;1;2;;
7169963-1;0;1;2;2;1;2;;
7169964-1;3;1;2;2;1;2;;
7169965-1;1;1;1;2;2;6;;
7169965-2;0;1;2;;;3;;
7169965-3;2;1;1;2;2;2;;
7169966-1;1;1;2;2;1;2;;
7169966-2;0;1;2;;;3;;
7169967-1;2;1;2;;;5;;
7169968-1;2;1;1;2;2;6;;
7169969-1;1;1;1;2;2;2;;
7169970-1;0;1;2;;;2;;
7169971-1;0;1;1;;;3;;
7169972-1;2;1;1;2;2;2;;
7169973-1;0;1;2;;;5;;
7169974-1;1;1;2;;;4;;
7169975-1;0;1;1;;;5;;
7169977-1;0;1;1;2;2;2;;
7169978-1;0;1;2;2;1;2;;
7169979-1;1;1;1;2;2;6;;
7169980-1;2;1;1;2;2;2;;
7169981-1;1;1;1;2;2;6;;
7169982-1;0;1;1;;;5;;
7169983-1;2;1;1;2;2;6;;
7169984-1;0;1;1;2;2;6;;
7169985-1;3;1;2;;;5;;
7169986-1;0;1;2;2;1;6;;
7169987-1;3;1;1;2;2;6;;
7169988-1;1;1;1;2;2;2;;
7169989-1;0;1;1;;;5;;
7169990-1;0;1;1;2;2;6;;
7169991-1;2;1;2;2;1;6;;
7169992-1;3;1;2;2;1;2;;
7169993-1;2;1;1;2;2;2;;
7169994-1;2;1;1;2;2;2;;
7169995-1;0;1;2;;;3;;
7169996-1;0;1;1;;;5;;
7169998-1;2;1;1;2;2;2;;
7169999-1;3;1;1;2;2;2;;
7170000-1;0;1;1;2;2;6;;
7170001-1;0;1;1;2;2;2;;
7170002-1;0;1;1;;;5;;
7170003-1;0;1;1;;;5;;
7170004-1;2;1;1;2;2;2;;
7170005-1;6;1;2;;;4;;
7170006-1;0;1;2;;;6;;
7170007-1;3;1;2;2;1;2;;
7170008-1;1;1;2;;;4;;
7170009-1;0;1;2;;;3;;
7170010-1;0;1;1;2;2;2;;
7170011-1;2;1;1;2;2;2;;
7170012-1;1;1;1;2;2;2;;
7170013-1;0;1;1;;;4;;
7170014-1;3;1;2;;;3;;
7170015-1;3;1;1;2;2;6;;
7170016-1;5;1;1;2;2;2;;
7170017-1;0;1;1;2;2;2;;
7170018-1;2;1;1;2;2;6;;
7170019-1;1;1;1;2;2;6;;
7170020-1;3;1;1;2;2;2;;
7170021-1;3;1;1;2;2;6;;
7170022-1;0;1;2;2;1;6;;
7170023-1;0;1;1;2;2;6;;
7170024-1;1;1;1;2;2;6;;
7170025-1;1;1;2;;;5;;
7170026-1;2;1;1;;;4;;
7170027-1;0;1;2;;;5;;
7170028-1;1;1;1;2;2;6;;
7170029-1;1;1;2;2;1;6;;
7170030-1;1;1;1;2;2;6;;
7170031-1;0;1;1;2;2;6;;
7170032-1;2;1;2;;;5;;
7170034-1;2;1;2;2;1;2;;
7170035-1;0;1;2;;;3;;
7170036-1;1;1;2;2;1;6;;
7170037-1;1;1;2;;;4;;
7170038-1;0;1;1;;;5;;
7170039-1;2;1;1;2;2;6;;
7170041-1;2;1;1;2;2;2;;
7170042-1;1;1;1;2;2;2;;
7170043-1;1;1;2;;;4;;
7170044-1;2;1;1;2;2;2;;
7170045-1;0;1;2;;;4;;
7170048-1;2;1;1;2;2;2;;
7170049-1;2;1;2;2;1;2;;
7170050-1;1;1;2;;;4;;
7170051-1;0;1;1;;;4;;
7170052-1;5;1;1;2;2;2;;
7170053-1;4;1;1;2;2;2;;
7170054-1;3;1;2;;;4;;
7170055-1;1;1;2;;;5;;
7170056-1;2;1;2;;;4;;
7170057-1;1;1;1;2;2;2;;
7170058-1;0;1;1;2;2;2;;
7170059-1;3;1;2;;;4;;
7170060-1;1;1;2;;;5;;
7170061-1;1;1;1;2;2;6;;
7170062-1;1;1;2;;;4;;
7170063-1;2;1;1;2;2;6;;
7170064-1;1;1;2;2;1;6;;
7170065-1;0;1;1;2;2;6;;
7170066-1;3;1;1;2;2;2;;
7170067-1;1;1;2;;;3;;
7170068-1;0;1;2;;;5;;
7170069-1;0;1;1;2;2;6;;
7170070-1;0;1;2;;;5;;
7170071-1;3;1;1;2;2;6;;
7170072-1;0;1;1;2;2;6;;
7170073-1;0;1;1;;;6;;
7170074-1;2;1;2;;;6;;
7170075-1;0;1;1;;;5;;
7170076-1;1;1;1;2;2;6;;
7170077-1;1;1;2;;;4;;
7170078-1;1;1;1;2;2;6;;
7170079-1;2;1;2;;;5;;
7170080-1;0;1;2;;;5;;
7170081-1;1;1;1;2;2;2;;
7170082-1;0;1;1;;;5;;
7170083-1;1;1;2;;;3;;
7170084-1;0;1;1;2;2;2;;
7170085-1;0;1;2;2;1;6;;
7170086-1;1;1;1;2;2;6;;
7170087-1;0;1;1;2;2;6;;
7170088-1;3;1;1;2;2;2;;
7170089-1;0;1;1;2;2;6;;
7170091-1;0;1;1;2;2;6;;
7170092-1;2;1;1;2;2;6;;
7170093-1;0;1;2;;;3;;
7170094-1;1;1;1;2;2;2;;
7170095-1;2;1;1;2;2;2;;
7170096-1;0;1;2;;;3;;
7170097-1;3;1;1;2;2;6;;
7170098-1;1;1;1;2;2;6;;
7170099-1;2;1;2;;;4;;
7170100-1;0;1;1;;;5;;
7170101-1;2;1;1;2;2;6;;
7170102-1;0;1;2;;;4;;
7170103-1;0;1;1;;;5;;
7170104-1;0;1;1;2;2;2;;
7170105-1;2;1;2;;;4;;
7170113-1;0;1;1;2;2;6;;
7170114-1;0;1;1;2;2;2;;
7170115-1;1;1;1;;;4;;
7170116-1;2;1;1;2;2;2;;
7170117-1;0;1;2;;;5;;
7170118-1;3;1;2;;;4;;
7170119-1;0;1;1;;;4;;
7170120-1;1;1;1;2;2;2;;
7170121-1;1;1;1;2;2;2;;
7170122-1;0;1;1;2;2;2;;
7170123-1;0;1;1;2;2;6;;
7170124-1;2;1;2;;;3;;
7170125-1;0;1;1;;;4;;
7170126-1;1;1;1;2;2;1;;
7170127-1;4;1;1;2;2;2;;
7170129-1;3;1;2;;;4;;
7170130-1;1;1;1;2;2;2;;
7170131-1;2;1;1;2;2;2;;
7170132-1;1;1;1;2;2;2;;
7170133-1;2;1;2;;;5;;
7170134-1;4;1;2;;;4;;
7170135-1;1;1;2;;;4;;
7170136-1;4;1;1;2;2;2;;
7170137-1;0;1;2;;;3;;
7170138-1;0;1;1;;;5;;
7170139-1;1;1;1;2;2;6;;
7170140-1;3;1;2;;;5;;
7170141-1;2;1;1;2;2;2;;
7170143-1;2;1;1;;;3;;
7170144-1;0;1;1;;;5;;
7170145-1;2;1;1;2;2;6;;
7170147-1;0;1;1;;;4;;
7170148-1;0;1;1;2;2;6;;
7170149-1;0;1;1;;;4;;
7170150-1;3;1;1;2;2;1;;
7170151-1;0;1;1;2;2;6;;
7170152-1;1;1;2;;;3;;
7170153-1;0;1;2;;;5;;
7170154-1;1;1;1;2;2;2;;
7170155-1;1;1;2;;;3;;
7170156-1;0;1;1;2;2;2;;
7170157-1;1;1;1;2;2;6;;
7170158-1;0;1;1;2;2;6;;
7170159-1;1;1;1;2;2;2;;
7170160-1;1;1;1;2;2;2;;
7170161-1;3;1;2;;;5;;
7170162-1;2;1;1;2;2;2;;
7170163-1;0;1;2;;;5;;
7170164-1;1;1;1;;;4;;
7170165-1;2;1;2;;;3;;
7170167-1;0;1;2;;;3;;
7170170-1;0;1;1;;;4;;
7170171-1;2;1;1;2;2;2;;
7170173-1;3;1;2;;;5;;
7170174-1;1;1;2;;;4;;
7170175-1;0;1;1;;;5;;
7170176-1;2;1;1;2;2;2;;
7170177-1;2;1;2;;;4;;
7170178-1;1;1;2;;;4;;
7170179-1;1;1;1;2;2;2;;
7170182-1;1;1;2;2;1;6;;
7170183-1;1;1;1;2;2;2;;
7170184-1;0;1;1;;;4;;
7170185-1;2;1;1;2;2;6;;
7170186-1;3;1;2;2;1;2;;
7170187-1;1;1;1;2;2;2;;
7170189-1;0;1;2;2;1;2;;
7170190-1;1;1;2;;;5;;
7170191-1;0;1;2;;;3;;
7170192-1;2;1;2;;;4;;
7170193-1;1;1;1;2;2;6;;
7170194-1;0;1;1;2;2;6;;
7170196-1;0;1;2;;;3;;
7170197-1;0;1;1;;;5;;
7170198-1;0;1;1;;;5;;
7170199-1;0;1;2;;;3;;
7170200-1;0;1;1;2;2;6;;
7170201-1;0;1;1;2;2;6;;
7170208-1;1;1;2;2;1;2;;
7170209-1;0;1;1;;;4;;
7170210-1;1;1;1;;;3;;
7170211-1;0;1;1;2;2;6;;
7170212-1;1;1;1;2;2;2;;
7170213-1;0;1;1;;;5;;
7170215-1;0;1;1;;;6;;
7170216-1;0;1;1;2;2;6;;
7170220-1;3;1;2;;;3;;
7170221-1;0;1;1;2;2;6;;
7170222-1;3;1;1;;;3;;
7170223-1;0;1;2;2;1;2;;
7170224-1;1;1;2;;;3;;
7170225-1;0;1;2;;;5;;
7170226-1;3;1;2;2;1;2;;
7170227-1;0;1;2;;;3;;
7170228-1;0;1;1;;;4;;
7170229-1;0;1;1;2;2;6;;
7170230-1;1;1;1;2;2;2;;
7170243-1;1;1;1;2;2;6;;
7170246-1;1;1;2;;;4;;
7170247-1;1;1;1;2;2;2;;
7170248-1;2;1;2;;;4;;
7170250-1;2;1;2;2;1;6;;
7170251-1;0;1;1;2;2;6;;
7170252-1;0;1;2;;;1;;
7170255-1;0;1;1;2;2;2;;
7170258-1;0;1;1;;;3;;
7170267-1;0;1;2;;;4;;
7170268-1;2;1;2;2;1;2;;
7170269-1;2;1;1;2;2;2;;
7170270-1;0;1;1;2;2;2;;
7170271-1;0;1;2;;;3;;
7170272-1;0;1;1;2;2;6;;
7170273-1;1;1;1;;;3;;
7170274-1;2;1;1;2;2;2;;
7170275-1;3;1;1;2;2;2;;
7170276-1;1;1;1;2;2;2;;
7170277-1;2;1;2;2;1;2;;
7170278-1;3;1;1;2;2;2;;
7170279-1;0;1;1;;;5;;
7170280-1;1;1;1;2;2;2;;
7170281-1;0;1;1;;;2;;
7170282-1;0;1;1;2;2;2;;
7170283-1;1;1;2;2;1;2;;
7170284-1;1;1;1;2;2;2;;
7170285-1;0;1;1;2;2;2;;
7170286-1;0;1;1;;;4;;
7170287-1;1;1;1;2;2;2;;
7170288-1;0;1;1;;;4;;
7170290-1;1;1;2;;;2;;
7170291-1;4;1;1;2;2;2;;
7170292-1;0;1;1;;;4;;
7170293-1;0;1;1;;;3;;
7170294-1;1;1;1;2;2;2;;
7170295-1;0;1;2;;;3;;
7170296-1;0;1;2;;;5;;
7170297-1;0;1;2;;;4;;
7170298-1;0;1;2;;;3;;
7170299-1;0;1;2;;;3;;
7170300-1;0;1;1;;;2;;
7170301-1;0;1;1;;;3;;
7170307-1;2;1;2;2;1;2;;
7170309-1;0;1;1;2;2;6;;
7170316-1;0;1;1;2;2;6;;
7170317-1;1;1;1;2;2;6;;
7170318-1;2;1;1;2;2;6;;
7170319-1;2;1;1;2;2;6;;
7170320-1;2;1;1;2;2;6;;
7170321-1;1;1;2;;;4;;
7170323-1;0;1;2;;;5;;
7170324-1;1;1;1;2;2;6;;
7170325-1;1;1;1;2;2;6;;
7170326-1;1;1;1;2;2;2;;
7170327-1;0;1;1;2;2;6;;
7170328-1;1;1;2;2;1;2;;
7170329-1;2;1;1;2;2;2;;
7170330-1;2;1;1;2;2;2;;
7170331-1;3;1;1;2;2;6;;
7170332-1;1;1;1;2;2;6;;
7170333-1;2;1;1;;;5;;
7170334-1;1;1;2;;;6;;
7170337-1;0;1;1;;;2;;
7170338-1;0;1;1;;;5;;
7170339-1;1;1;2;;;3;;
7170340-1;1;1;2;;;5;;
7170341-1;0;1;2;;;5;;
7170342-1;0;1;1;;;5;;
7170344-1;0;1;2;;;3;;
7170345-1;2;1;1;2;2;6;;
7170346-1;0;1;1;;;5;;
7170347-1;3;1;1;2;2;6;;
7170349-1;1;1;1;2;2;6;;
7170350-1;2;1;2;;;4;;
7170351-1;0;1;2;2;1;2;;
7170353-1;0;1;1;2;2;6;;
7170354-1;2;1;2;2;1;2;;
7170355-1;1;1;2;2;1;6;;
7170356-1;1;1;1;2;2;2;;
7170357-1;1;1;1;2;2;2;;
7170357-2;2;1;2;2;1;1;;
7170358-1;1;1;1;;;4;;
7170359-1;1;1;1;2;2;6;;
7170360-1;1;1;1;2;2;2;;
7170361-1;3;1;1;2;2;6;;
7170363-1;1;1;1;2;2;6;;
7170364-1;1;1;2;;;5;;
7170365-1;2;1;1;2;2;2;;
7170367-1;2;1;1;2;2;6;;
7170373-1;2;1;1;2;2;2;;
7170374-1;0;1;1;2;2;6;;
7170375-1;2;1;1;2;2;6;;
7170376-1;1;1;2;;;3;;
7170377-1;1;1;1;2;2;6;;
7170379-1;0;1;1;2;2;2;;
7170380-1;2;1;1;2;2;6;;
7170381-1;2;1;1;2;2;2;;
7170382-1;1;1;1;2;2;2;;
7170384-1;0;1;1;;;5;;
7170385-1;0;1;1;;;4;;
7170388-1;0;1;1;;;2;;
7170389-1;0;1;1;;;6;;
7170390-1;1;1;1;;;4;;
7170391-1;0;1;1;;;5;;
7170392-1;2;1;1;2;2;2;;
7170393-1;0;1;1;;;2;;
7170394-1;1;1;1;2;2;2;;
7170396-1;3;1;2;2;1;6;;
7170398-1;0;1;1;2;2;6;;
7170400-1;0;1;2;;;4;;
7170401-1;0;1;2;2;1;2;;
7170402-1;0;1;1;2;2;6;;
7170403-1;0;1;2;;;3;;
7170404-1;0;1;2;;;3;;
7170405-1;0;1;2;;;3;;
7170406-1;2;1;1;2;2;6;;
7170407-1;0;1;1;2;2;6;;
7170408-1;0;1;2;;;5;;
7170409-1;0;1;1;;;5;;
7170410-1;1;1;2;2;1;6;;
7170411-1;0;1;2;;;3;;
7170412-1;0;1;1;;;5;;
7170413-1;1;1;2;;;4;;
7170414-1;0;1;2;;;4;;
7170415-1;1;1;1;;;4;;
7170416-1;0;1;2;;;5;;
7170417-1;1;1;1;2;2;6;;
