Codigo;Hijos;Sexo Jefe;Sexo Conyuge;Tipo Union;Edad Jefe;Edad Conyuge;Region;Cantidad de personas;Estrato vivienda;Trabajo Jefe;Trabajo conyuge;Ingresos totales;Uso tecnologia Jefe;Uso tecnologia conyuge;Edu Jefe;Edu Conyuge;Afiliacion salud;N cuartos;N cuartos dormir;Valor Electricidad;N usos Lavadora
7120053-1;2;1;2;6;59;68;4;4;3;1;4;6608333;2;2;3;3;1;6;3;52000;2
7120054-1;2;2;1;2;40;41;4;4;2;4;1;1770600;2;2;1;1;1;3;2;28000;2
7120055-1;2;2;1;6;36;44;4;4;3;1;1;8131000;2;2;3;3;1;7;3;60000;2
7120061-1;2;2;1;6;30;32;9;4;2;1;4;4454166;0;0;1;1;1;4;2;25000;2
7120062-1;1;1;2;6;75;69;9;4;1;5;5;1033333;0;0;0;1;1;4;3;42000;2
7120063-1;1;1;2;6;48;49;9;3;1;1;1;985833;0;0;1;1;1;3;2;26000;1
7120065-1;0;1;2;2;41;40;9;2;1;1;1;2455833;0;1;1;1;1;2;1;22000;2
7120066-1;1;1;2;2;53;50;9;3;1;1;4;895000;0;2;1;1;1;3;2;15400;2
7120067-1;1;1;2;1;24;23;9;2;1;1;4;1178000;2;2;3;3;1;2;1;20000;0
7120069-1;0;2;1;6;82;88;9;2;1;5;5;700000;0;0;1;1;1;3;2;27000;0
7120071-1;0;1;2;2;41;49;9;2;1;1;4;2133481;2;0;1;1;1;3;1;25000;2
7120075-1;6;1;2;1;40;30;9;8;1;1;1;420000;0;0;1;1;1;4;3;45000;0
7120084-1;1;2;1;2;42;43;9;3;1;2;1;863500;2;2;3;1;1;2;1;90000;0
7120085-1;1;1;2;6;26;20;9;3;2;1;1;3442000;2;2;3;3;1;3;1;48000;2
7120086-1;0;1;2;6;76;70;9;2;1;4;4;200000;0;0;1;1;1;3;1;23600;0
7120087-1;0;1;2;6;73;62;9;2;1;4;5;550000;0;0;1;1;1;1;1;94600;2
7120089-1;2;1;2;6;52;45;9;5;1;1;1;1495833;2;0;1;1;1;3;2;82000;2
7120090-1;1;1;2;2;44;50;9;3;2;1;4;972000;2;0;1;1;1;3;2;33000;1
7121638-1;2;1;2;2;62;56;1;4;2;1;4;4900000;0;0;3;1;1;4;3;70000;3
7121641-1;2;1;2;6;51;50;1;5;1;1;4;4828211;2;0;1;1;1;4;3;200000;3
7121642-1;3;1;2;6;63;52;1;7;1;2;4;2118744;2;2;1;1;1;4;3;39800;3
7121643-1;1;1;2;6;29;24;1;3;1;1;4;4833333;2;2;3;3;1;3;2;167360;3
7121644-1;3;1;2;6;40;42;1;5;1;1;4;3056422;2;2;1;1;1;4;3;40000;0
7121645-1;1;1;2;6;61;54;1;3;1;1;1;3025000;1;2;1;3;1;3;2;79000;3
7121649-1;0;1;2;2;55;56;1;3;1;6;4;680000;0;0;1;1;1;4;2;40700;2
7121652-1;2;1;2;6;37;38;1;4;1;4;1;816666;2;2;1;3;1;4;3;32500;3
7121653-1;2;1;2;6;54;52;1;10;1;1;4;1290000;0;0;1;1;1;4;3;34000;0
7121658-1;3;2;1;2;34;34;1;5;0;1;1;1615616;0;0;1;1;1;2;2;20000;0
7121660-1;3;2;1;2;31;34;1;4;1;4;1;1496615;2;1;1;1;1;3;2;57000;0
7121663-1;3;1;2;2;38;37;1;6;1;2;4;870666;2;1;1;1;2;5;3;29000;3
7121664-1;2;1;2;6;24;25;1;4;1;1;4;1102152;2;1;1;1;1;3;2;25000;2
7121666-1;1;2;1;2;31;24;1;3;1;4;1;1021652;2;2;1;1;1;2;2;30000;2
7121667-1;1;2;1;2;19;22;1;3;1;3;1;545000;1;1;3;1;1;2;1;25000;0
7121669-1;4;1;2;2;45;28;1;7;1;1;4;700000;0;0;0;1;1;4;3;50000;2
7121674-1;1;1;2;2;59;27;1;3;4;1;4;1150000;0;2;1;1;1;1;1;9325;3
7121676-1;0;1;2;2;70;63;1;2;4;1;2;668333;0;0;1;0;1;3;1;90188;0
7121682-1;3;1;2;6;44;41;1;6;4;1;4;1986666;0;0;0;0;2;3;2;95934;4
7121689-1;0;1;2;6;48;26;1;2;2;1;4;2000000;2;2;1;3;2;5;1;56000;2
7121693-1;2;1;2;6;51;55;1;6;2;1;4;3030000;0;0;3;3;1;4;3;209710;2
7121694-1;2;2;1;2;31;33;1;4;2;2;1;1400000;2;2;3;1;1;3;1;88434;0
7121697-1;2;2;1;2;33;38;1;4;2;4;1;1182500;2;2;1;1;1;4;2;32000;0
7121698-1;1;2;1;2;21;28;1;3;2;4;1;900000;0;0;1;1;1;2;1;14952;2
7121699-1;2;1;2;2;32;26;1;4;2;1;4;970000;2;0;3;1;1;3;1;62000;0
7121704-1;0;2;1;2;62;69;1;2;2;4;5;1132000;0;0;1;1;1;3;2;50000;0
7121705-1;3;1;2;2;56;56;1;8;2;1;4;3804500;1;2;1;1;1;3;2;46088;2
7121706-1;2;1;2;2;58;45;1;5;2;5;1;1272500;0;0;1;1;1;4;3;62000;0
7121707-1;0;1;2;2;57;62;1;2;2;1;4;1200000;0;0;1;0;1;1;1;300000;2
7121709-1;1;1;2;2;30;41;1;3;1;2;4;60000;0;0;0;1;2;1;1;0;0
7121710-1;1;2;1;1;46;38;1;3;0;4;1;1159833;0;0;1;0;1;2;1;44440;0
7121712-1;2;1;2;2;73;47;1;5;0;1;4;996000;0;0;0;0;1;3;2;86700;0
7121718-1;0;1;2;6;69;63;1;2;2;1;1;7633333;0;0;3;3;1;5;1;190000;1
7121719-1;4;1;2;2;38;47;1;6;0;1;4;1532583;0;0;1;1;1;3;2;69094;1
7121720-1;2;1;2;2;35;26;1;4;2;1;4;1080000;0;0;1;1;1;4;2;35000;0
7121723-1;3;2;1;2;30;32;1;5;1;4;1;668666;0;0;1;1;1;2;2;85604;1
7121724-1;2;2;1;2;49;62;1;4;1;1;1;794000;0;0;1;0;1;4;2;100470;0
7121732-1;2;1;2;2;25;27;1;4;0;1;1;850000;0;0;1;1;1;1;1;98992;0
7121733-1;4;1;2;2;31;27;1;6;0;1;4;309583;2;2;1;1;2;1;1;68499;0
7121734-1;0;2;1;1;68;65;1;2;0;1;1;700000;0;0;0;1;1;2;1;69884;0
7121735-1;2;2;1;2;20;48;1;3;0;4;1;1212666;2;2;1;1;1;2;1;31032;0
7121738-1;3;1;2;2;40;35;1;7;0;1;1;458000;0;0;1;1;2;1;1;107119;0
7121741-1;1;1;2;1;33;31;1;3;1;1;1;790000;2;2;1;1;1;3;2;60000;2
7121742-1;1;1;2;1;26;21;1;4;1;1;1;2200000;2;2;1;1;2;3;2;40000;0
7121748-1;0;2;1;2;52;59;1;2;3;4;6;1375000;0;0;1;1;1;4;1;92500;2
7121755-1;0;1;2;6;32;43;1;2;1;2;4;100000;2;0;1;1;1;2;1;26000;4
7121756-1;2;1;2;2;29;25;1;4;1;1;4;305000;2;1;1;1;1;2;1;38000;0
7121757-1;0;1;2;2;62;61;1;3;1;2;4;235000;0;2;1;1;1;3;2;38000;1
7121759-1;2;1;2;2;25;26;1;3;1;1;4;600000;1;2;1;2;1;2;1;13300;0
7121762-1;0;1;2;6;65;55;1;2;1;1;4;374166;0;1;1;1;1;3;1;81100;1
7121763-1;0;1;2;6;77;73;1;2;1;4;4;475000;0;0;1;1;1;5;2;60000;1
7121764-1;0;1;2;6;53;57;1;2;1;1;1;1800000;0;1;0;1;1;4;1;70000;1
7121770-1;1;1;2;6;75;69;1;3;1;5;4;625000;0;0;1;0;1;3;2;57000;1
7121773-1;3;1;2;6;46;41;1;5;1;1;4;1258116;0;0;1;3;1;3;2;35000;0
7121774-1;0;1;2;6;63;62;1;2;1;1;4;650000;0;0;1;1;1;4;1;50000;1
7121776-1;0;1;2;6;60;60;5;4;3;1;4;3620000;2;2;3;3;1;4;2;90000;1
7121783-1;0;2;1;2;57;59;5;2;3;4;1;3250000;2;2;1;3;1;4;1;40000;1
7121801-1;0;1;2;2;85;72;3;2;2;5;4;430000;0;0;0;0;1;4;1;30000;1
7121805-1;3;1;2;6;39;40;3;5;2;1;4;2137666;2;2;1;1;1;5;3;70000;2
7121806-1;1;1;2;2;32;33;3;3;1;1;4;657833;2;2;1;1;1;2;1;12000;0
7121808-1;1;1;2;2;20;35;3;3;1;1;4;1035000;0;0;1;1;1;2;1;15000;0
7121808-2;0;1;2;2;29;27;3;2;1;1;4;800000;0;2;1;1;1;2;1;15000;0
7121810-1;0;1;2;1;39;19;3;2;1;1;4;1500000;2;2;1;3;1;3;1;26000;0
7121811-1;2;1;2;6;34;35;3;4;1;1;4;1679166;2;2;3;3;1;2;1;35000;2
7121819-1;1;1;2;6;26;35;3;5;2;1;1;2655000;2;2;1;3;1;4;3;55000;2
7121822-1;2;1;2;1;28;23;3;4;3;1;4;1911666;2;2;3;1;1;3;2;50000;2
7121829-1;2;1;2;2;50;45;3;4;1;1;4;1200000;0;0;1;1;1;2;1;19000;0
7121830-1;2;1;2;2;47;42;3;4;1;1;4;609500;0;2;1;1;1;3;2;17000;0
7121832-1;0;1;2;2;25;16;3;4;1;1;4;800000;0;2;1;3;1;6;5;10000;0
7121835-1;1;1;2;2;44;42;3;3;3;1;4;1090000;2;2;1;3;1;4;2;82000;2
7121838-1;1;2;1;2;41;51;3;3;3;4;1;873200;2;0;3;1;1;2;2;10000;0
7121841-1;2;1;2;2;40;31;3;4;1;2;1;715000;0;1;1;1;1;4;3;34000;2
7121844-1;0;1;2;6;61;55;3;2;1;4;4;333333;2;2;1;1;1;3;1;37000;2
7121846-1;2;1;2;2;26;22;3;4;1;1;4;912500;0;0;3;3;1;3;1;15000;0
7121847-1;2;1;2;2;54;42;3;4;1;1;4;2900000;2;2;1;1;1;4;3;27490;2
7121848-1;1;1;2;6;48;45;3;3;1;1;1;1600000;2;2;1;1;1;4;2;12000;0
7121853-1;0;1;2;2;43;50;3;2;2;2;4;4509364;0;0;1;1;2;3;1;20000;0
7121854-1;1;1;2;6;53;42;3;6;3;1;4;1580000;0;0;1;1;2;4;3;77000;0
7121856-1;4;1;2;2;45;41;3;6;1;2;4;758333;0;0;1;1;1;5;3;22000;3
7121857-1;1;1;2;6;38;27;3;3;1;1;1;3686250;2;2;1;1;1;5;2;26000;2
7121859-1;0;1;2;6;71;64;3;2;2;1;4;616666;0;0;1;1;1;4;2;52300;0
7121860-1;0;1;2;6;62;62;3;3;2;1;4;2346666;0;0;0;1;1;5;2;37000;2
7121862-1;3;1;2;6;59;51;3;5;1;1;4;783333;0;0;1;1;1;5;4;35000;2
7121866-1;0;1;2;2;32;42;3;2;1;1;4;2900000;2;2;1;1;1;4;1;29000;1
7121867-1;3;1;2;2;28;26;3;5;1;1;4;1217500;2;0;1;1;1;2;1;38000;2
7121868-1;2;2;1;6;44;46;3;4;1;1;1;1018333;2;2;1;1;1;4;2;34000;0
7121869-1;1;1;2;6;49;43;3;3;1;1;1;1292333;2;2;1;3;1;4;3;30000;2
7121871-1;4;1;2;6;46;35;3;6;2;1;4;1687000;0;0;1;1;1;3;2;100000;0
7121884-1;0;1;2;6;62;61;3;2;1;1;4;120000;0;0;1;1;1;3;1;13000;0
7121888-1;1;1;2;2;31;21;3;3;1;1;4;833333;0;1;1;1;2;4;1;5000;0
7121890-1;2;1;2;2;20;20;3;4;1;1;4;790500;0;0;1;1;1;2;1;85340;2
7121892-1;3;1;2;6;45;38;3;5;1;1;4;1973833;0;0;1;1;1;4;3;35000;0
7121894-1;2;2;1;2;35;31;3;4;2;4;1;1647333;2;2;1;1;1;4;3;30000;2
7121895-1;1;1;2;6;70;55;3;3;1;1;4;744500;0;0;1;1;1;3;2;25000;0
7121898-1;2;2;1;2;41;52;3;4;1;4;1;730000;2;0;1;0;1;4;3;48000;0
7121899-1;1;1;2;6;23;29;3;3;1;1;4;800000;2;2;1;1;1;3;1;15000;2
7121906-1;1;1;2;2;54;52;3;3;2;1;4;1750000;2;0;1;1;1;5;2;180000;0
7121908-1;1;1;2;6;75;68;3;5;2;4;4;2630000;0;2;1;3;1;8;3;49000;1
7121910-1;0;1;2;6;61;54;3;2;2;4;4;266666;2;2;1;1;1;3;1;48000;0
7121911-1;1;1;2;6;83;75;3;3;2;5;5;715000;0;0;1;1;1;5;2;30000;2
7121912-1;1;2;1;2;35;44;3;3;2;1;1;1595000;2;2;1;1;1;5;2;25000;2
7121913-1;1;1;2;6;65;60;3;3;1;5;4;370833;0;0;1;1;1;6;2;25000;0
7121921-1;2;2;1;6;29;29;3;4;3;4;1;1050000;2;2;3;3;2;4;3;28140;0
7121922-1;2;2;1;2;38;42;3;4;2;4;1;2200000;2;2;3;1;2;4;3;32000;2
7121924-1;1;1;2;2;29;37;3;4;1;2;4;590000;0;0;1;1;1;3;2;30000;0
7121926-1;1;1;2;6;27;24;3;3;2;1;4;1805000;2;2;1;3;1;4;2;15000;2
7121928-1;4;1;2;6;49;39;3;6;2;1;4;1016833;0;2;1;1;1;4;3;40000;1
7121931-1;0;1;2;6;59;60;3;2;2;4;1;5400000;2;2;1;3;1;4;3;25000;1
7121934-1;3;2;1;6;41;52;3;5;2;1;1;1712666;2;0;2;1;1;3;2;50000;0
7121936-1;1;1;2;6;56;51;3;4;2;1;4;2266666;0;2;1;1;1;3;2;35000;2
7121937-1;0;1;2;2;62;54;3;2;2;1;4;828116;0;2;1;1;1;5;2;44000;2
7121945-1;0;1;2;6;89;68;3;2;3;5;4;4215190;0;1;1;1;1;4;1;60000;1
7121947-1;0;1;2;6;73;65;3;2;3;4;4;1136666;0;2;1;1;1;5;2;54000;1
7121950-1;0;1;2;2;66;66;3;4;3;6;6;5428116;2;0;3;3;1;5;3;72000;2
7121952-1;2;1;2;6;47;31;3;4;3;1;1;5361449;2;2;3;3;1;4;3;86000;3
7121953-1;0;1;2;6;72;64;3;2;3;1;1;800000;0;0;1;1;1;3;2;80000;0
7121955-1;0;1;2;6;52;37;3;2;3;1;1;6540000;2;2;3;3;1;4;1;34000;2
7121957-1;1;1;2;2;43;35;3;3;3;1;4;2300000;2;2;3;3;1;4;2;0;3
7121960-1;3;1;2;6;48;49;2;5;3;2;1;4075000;2;2;3;3;1;4;3;81000;2
7121961-1;0;1;2;1;32;21;2;2;3;2;3;1120000;2;2;3;3;2;3;2;15540;1
7121962-1;2;2;1;1;38;48;2;4;3;4;1;4481668;0;0;1;1;1;3;2;20000;0
7121963-1;0;2;1;6;66;80;2;2;3;6;6;1408333;0;0;1;1;1;3;2;20000;2
7121974-1;0;1;2;2;69;51;2;2;2;4;4;1100000;0;0;1;1;1;4;1;15000;1
7121975-1;0;1;2;2;61;59;2;2;2;1;4;800000;0;0;1;1;1;4;1;28000;2
7121976-1;0;1;2;2;56;49;2;2;2;1;4;9400000;2;2;1;1;1;4;1;30000;2
7121977-1;0;1;2;2;60;58;2;4;2;1;1;1744287;0;0;3;1;1;3;3;17000;0
7121978-1;2;1;2;6;47;43;2;4;2;6;1;4819500;2;2;3;3;1;2;2;52000;3
7121981-1;1;1;2;2;29;26;2;3;2;1;4;1310000;0;0;1;1;2;3;2;20000;0
7121983-1;3;1;2;6;43;47;2;5;2;1;1;1488116;2;2;3;3;1;4;3;32000;2
7121985-1;1;1;2;6;48;35;2;3;2;1;4;2785000;2;2;3;1;1;4;3;24000;2
7121987-1;3;1;2;1;47;37;2;5;2;1;4;1955574;0;1;1;1;1;3;2;35000;0
7121992-1;2;1;2;2;41;37;2;4;3;1;3;911449;2;2;3;3;1;3;2;50000;2
7121995-1;2;2;1;2;41;47;2;3;2;1;1;1262500;0;0;1;1;1;3;2;45000;2
7121997-1;2;1;2;6;36;36;2;4;2;2;2;1179333;2;2;1;1;2;3;3;23000;0
7122001-1;0;2;1;6;59;58;2;2;2;4;2;3006666;2;2;1;1;2;3;1;25000;1
7122004-1;0;2;1;1;60;48;2;2;2;1;1;1700000;0;0;0;0;2;3;1;20000;0
7122005-1;1;1;2;2;27;24;2;5;2;1;4;2400000;0;0;1;1;2;4;3;25000;0
7122007-1;4;1;2;1;45;34;2;6;2;1;1;3260000;2;2;1;1;2;3;3;25000;0
7122011-1;0;1;2;2;59;48;2;2;3;1;1;3000000;2;2;3;2;1;4;1;68000;1
7122012-1;0;1;2;2;50;49;2;2;3;1;1;3100000;2;2;3;1;1;4;2;177000;2
7122013-1;2;1;2;2;46;36;2;4;3;1;4;2337500;2;2;3;3;1;5;3;150000;1
7122014-1;1;1;2;6;78;81;2;3;3;4;5;2400000;0;0;1;1;1;5;3;120000;2
7122015-1;0;1;2;2;23;22;2;2;2;1;1;2930000;2;2;3;3;1;4;2;20000;3
7122027-1;2;1;2;2;48;37;2;4;0;4;4;703333;2;2;1;1;1;2;2;30450;2
7122029-1;0;1;2;6;64;59;2;2;0;1;4;220000;0;0;1;1;1;3;1;58762;0
7122034-1;1;1;2;6;79;77;2;3;1;4;4;2750000;0;0;0;0;1;3;1;22000;2
7122037-1;2;1;2;2;55;31;2;4;2;1;4;1081666;0;0;1;1;1;3;2;16620;3
7122039-1;3;2;1;2;34;39;2;5;2;1;1;2120000;2;0;3;1;1;4;3;38000;1
7122041-1;0;2;1;2;47;44;2;2;2;1;1;2600000;2;2;1;1;1;3;1;47000;3
7122042-1;1;2;1;6;60;70;2;5;1;4;5;2180000;2;0;1;1;1;4;3;120000;0
7122042-2;1;2;1;2;29;39;2;3;1;6;4;1108000;2;2;3;1;1;3;1;96190;2
7122044-1;0;2;1;6;45;45;2;3;1;1;1;600000;0;0;1;1;1;3;2;48000;0
7122047-1;0;1;2;2;66;62;2;2;3;1;4;4866666;2;2;1;1;1;3;1;106000;1
7122051-1;2;1;2;6;52;30;2;4;4;4;4;4400000;2;2;3;3;1;2;1;50000;2
7122052-1;0;2;1;1;22;19;2;2;4;1;1;2105365;2;2;3;1;1;2;1;44000;0
7122056-1;0;1;2;6;57;53;2;3;2;1;4;1200000;0;0;1;0;1;2;2;210000;0
7122057-1;2;1;2;2;31;46;2;4;2;1;4;1321666;0;2;1;1;1;5;2;42000;2
7122061-1;1;1;2;2;71;55;2;4;2;4;4;2934333;0;0;1;1;1;3;2;71555;3
7122062-1;3;2;1;2;34;33;2;5;2;1;2;545000;2;2;1;1;1;3;2;70000;0
7122063-1;0;2;1;2;24;34;2;2;2;1;1;2589523;2;2;3;3;1;2;1;93967;2
7122064-1;1;1;2;6;63;64;2;3;2;1;4;1750000;0;0;1;1;1;4;2;80000;0
7122065-1;0;2;1;6;62;70;2;3;3;1;1;3150000;2;2;1;1;1;4;3;106000;2
7122067-1;2;1;2;6;34;32;2;4;2;1;1;1295000;2;2;1;2;2;3;2;60000;2
7122069-1;0;1;2;2;67;61;2;2;2;5;6;3068116;2;0;3;1;1;4;3;25000;0
7122071-1;3;2;1;6;38;46;2;5;3;1;1;4348500;2;2;3;1;1;4;3;65000;1
7122076-1;1;1;2;2;61;52;2;3;1;1;4;1280000;0;2;1;1;1;4;2;65000;2
7122078-1;0;1;2;6;64;59;2;2;1;1;1;700000;0;0;2;1;1;2;1;50000;0
7122079-1;0;1;2;6;73;73;2;8;1;4;4;2030500;0;0;0;0;1;6;4;35000;3
7122081-1;2;2;1;2;38;39;2;4;2;4;1;1100000;2;0;1;1;1;4;3;30000;0
7122083-1;2;1;2;2;38;36;2;4;2;1;1;2278666;2;0;1;1;1;4;3;28000;1
7122086-1;3;2;1;2;23;39;2;4;1;4;1;1030000;2;2;1;1;1;4;2;28000;2
7122086-2;1;2;1;2;29;43;2;3;1;1;1;1430000;2;2;1;1;1;4;2;28000;0
7122088-1;3;2;1;2;40;41;2;8;2;4;1;2527898;2;2;1;1;1;5;4;120000;3
7122089-1;4;1;2;6;49;31;2;7;2;4;4;1175166;0;1;1;1;1;3;3;28000;0
7122090-1;1;1;2;6;48;45;2;4;2;1;6;3850000;2;2;1;1;1;4;3;70000;2
7122091-1;2;2;1;2;38;40;2;4;2;1;1;2530184;2;0;1;1;1;3;2;102000;2
7122093-1;2;1;2;6;59;54;2;4;3;1;4;3539166;2;2;1;3;1;4;3;210000;2
7122094-1;3;1;2;6;54;40;2;5;3;1;4;2128333;0;2;1;1;1;4;3;100000;3
7122096-1;0;1;2;6;32;29;2;3;2;1;1;2533333;2;2;3;3;1;3;2;32000;2
7122097-1;0;1;2;6;56;64;2;2;3;1;4;1678116;0;0;1;1;1;4;1;78000;1
7122098-1;0;2;1;1;51;41;2;2;3;1;1;2532032;2;2;3;1;1;4;1;47000;1
7122108-1;1;1;2;2;45;39;2;3;3;1;1;1400000;0;2;1;3;1;4;2;150000;2
7122110-1;1;1;2;1;26;39;2;3;3;1;6;4100000;2;2;3;3;1;3;2;100000;2
7122111-1;2;1;2;6;56;58;2;5;3;1;4;2825000;0;0;1;1;1;4;3;150000;3
7122115-1;0;2;1;6;63;65;2;2;2;1;2;650000;0;0;1;1;1;3;1;200000;0
7122115-2;2;2;1;6;42;48;2;4;2;4;1;1325000;2;2;1;1;1;2;1;200000;2
7122116-1;1;1;2;6;84;86;2;3;2;5;4;1694981;0;0;0;1;1;2;2;50000;0
7122116-2;0;1;2;6;57;49;2;2;2;1;4;680000;0;0;1;1;1;1;1;50000;0
7122116-3;2;2;1;6;30;33;2;5;2;4;1;1345250;2;2;3;1;1;2;2;50000;0
7122117-1;0;1;2;6;62;47;2;2;2;1;1;6200000;2;2;1;1;1;3;2;300000;1
7122118-1;2;2;1;2;48;47;2;4;2;4;1;2285000;2;2;1;1;1;3;2;213000;2
7122120-1;0;1;2;6;70;63;2;2;2;6;4;1300000;0;0;0;1;1;5;2;170000;0
7122120-2;0;2;1;6;46;49;2;2;2;4;1;1325148;0;2;1;3;1;2;1;100135;1
7122120-3;2;2;1;2;44;52;2;4;2;4;1;1470329;0;0;1;1;1;3;2;13594;0
7122122-1;2;1;2;2;24;22;2;4;2;2;4;30000;0;0;1;1;1;3;1;25000;0
7122123-1;2;1;2;2;70;61;2;7;2;1;4;3140000;0;0;1;1;2;4;2;160000;1
7122132-1;0;1;2;6;63;59;2;3;2;4;5;1340000;0;0;1;1;1;4;2;97000;2
7122134-1;3;1;2;6;48;43;2;5;2;2;1;1953333;0;0;2;1;1;4;3;56000;1
7122135-1;1;1;2;6;50;43;2;3;3;6;4;2883333;2;2;1;1;1;4;2;57000;2
7122138-1;2;1;2;6;40;38;2;4;2;1;1;3695000;2;2;1;1;1;6;3;200000;1
7122141-1;1;2;1;2;39;49;2;3;2;4;1;480000;0;0;1;1;2;1;1;47228;0
7122142-1;2;2;1;2;32;31;2;5;2;4;1;900000;2;2;1;1;1;3;1;100000;3
7122143-1;1;1;2;2;27;26;2;3;2;1;4;1310395;2;2;1;1;1;2;1;60000;0
7122145-1;5;2;1;2;63;55;2;7;2;4;1;1340511;0;0;1;1;1;4;3;130000;2
7122148-1;2;1;2;6;49;44;2;4;2;4;6;1280000;0;2;1;3;1;3;2;83000;3
7122151-1;0;2;1;6;28;32;2;2;2;1;1;2624933;2;2;3;3;1;4;1;63000;1
7122152-1;1;1;2;6;68;63;2;5;2;4;4;2339383;2;2;1;1;1;4;3;100000;2
7122153-1;1;1;2;6;63;61;2;4;2;1;4;3078116;2;2;3;1;2;4;3;110000;2
7122154-1;1;1;2;6;54;48;2;3;2;2;1;4716333;2;2;1;1;1;3;2;80000;2
7122159-1;2;1;2;2;30;30;7;6;6;6;4;25322666;2;2;2;3;1;5;4;520000;2
7122161-1;1;1;2;1;70;62;7;3;5;4;4;3541666;2;2;1;1;1;4;2;140000;2
7122162-1;0;1;2;6;68;63;7;2;5;4;4;2308166;0;0;1;1;1;3;1;260000;2
7122164-1;2;1;2;2;43;42;7;4;4;1;1;3625000;2;2;3;3;1;5;3;80000;2
7122165-1;1;1;2;6;56;56;7;3;5;1;1;6991666;2;2;3;3;1;4;2;150000;2
7122166-1;0;1;2;2;69;59;7;2;4;1;4;6375000;2;2;3;3;1;3;1;80000;2
7122167-1;2;1;2;6;41;37;7;5;6;1;1;11363675;2;2;3;3;1;6;3;168000;2
7122171-1;0;1;2;6;80;77;7;2;5;1;1;4125000;0;2;1;1;1;4;1;130000;2
7122174-1;1;1;2;2;39;38;7;3;5;1;1;8323333;2;2;3;3;1;4;2;70000;2
7122183-1;2;1;2;6;59;58;7;4;5;1;4;10425000;2;2;3;3;1;3;3;200000;2
7122185-1;1;1;2;6;75;64;7;4;4;4;4;3000000;2;2;3;1;1;4;2;280000;1
7122187-1;0;2;1;6;66;77;7;2;5;4;5;1178976;2;0;2;2;1;4;1;96000;1
7122188-1;0;1;2;6;62;64;7;2;6;6;6;21500000;2;2;3;3;1;4;1;84300;3
7122189-1;0;1;2;6;36;33;7;2;6;1;3;8000000;2;2;3;3;1;4;1;300000;3
7122190-1;0;1;2;6;45;48;7;2;6;1;1;46000000;2;2;3;3;1;5;1;500000;2
7122191-1;2;2;1;6;50;52;7;4;5;1;1;6300000;2;2;3;3;1;4;3;156000;2
7122192-1;0;2;1;6;57;66;7;2;5;1;1;19956666;2;2;3;3;1;4;1;100000;2
7122195-1;1;1;2;6;57;54;7;4;1;1;1;2937768;0;0;1;1;1;3;2;35000;1
7122197-1;2;1;2;6;54;50;7;4;2;1;4;1648833;2;0;1;1;1;4;3;41000;3
7122199-1;1;1;2;6;49;50;7;3;2;1;4;940000;0;2;1;1;1;2;1;48000;3
7122200-1;2;1;2;6;33;32;7;5;2;1;1;2025000;2;2;2;3;1;3;3;60000;2
7122202-1;3;1;2;6;56;50;7;5;4;6;4;1856945;2;2;1;3;1;5;3;30000;0
7122203-1;2;1;2;2;48;46;7;5;3;1;4;2802485;2;2;1;2;1;6;4;150000;2
7122204-1;2;1;2;6;59;54;7;9;2;2;4;1428333;0;2;1;1;1;3;2;35000;3
7122205-1;1;1;2;2;34;28;7;3;3;1;4;2886666;2;2;3;1;1;4;2;66000;2
7122207-1;2;1;2;6;46;46;7;4;3;1;1;5417000;2;2;3;3;1;5;3;95000;2
7122209-1;2;1;2;2;54;48;7;4;1;1;1;3385365;0;2;1;3;1;3;2;3000;2
7122210-1;1;1;2;2;48;35;7;3;1;1;4;620000;2;2;1;0;1;2;1;29500;0
7122211-1;0;1;2;2;69;64;7;2;1;1;4;2025241;2;2;1;1;1;6;2;30000;2
7122215-1;0;1;2;6;71;54;7;2;3;6;4;2250000;2;2;3;3;1;3;1;75000;1
7122216-1;0;1;2;6;71;67;7;2;3;1;4;5433333;0;2;1;1;1;5;1;85000;3
7122217-1;3;1;2;1;41;37;7;5;2;1;1;860000;2;2;1;1;1;5;3;57000;0
7122219-1;1;1;2;6;47;40;7;3;1;1;4;2546666;2;2;1;1;1;3;2;36000;2
7122220-1;2;1;2;2;49;47;7;4;1;1;4;1260000;0;1;0;1;1;4;3;35000;0
7122223-1;0;1;2;2;32;46;7;2;1;1;4;1164481;2;2;1;1;1;2;1;27000;0
7122225-1;2;1;2;1;39;39;7;4;3;1;1;3064833;2;2;1;3;1;4;2;60000;1
7122226-1;1;1;2;2;28;27;7;3;1;1;4;1035157;2;2;1;1;1;3;2;50000;0
7122229-1;2;1;2;2;47;50;7;5;1;1;4;1514000;0;0;1;1;1;4;2;42000;0
7122230-1;2;1;2;2;54;49;7;4;1;1;4;1634000;1;2;1;1;1;3;2;38000;2
7122231-1;1;1;2;2;72;62;7;3;2;4;4;1566666;0;0;1;3;1;5;2;43000;2
7122232-1;2;1;2;2;41;41;7;4;1;1;4;2328243;2;2;1;1;1;4;3;41000;3
7122233-1;1;1;2;2;62;44;7;3;1;1;1;2196032;2;2;1;1;1;3;2;40000;1
7122234-1;0;1;2;2;51;32;7;3;2;1;4;1295000;0;2;1;1;1;5;2;49000;0
7122235-1;0;1;2;6;71;63;7;2;2;6;4;2513333;0;2;1;3;1;4;2;55000;2
7122236-1;1;1;2;2;45;41;7;3;2;1;4;850000;2;2;1;1;1;5;2;60000;0
