DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P784S1A3;FEX_C
7124980;3;1;3;5;342,16639130174
7124981;1;1;1;3;182,661074539297
7124981;2;1;2;4;182,661074539297
7124983;1;1;1;3;170,349348359934
7124987;1;1;1;2;191,795865886028
7124987;2;1;2;3;191,795865886028
7124991;1;1;1;2;188,533925293238
7124997;1;1;1;3;121,935471950392
7124999;1;1;1;3;297,209332023266
7125005;1;1;1;4;83,5975114503602
7125017;1;1;1;3;56,3683046304079
7125024;1;1;1;2;70,0320076908629
7125024;2;1;2;3;70,0320076908629
7125027;1;1;1;1;65,7573310502607
7125027;2;1;2;3;65,7573310502607
7125030;1;1;1;4;60,8670093548898
7125031;1;1;1;3;39,9813300610031
7125033;1;1;1;2;43,1182717107559
7125059;1;1;1;2;83,743424879775
7125064;1;1;1;3;139,171175258239
7125064;2;1;2;4;139,171175258239
7125067;1;1;1;3;95,9055875868277
7125067;2;1;2;4;95,9055875868277
7125069;1;1;1;4;109,734771538928
7125083;1;1;1;5;97,0042494337446
7125113;1;1;1;2;155,574099736841
7125113;2;1;2;6;155,574099736841
7125114;1;1;1;2;132,440477519399
7125114;2;1;2;3;132,440477519399
7125120;1;1;1;1;127,006295727957
7125147;1;1;1;3;43,5585521170246
7125172;1;1;1;2;258,389458484481
7125176;1;1;1;4;256,012280479515
7125176;2;1;2;5;256,012280479515
7125182;1;1;1;4;225,102718090042
7125182;2;1;2;5;225,102718090042
7125186;1;1;1;3;189,464357684774
7125192;1;1;1;2;53,5451371594469
7125195;1;1;1;3;16,9866276035494
7125195;2;1;2;4;16,9866276035494
7125221;1;1;1;3;131,248137984177
7125254;1;1;1;4;145,968048359544
7125284;1;1;1;5;77,5544732504563
7125321;1;1;1;3;113,600868291732
7125321;2;1;2;4;113,600868291732
7125330;1;1;1;3;132,718619508616
7125330;2;1;2;4;132,718619508616
7125332;1;1;1;3;116,699865329809
7125332;2;1;2;4;116,699865329809
7125337;1;1;1;4;103,449068890461
7125347;1;1;1;2;54,5079324840397
7125350;1;1;1;3;49,9923976525001
7125350;2;1;2;4;49,9923976525001
7125365;1;1;1;3;544,097768611262
7125368;1;1;1;5;423,10390397267
7125368;2;1;2;6;423,10390397267
7125372;1;1;1;3;472,440681647849
7125376;1;1;1;2;248,032742829971
7125466;1;1;1;1;784,481581724655
7125486;1;1;1;3;2415,41922848705
7125508;1;1;1;2;119,607381808929
7125513;1;1;1;3;152,894001278814
7125513;2;1;2;4;152,894001278814
7125530;1;1;1;3;172,048534463419
7125530;2;1;2;4;172,048534463419
7125531;1;1;1;5;158,945707009757
7125531;2;1;2;6;158,945707009757
7125543;1;1;1;3;580,990975242602
7125551;1;1;1;3;154,895510387317
7125568;1;1;1;2;46,5960981930012
7125568;2;1;2;3;46,5960981930012
7125568;3;1;3;4;46,5960981930012
7125568;4;1;4;5;46,5960981930012
7125569;1;1;1;2;76,6011870865175
7125569;2;1;2;3;76,6011870865175
7125570;1;1;1;5;67,1668026668307
7125570;2;1;2;6;67,1668026668307
7125571;1;1;1;2;92,5377888264033
7125600;1;1;1;4;93,6601820776545
7125609;1;1;1;3;235,838578534469
7125618;1;1;1;2;137,38863768013
7125655;1;1;1;3;156,204549345213
7125656;1;1;1;8;82,6616895461313
7125657;1;1;1;3;125,367994858153
7125657;2;1;2;4;125,367994858153
7125674;1;1;1;3;156,94798800296
7125674;2;1;2;4;156,94798800296
7125726;1;1;1;3;33,0962704898509
7125726;2;1;2;4;33,0962704898509
7125742;1;1;1;4;429,141909050997
7125742;2;1;2;5;429,141909050997
7125746;1;1;1;4;293,960184584658
7125747;1;1;1;3;510,255428133288
7125747;2;1;2;4;510,255428133288
7125747;3;1;3;5;510,255428133288
7125795;1;1;1;3;126,86316958978
7125819;1;1;1;3;41,4427662940411
7125819;2;1;2;4;41,4427662940411
7125819;3;1;3;5;41,4427662940411
7125823;1;1;1;3;50,0726716268451
7125823;2;1;2;4;50,0726716268451
7125825;1;1;1;3;24,9036735419571
7125836;1;1;1;2;2,10043526579673
7125837;1;1;1;2;1,69187138479658
7125841;1;1;1;3;1,96932597767181
7125848;1;1;1;3;3,81377173314908
7125848;2;1;2;4;3,81377173314908
7125848;3;1;3;5;3,81377173314908
7125876;1;1;1;3;59,451201537367
7125876;2;1;2;4;59,451201537367
7125876;3;1;3;5;59,451201537367
7125877;1;1;1;3;35,0256014296257
7125877;2;1;2;4;35,0256014296257
7125886;1;1;1;4;42,2050479441934
7125886;2;1;2;5;42,2050479441934
7125940;1;1;1;3;1155,55809843824
7125940;2;1;2;4;1155,55809843824
7125952;1;1;1;4;991,455173216242
7125973;1;1;1;3;851,008381325246
7125973;2;1;2;6;851,008381325246
7125975;1;1;1;4;1624,38763713967
7125975;2;1;2;5;1624,38763713967
7125975;3;1;3;6;1624,38763713967
7125979;1;1;1;4;1179,89165873417
7125983;1;1;1;2;1376,83261207899
7126016;1;1;1;6;1062,48189361254
7126033;1;1;1;4;107,961395022068
7126035;1;1;1;4;152,17686225243
7126037;1;1;1;3;134,391698281694
7126047;1;1;1;4;178,912944744039
7126048;1;1;1;2;16,3088784101602
7126048;2;1;2;3;16,3088784101602
7126050;1;1;1;3;20,512627833871
7126051;1;1;1;3;15,2535822956916
7126052;1;1;1;3;19,8462007777801
7126053;1;1;1;4;20,3714186767077
7126056;1;1;1;2;19,0360411314279
7126060;1;1;1;4;80,0205513524496
7126064;1;1;1;4;92,5122038181596
7126067;1;1;1;4;95,7446249895608
7126067;2;1;2;5;95,7446249895608
7126070;1;1;1;2;75,0982117585602
7126070;2;1;2;3;75,0982117585602
7126070;3;1;3;4;75,0982117585602
7126074;1;1;1;3;253,943279209795
7126074;2;1;2;4;253,943279209795
7126074;1;2;1;2;253,943279209795
7126074;2;2;2;3;253,943279209795
7126089;1;1;1;3;237,471921171681
7126103;1;1;1;2;50,9187274451408
7126103;2;1;2;3;50,9187274451408
7126108;1;1;1;3;41,3334998896858
7126115;1;1;1;3;48,1117247886697
7126142;1;1;1;4;19,1016381402714
7126142;2;1;2;6;19,1016381402714
7126142;3;1;3;8;19,1016381402714
7126149;1;1;1;2;7,42155160453787
7126149;2;1;2;6;7,42155160453787
7126154;1;1;1;3;2,39015681393471
7126190;1;1;1;6;2,61298971670372
7126190;2;1;2;7;2,61298971670372
7126190;3;1;3;8;2,61298971670372
7126213;1;1;1;3;62,6102851915584
7126213;2;1;2;4;62,6102851915584
7126215;1;1;1;2;22,5138436324552
7126240;1;1;1;2;46,5888424599309
7126240;2;1;2;3;46,5888424599309
7126244;1;1;1;3;53,3938789653107
7126245;1;1;1;3;71,9898013158401
7126247;1;1;1;2;40,4691897780439
7126248;1;1;1;3;61,082907369888
7126250;1;1;1;3;53,1509189415113
7126252;1;1;1;3;63,716628979766
7126252;2;1;2;4;63,716628979766
7126253;1;1;1;3;57,2644143884863
7126253;2;1;2;4;57,2644143884863
7126260;1;1;1;4;34,9149575839585
7126261;1;1;1;3;25,8908402052021
7126262;1;1;1;3;25,8908402052021
7126262;2;1;2;3;25,8908402052021
7126267;1;1;1;3;76,4118904833343
7126267;2;1;2;4;76,4118904833343
7126267;3;1;3;7;76,4118904833343
7126268;1;1;1;3;93,7995928655995
7126268;2;1;2;4;93,7995928655995
7126271;1;1;1;3;73,8988095087103
7126271;2;1;2;4;73,8988095087103
7126277;1;1;1;2;74,2757746085422
7126280;1;1;1;3;79,2760292995109
7126283;1;1;1;3;4,46749721158717
7126283;2;1;2;4;4,46749721158717
7126298;1;1;1;3;9,66376307369747
7126298;2;1;2;4;9,66376307369747
7126305;1;1;1;3;21,4167596187254
7126305;2;1;2;4;21,4167596187254
7126322;1;1;1;3;17,864722606839
7126327;1;1;1;3;143,000981679653
7126330;1;1;1;3;79,8786251813864
7126330;2;1;2;4;79,8786251813864
7126334;1;1;1;3;86,0122221869808
7126334;2;1;2;4;86,0122221869808
7126379;1;1;1;2;55,894274574514
7126386;1;1;1;2;71,8413305107751
7126394;1;1;1;3;130,675476616182
7126395;1;1;1;3;117,115428310676
7126398;1;1;1;3;83,3407647950229
7126398;2;1;2;4;83,3407647950229
7126401;1;1;1;3;83,4712010176963
7126401;2;1;2;4;83,4712010176963
7126414;1;1;1;3;157,866474780317
7126417;1;1;1;3;70,9989732808879
7126437;1;1;1;2;47,3514434299263
7126448;1;1;1;3;19,5249870095596
7126448;2;1;2;4;19,5249870095596
7126450;1;1;1;1;15,740074353989
7126460;1;1;1;3;25,00064675326
7126460;2;1;2;4;25,00064675326
7126461;1;1;1;2;19,0524828054212
7126464;1;1;1;3;23,5457626603581
7126465;1;1;1;3;17,7482240343152
7126466;1;1;1;3;19,4898534167078
7126466;2;1;2;4;19,4898534167078
7126471;1;1;1;3;24,4059608632515
7126471;2;1;2;4;24,4059608632515
7126471;3;1;3;5;24,4059608632515
7126472;1;1;1;3;28,2653898871379
7126472;2;1;2;4;28,2653898871379
7126472;3;1;3;5;28,2653898871379
7126479;1;1;1;3;24,4059608632515
7126479;2;1;2;4;24,4059608632515
7126497;1;1;1;3;185,269426002992
7126497;2;1;2;5;185,269426002992
7126502;1;1;1;5;169,932425303561
7126502;2;1;2;6;169,932425303561
7126503;1;1;1;3;163,245493412237
7126503;2;1;2;4;163,245493412237
7126508;1;1;1;4;203,681736091039
7126532;2;1;2;4;543,864998274763
7126532;3;1;3;5;543,864998274763
7126532;1;1;1;3;543,864998274763
7126555;1;1;1;3;629,256142597631
7126555;2;1;2;4;629,256142597631
7126556;1;1;1;3;449,588421662715
7126557;1;1;1;3;492,638173525698
7126557;2;1;2;4;492,638173525698
7126557;3;1;3;5;492,638173525698
7126558;1;1;1;3;492,638173525698
7126558;2;1;2;4;492,638173525698
7126558;3;1;3;5;492,638173525698
7126567;1;1;1;3;54,4010219156247
7126567;2;1;2;4;54,4010219156247
7126569;1;1;1;4;95,6161757142152
7126569;2;1;2;5;95,6161757142152
7126573;1;1;1;3;63,8584743716583
7126573;2;1;2;4;63,8584743716583
7126598;1;2;1;3;53,0023576419033
7126603;1;1;1;3;228,903520782696
7126603;1;2;1;3;228,903520782696
7126603;2;2;2;4;228,903520782696
7126604;1;1;1;5;165,92829689672
7126605;1;1;1;3;143,053632314173
7126606;1;1;1;5;189,790846654014
7126618;1;1;1;3;186,726406209031
7126619;1;1;1;4;216,082096172225
7126622;1;1;1;3;146,301350026708
7126622;2;1;2;4;146,301350026708
7126623;1;1;1;4;235,132668329308
7126625;1;1;1;3;14,9001606205919
7126625;2;1;2;4;14,9001606205919
7126626;1;1;1;3;18,0907275306856
7126626;2;1;2;4;18,0907275306856
7126626;3;1;3;5;18,0907275306856
7126627;1;1;1;3;21,1339497965151
7126627;2;1;2;3;21,1339497965151
7126631;1;1;1;3;27,1812682278064
7126631;2;1;2;4;27,1812682278064
7126634;1;1;1;3;15,3671681615677
7126651;1;1;1;2;98,9029259555867
7126651;2;1;2;2;98,9029259555867
7126653;1;1;1;4;110,030615125886
7126665;1;1;1;1;594,240296676951
7126748;1;1;1;3;435,210238006065
7126757;1;1;1;3;759,133864006727
7126765;1;1;1;2;573,747522741756
7126765;2;1;2;2;573,747522741756
7126780;1;1;1;5;61,9118628389689
7126794;1;1;1;3;106,966413342536
7126794;2;1;2;4;106,966413342536
7126805;1;1;1;3;103,588785115009
7126805;2;1;2;4;103,588785115009
7126806;1;1;1;2;108,466640238818
7126809;3;1;3;5;114,803068250245
7126809;1;1;1;3;114,803068250245
7126809;2;1;2;4;114,803068250245
7126816;1;1;1;3;37,0922021391047
7126837;1;1;1;3;41,9420994418408
7126846;1;1;1;3;36,4080771161603
7126846;2;1;2;4;36,4080771161603
7126847;1;1;1;2;26,8250122832562
7126847;2;1;2;2;26,8250122832562
7126851;1;1;1;3;43,1285201226143
7126851;2;1;2;4;43,1285201226143
7126851;3;1;3;5;43,1285201226143
7126851;4;1;4;6;43,1285201226143
7126852;1;1;1;3;53,4350463893385
7126852;2;1;2;4;53,4350463893385
7126856;1;1;1;3;56,8124568575352
7126856;2;1;2;4;56,8124568575352
7126860;1;1;1;2;28,8191394946577
7126861;1;1;1;1;32,8213838606608
7126868;1;1;1;3;74,9904165278352
7126868;2;1;2;4;74,9904165278352
7126868;3;1;3;5;74,9904165278352
7126869;1;1;1;3;141,037083108217
7126869;2;1;2;4;141,037083108217
7126871;1;1;1;3;113,548312867891
7126872;1;1;1;3;153,177660756328
7126874;1;1;1;2;110,746472196974
7126874;2;1;2;3;110,746472196974
7126878;1;1;1;3;157,408640298916
7126878;2;1;2;4;157,408640298916
7126878;3;1;3;5;157,408640298916
7126881;1;1;1;3;209,512035186778
7126882;1;1;1;2;119,251452358878
7126882;2;1;2;3;119,251452358878
7126883;1;1;1;3;220,991399023339
7126883;2;1;2;4;220,991399023339
7126887;1;1;1;3;190,655016442891
7126887;2;1;2;5;190,655016442891
7126888;1;1;1;3;216,644960743584
7126889;1;1;1;2;159,264575050701
7126889;2;1;2;3;159,264575050701
7126942;1;1;1;3;62,8326308862398
7126946;1;1;1;3;93,7025291373669
7126950;1;1;1;3;104,233688325154
7126958;1;1;1;2;98,663268683061
7126958;2;1;2;3;98,663268683061
7126962;1;1;1;2;64,5994102737209
7126966;1;1;1;6;40,0037008889268
7126969;1;1;1;3;22,4634798393732
7126970;1;1;1;3;34,7970641785908
7126972;1;1;1;2;36,6057216075113
7126974;1;1;1;5;44,8009560440023
7126975;1;1;1;3;52,4183525332667
7126975;2;1;2;3;52,4183525332667
7126976;1;1;1;3;47,799109298042
7126976;2;1;2;4;47,799109298042
7126978;1;1;1;3;31,024522729326
7126978;2;1;2;4;31,024522729326
7126984;1;1;1;3;51,3909954602025
7126988;1;1;1;3;273,885395006423
7126989;1;1;1;4;295,347991502142
7127000;1;1;1;4;304,239412757011
7127038;1;1;1;3;122,654909216294
7127044;1;1;1;3;54,120390576454
7127044;2;1;2;2;54,120390576454
7127045;1;1;1;2;87,1308259066969
7127046;1;1;1;3;84,6613619787855
7127046;2;1;2;4;84,6613619787855
7127050;1;1;1;3;71,842075672004
7127053;1;1;1;5;73,2083595852236
7127055;1;1;1;4;93,9829511919041
7127058;1;1;1;3;79,7480717999385
7127058;2;1;2;4;79,7480717999385
7127058;3;1;3;5;79,7480717999385
7127059;1;1;1;2;85,0791955937686
7127061;1;1;1;4;116,826374359658
7127063;1;1;1;2;87,1308259066969
7127065;1;1;1;3;101,525809847516
7127071;1;1;1;4;58,6084724782406
7127079;1;1;1;3;180,758188755631
7127079;2;1;2;4;180,758188755631
7127081;1;1;1;2;182,943836204328
7127082;1;2;1;3;193,091830633201
7127082;2;2;2;4;193,091830633201
7127106;1;1;1;3;70,3689134728068
7127106;2;1;2;4;70,3689134728068
7127106;3;1;3;7;70,3689134728068
7127122;1;1;1;3;151,696942989613
7127122;2;1;2;4;151,696942989613
7127122;3;1;3;5;151,696942989613
7127127;1;1;1;3;82,0901071718088
7127127;2;1;2;4;82,0901071718088
7127134;1;1;1;3;37,5741859013071
7127135;1;1;1;3;51,7755055390586
7127135;2;1;2;4;51,7755055390586
7127138;1;1;1;4;63,9024395683941
7127138;2;1;2;5;63,9024395683941
7127139;1;1;1;4;40,0763925526744
7127140;1;1;1;5;55,4508543192336
7127147;1;1;1;4;181,529883213551
7127148;1;1;1;3;180,627650425862
7127148;2;1;2;4;180,627650425862
7127155;1;1;1;4;90,2968781840402
7127155;2;1;2;5;90,2968781840402
7127156;1;1;1;5;107,759317627567
7127201;1;1;1;1;517,547764737416
7127201;2;1;2;2;517,547764737416
7127204;1;1;1;2;92,2956855572015
7127261;1;1;1;2;299,838347728044
7127261;2;1;2;3;299,838347728044
7127298;1;1;1;3;148,396360201818
7127310;1;1;1;5;35,7424542988228
7127321;1;1;1;3;7,65696089072053
7127326;1;1;1;2;12,7631480748876
7127335;2;1;2;4;11,1535921039164
7127335;1;1;1;3;11,1535921039164
7127336;1;1;1;3;12,8047519451431
7127337;1;1;1;3;9,29466008659704
7127337;2;1;2;4;9,29466008659704
7127343;1;1;1;1;4,64600917603163
7127343;2;1;2;2;4,64600917603163
7127343;3;1;3;3;4,64600917603163
7127343;4;1;4;6;4,64600917603163
7127345;1;1;1;3;20,6340404242691
7127345;2;1;2;4;20,6340404242691
7127345;3;1;3;5;20,6340404242691
7127346;1;1;1;1;5,81663292085828
7127361;1;1;1;3;69,9581244546265
7127363;1;1;1;2;61,9053795626958
7127363;2;1;2;3;61,9053795626958
7127364;1;1;1;2;69,6789288033446
7127367;1;1;1;2;80,0665655389083
7127373;1;1;1;2;53,9071994707814
7127375;1;1;1;2;58,6969946097001
7127375;2;1;2;3;58,6969946097001
7127391;1;1;1;7;24,1684972295655
7127399;1;1;1;3;16,5547277248687
7127399;2;1;2;4;16,5547277248687
7127409;1;1;1;1;17,1706184039527
7127410;1;1;1;3;23,1310491509735
7127410;2;1;2;4;23,1310491509735
7127441;1;1;1;3;411,89261337758
7127441;2;1;2;4;411,89261337758
7127459;1;1;1;3;485,785297322894
7127461;1;1;1;3;491,208312718795
7127485;1;1;1;3;2,73873210763407
7127495;1;1;1;3;2,75511457430361
7127495;2;1;2;4;2,75511457430361
7127497;1;1;1;4;2,77178023034519
7127500;2;1;2;5;78,5586026011284
7127500;1;1;1;4;78,5586026011284
7127510;1;1;1;3;130,865325917045
7127510;2;1;2;4;130,865325917045
7127510;3;1;3;5;130,865325917045
7127519;1;1;1;8;112,856748618264
7127519;2;1;2;2;112,856748618264
7127529;1;1;1;3;5,60378499357798
7127529;2;1;2;4;5,60378499357798
7127557;1;1;1;3;5,42255258406161
7127557;2;1;2;4;5,42255258406161
7127557;3;1;3;5;5,42255258406161
7127582;1;1;1;4;238,413063295387
7127585;1;1;1;2;461,164620816484
7127587;1;1;1;3;458,640714075052
7127589;1;1;1;4;530,15245211138
7127619;1;1;1;3;26,2884334296041
7127619;2;1;2;4;26,2884334296041
7127635;1;1;1;1;20,3341622832068
7127638;1;1;1;2;28,7747101634502
7127638;2;1;2;2;28,7747101634502
7127646;1;1;1;2;75,5850355524573
7127646;2;1;2;3;75,5850355524573
7127646;3;1;3;4;75,5850355524573
7127647;1;1;1;3;101,150366811446
7127647;2;1;2;4;101,150366811446
7127648;1;1;1;2;144,693997855021
7127648;2;1;2;4;144,693997855021
7127657;1;1;1;3;201,458938343174
7127657;2;1;2;4;201,458938343174
7127662;1;1;1;2;299,271090364463
7127662;2;1;2;3;299,271090364463
7127664;1;1;1;4;204,218900985371
7127665;1;1;1;2;266,578559804952
7127677;1;1;1;4;166,326294813413
7127677;2;1;2;5;166,326294813413
7127677;3;1;3;6;166,326294813413
7127688;1;1;1;2;182,087464923199
7127688;2;1;2;3;182,087464923199
7127689;1;1;1;3;181,876089226515
7127694;1;1;1;3;28,0836904771539
7127694;2;1;2;4;28,0836904771539
7127694;3;1;3;6;28,0836904771539
7127694;4;1;4;7;28,0836904771539
7127698;1;1;1;3;54,4865824264633
7127698;2;1;2;4;54,4865824264633
7127698;3;1;3;5;54,4865824264633
7127725;1;1;1;3;56,7508301807012
7127725;2;1;2;4;56,7508301807012
7127730;1;1;1;5;48,232196474739
7127730;2;1;2;6;48,232196474739
7127730;3;1;3;7;48,232196474739
7127734;1;1;1;2;50,3399150361305
7127734;2;1;2;3;50,3399150361305
7127734;4;1;4;5;50,3399150361305
7127734;3;1;3;4;50,3399150361305
7127737;1;1;1;3;16,1572015438549
7127739;1;1;1;2;22,8005730798191
7127783;1;1;1;4;251,55078666155
7127788;1;1;1;3;376,538018966596
7127788;2;1;2;4;376,538018966596
7127788;3;1;3;5;376,538018966596
7127793;2;1;2;6;357,861623562777
7127793;1;1;1;5;357,861623562777
7127798;1;1;1;4;213,453699942484
7127798;2;1;2;5;213,453699942484
7127803;1;1;1;3;590,10480419675
7127804;1;1;1;3;504,345550971923
7127811;1;1;1;2;85,5923771997114
7127811;2;1;2;4;85,5923771997114
7127812;1;1;1;5;57,8544130562941
7127813;1;1;1;3;66,8490556484307
7127814;1;1;1;4;66,916801839457
7127825;1;1;1;4;115,904162834202
7127825;2;1;2;5;115,904162834202
7127825;3;1;3;6;115,904162834202
7127826;1;1;1;2;133,937539223375
7127827;1;1;1;6;145,558221338945
7127827;2;1;2;7;145,558221338945
7127829;1;1;1;3;130,456441215177
7127829;2;1;2;4;130,456441215177
7127830;1;1;1;3;139,21419158945
7127831;1;1;1;3;105,788907212585
7127831;2;1;2;4;105,788907212585
7127832;1;1;1;5;123,831651395716
7127833;1;1;1;3;110,964118842106
7127833;2;1;2;4;110,964118842106
7127833;3;1;3;5;110,964118842106
7127834;1;1;1;9;126,61813789732
7127834;2;1;2;7;126,61813789732
7127834;3;1;3;8;126,61813789732
7127834;4;1;4;13;126,61813789732
7127838;1;1;1;2;117,799002477712
7127838;2;1;2;3;117,799002477712
7127838;3;1;3;4;117,799002477712
7127840;1;1;1;3;108,874628476745
7127840;2;1;2;4;108,874628476745
7127848;1;1;1;3;142,240536298179
7127849;1;1;1;2;92,9055384904486
7127849;2;1;2;3;92,9055384904486
7127851;1;1;1;5;98,1496020520147
7127851;2;1;2;4;98,1496020520147
7127854;1;1;1;3;74,5942991306854
7127858;1;1;1;2;112,70931065558
7127858;1;2;1;3;112,70931065558
7127858;2;2;2;4;112,70931065558
7127858;3;2;3;5;112,70931065558
7127860;1;1;1;3;90,3350054705066
7127860;2;1;2;4;90,3350054705066
7127860;3;1;3;5;90,3350054705066
7127862;1;1;1;5;135,427118478752
7127868;1;1;1;3;62,6041305166921
7127872;1;1;1;3;61,8784065307665
7127872;2;1;2;4;61,8784065307665
7127882;1;1;1;2;58,3206452649778
7127882;2;1;2;3;58,3206452649778
7127886;1;1;1;3;64,992867222285
7127888;1;1;1;4;50,7612349234743
7127890;1;1;1;3;63,5525241658715
7127890;2;1;2;4;63,5525241658715
7127890;3;1;3;5;63,5525241658715
7127890;4;1;4;6;63,5525241658715
7127891;1;1;1;3;65,6204022488046
7127891;2;1;2;4;65,6204022488046
7127891;3;1;3;5;65,6204022488046
7127901;1;1;1;1;19,7536633495223
7127901;2;1;2;2;19,7536633495223
7127902;1;1;1;6;19,3725466829732
7127907;1;1;1;3;20,5416763936794
7127907;2;1;2;4;20,5416763936794
7127908;1;1;1;2;21,0065436336787
7127908;2;1;2;3;21,0065436336787
7127914;1;1;1;4;109,981716481235
7127919;1;1;1;4;133,941291653477
7127930;1;1;1;3;46,5956792532355
7127931;1;1;1;3;48,7608405233925
7127931;2;1;2;4;48,7608405233925
7127936;1;1;1;3;85,3970610444024
7127936;2;1;2;4;85,3970610444024
7127940;1;1;1;2;100,203091828536
7127940;2;1;2;3;100,203091828536
7127945;1;1;1;5;63,6840006126092
7127946;1;1;1;4;38,3732908733033
7127947;1;1;1;2;52,0325501670449
7127948;1;1;1;2;45,3757844362157
7127948;2;1;2;3;45,3757844362157
7127949;1;1;1;2;61,6926380804206
7127949;2;1;2;3;61,6926380804206
7127949;3;1;3;4;61,6926380804206
7127950;1;1;1;2;47,2298327864631
7127950;3;1;3;4;47,2298327864631
7127950;4;1;4;5;47,2298327864631
7127950;2;1;2;3;47,2298327864631
7127951;1;1;1;2;70,2701453587178
7127951;2;1;2;4;70,2701453587178
7127951;3;1;3;5;70,2701453587178
7127953;1;1;1;3;46,5956792532355
7127960;1;1;1;4;254,627234531623
7127960;2;1;2;5;254,627234531623
7127960;3;1;3;6;254,627234531623
7127975;1;1;1;2;111,897833198745
7127998;1;1;1;3;251,173517679404
7127998;2;1;2;4;251,173517679404
7127998;3;1;3;5;251,173517679404
7128001;1;1;1;3;218,125188786804
7128001;2;1;2;4;218,125188786804
7128004;1;1;1;3;203,565728719429
7128004;2;1;2;4;203,565728719429
7128008;1;1;1;3;263,5380809154
7128008;2;1;2;4;263,5380809154
7128009;1;1;1;3;175,817008027865
7128011;1;1;1;3;228,047779274507
7128012;1;1;1;4;149,950677371774
7128015;1;1;1;2;174,066362741575
7128024;1;1;1;4;114,492101644535
7128028;1;1;1;5;171,827914865442
7128028;2;1;2;6;171,827914865442
7128028;3;1;3;7;171,827914865442
7128029;1;1;1;3;171,833995513359
7128029;2;1;2;4;171,833995513359
7128036;1;1;1;3;340,887641182884
7128039;1;1;1;2;225,387439897914
7128039;2;1;2;3;225,387439897914
7128048;3;1;3;5;146,42720415085
7128048;1;1;1;3;146,42720415085
7128048;2;1;2;4;146,42720415085
7128061;1;1;1;3;129,892034606684
7128065;1;1;1;2;75,446030536738
7128100;1;1;1;3;48,7894119329319
7128100;2;1;2;4;48,7894119329319
7128101;1;1;1;3;40,5146315106579
7128118;1;1;1;3;266,57098163581
7128118;2;1;2;4;266,57098163581
7128118;3;1;3;5;266,57098163581
7128121;1;1;1;4;283,048165059971
7128127;1;1;1;4;110,29682679037
7128132;1;1;1;3;125,678800817506
7128132;2;1;2;4;125,678800817506
7128133;1;1;1;4;112,247210703805
7128133;2;1;2;5;112,247210703805
7128142;1;1;1;2;149,91672278246
7128142;2;1;2;3;149,91672278246
7128143;1;1;1;3;236,328843366174
7128143;2;1;2;4;236,328843366174
7128147;1;1;1;3;178,049950051479
7128147;2;1;2;4;178,049950051479
7128147;3;1;3;5;178,049950051479
7128148;1;1;1;2;164,746187864205
7128149;1;1;1;2;180,599920968649
7128149;2;1;2;3;180,599920968649
7128152;1;1;1;2;169,848916845908
7128152;2;1;2;3;169,848916845908
7128154;1;1;1;3;197,21170540272
7128219;1;1;1;3;9,5035305918278
7128219;2;1;2;4;9,5035305918278
7128272;1;1;1;3;6,99746646094723
7128317;1;1;1;3;290,939810347264
7128322;1;1;1;3;321,825600661492
7128348;1;1;1;3;682,617378753745
7128348;2;1;2;4;682,617378753745
7128357;1;1;1;2;155,104609210984
7128386;1;1;1;3;1281,70340111277
7128386;2;1;2;4;1281,70340111277
7128404;1;1;1;5;47,1831092800612
7128404;2;1;2;6;47,1831092800612
7128410;1;1;1;2;75,7074037408392
7128419;1;1;1;3;68,2336660279742
7128426;1;1;1;3;53,2991627204893
7128427;1;1;1;4;54,2174039125249
7128428;1;1;1;3;50,4540967362878
7128428;2;1;2;4;50,4540967362878
